decade,name,born,municipality,district,chamber,year,id
ea_2077_64210_1_1950,Ruth Maria Ager,1894,,Stockholms län,,1950,ager_ruth_maria_2f7a0e
ea_2077_64210_1_1950,Gustav Adolf Mosesson,1877,,,,1950,mosesson_gustav_adolf_09cbcd
ea_2077_64210_1_1950,Johannes Allan Andersson,1886,,,,1950,andersson_johannes_allan_c9cd5a
ea_2077_64210_1_1950,Frans Hjalmar Ahman,1892,,,,1950,ahman_frans_hjalmar_dff284
ea_2077_64210_1_1950,Eskil Fredrik Vilhelm Eriksson,1900,,,,1950,eriksson_eskil_fredrik_vilhelm_da458a
ea_2077_64210_1_1950,Gustaf Emanuel Birke,1893,,,,1950,birke_gustaf_emanuel_f376b8
ea_2077_64210_1_1950,Adolf Valentin Wallentheim,1898,,,,1950,wallentheim_adolf_valentin_850180
ea_2077_64210_1_1950,Klas Jonas Yngve Häckner,1895,,,,1950,hackner_klas_jonas_yngve_c8281e
ea_2077_64210_1_1950,Per Arthur Sköldin,1898,,,,1950,skoldin_per_arthur_8f4f5c
ea_2077_64210_1_1950,Carl David Anskarius Boman,1888,,,,1950,boman_carl_david_anskarius_1ef968
ea_2077_64210_1_1950,Anders Sven Hedqvist,1903,,,,1950,hedqvist_anders_sven_e496ac
ea_2077_64210_1_1950,Bror Erik Arthur Karlsson,1909,,,,1950,karlsson_bror_erik_arthur_cfcf8a
ea_2077_64210_1_1950,Margit Selma Clasine Vinge,1903,,Uppsala län,,1950,vinge_margit_selma_clasine_958671
ea_2077_64210_1_1950,John Inge Lundberg,1905,,,,1950,lundberg_john_inge_82ac84
ea_2077_64210_1_1950,Erik Edvin Jacobsson,1893,,,,1950,jacobsson_erik_edvin_732ca5
ea_2077_64210_1_1950,Karl Emil Hansson,1879,,,,1950,hansson_karl_emil_af8ea3
ea_2077_64210_1_1950,Ragnar Hilding Leonard Edenman,1914,,,,1950,edenman_ragnar_hilding_leonard_f6b3f8
ea_2077_64210_1_1950,Eivor Linnea Wallin,1904,,Södermanlands län,,1950,wallin_eivor_linnea_9a5041
ea_2077_64210_1_1950,Ossian Alfons Sehlstedt,1904,,,,1950,sehlstedt_ossian_alfons_7403f1
ea_2077_64210_1_1950,Gustaf Sigfrid Larsson,1896,,,,1950,larsson_gustaf_sigfrid_03d22e
ea_2077_64210_1_1950,Karl Olov Harald Andersson,1888,,,,1950,andersson_karl_olov_harald_09cd74
ea_2077_64210_1_1950,Ellen Sofia Axelina Svedberg,1891,,,,1950,svedberg_ellen_sofia_axelina_94b570
ea_2077_64210_1_1950,Klas Ragnar Ekström,1905,,,,1950,ekstrom_klas_ragnar_74dfeb
ea_2077_64210_1_1950,Karl Selim Valentin Ward,1888,,,,1950,ward_karl_selim_valentin_e456ed
ea_2077_64210_1_1950,Paul Johannes Bergstrand,1887,,,,1950,bergstrand_paul_johannes_f34fac
ea_2077_64210_1_1950,John Martin Skoglund,1892,,,,1950,skoglund_john_martin_bdc2ef
ea_2077_64210_1_1950,Ernst Carl Hoppe,1887,,,,1950,hoppe_ernst_carl_a4e2b6
ea_2077_64210_1_1950,Nils Ivar Johansson,1899,,,,1950,johansson_nils_ivar_4da622
ea_2077_64210_1_1950,Gustaf Fridolf Thapper,1899,,,,1950,thapper_gustaf_fridolf_c69dd5
ea_2077_64210_1_1950,Gustav Ingemar Andersson,1913,,,,1950,andersson_gustav_ingemar_706750
ea_2077_64210_1_1950,Anders Valfrid Stjärne,1884,,,,1950,stjarne_anders_valfrid_161e8e
ea_2077_64210_1_1950,Sven Gustaf Folke Persson,1911,,,,1950,persson_sven_gustaf_folke_92b876
ea_2077_64210_1_1950,Karin Hillevi Wetterström,1908,,Jönköpings län,,1950,wetterstrom_karin_hillevi_034070
ea_2077_64210_1_1950,Johan Erik Gereon Fast,1883,,,,1950,fast_johan_erik_gereon_7c3b97
ea_2077_64210_1_1950,John Wilhelm Pettersson,1893,,,,1950,pettersson_john_wilhelm_0cc68b
ea_2077_64210_1_1950,Karl Abel Mauritz Andersson,1887,,,,1950,andersson_karl_abel_mauritz_70a2fe
ea_2077_64210_1_1950,Karl Elfin Rudolf Boman,1895,,,,1950,boman_karl_elfin_rudolf_8c7f75
ea_2077_64210_1_1950,Ryttm Greve,1895,,,,1950,greve_ryttm_088b10
ea_2077_64210_1_1950,Frans Edvin Gustafsson,1888,,,,1950,gustafsson_frans_edvin_414bab
ea_2077_64210_1_1950,Gustaf Ludvig Svensson,1901,,,,1950,svensson_gustaf_ludvig_169e1c
ea_2077_64210_1_1950,Oskar Martin Isidor Forsberg,1887,,,,1950,forsberg_oskar_martin_isidor_103968
ea_2077_64210_1_1950,Helga Kristina Sjöstrand,1890,,Kronobergs län,,1950,sjostrand_helga_kristina_cfdeb3
ea_2077_64210_1_1950,Gustav Hjalmar Svensson,1881,,,,1950,svensson_gustav_hjalmar_32356f
ea_2077_64210_1_1950,Korresp Gaa Lantbrukare,1893,,,,1950,lantbrukare_korresp_gaa_e097dd
ea_2077_64210_1_1950,Carl Oscar Nolin,1883,,,,1950,nolin_carl_oscar_067164
ea_2077_64210_1_1950,Fritz Josef Hugo Persson,1904,,,,1950,persson_fritz_josef_hugo_858011
ea_2077_64210_1_1950,Sten Erik Strandh,1908,,Kalmar län,,1950,strandh_sten_erik_03a1b1
ea_2077_64210_1_1950,Carl Arvid Daniel Jonsson,1886,,,,1950,jonsson_carl_arvid_daniel_affbab
ea_2077_64210_1_1950,Sigvard Walter Ohlsson,1908,,,,1950,ohlsson_sigvard_walter_69c0c8
ea_2077_64210_1_1950,Erik Einar Haeggblom,1893,,,,1950,haeggblom_erik_einar_ad4c6c
ea_2077_64210_1_1950,Gustav Engelbert Holm,1883,,,,1950,holm_gustav_engelbert_9bfd64
ea_2077_64210_1_1950,Nils Sigfrid Nordkvist,1889,,,,1950,nordkvist_nils_sigfrid_098ca9
ea_2077_64210_1_1950,Carl Ejnar Konstantin Johansson,1889,,,,1950,johansson_carl_ejnar_konstantin_9a33a9
ea_2077_64210_1_1950,Sven Gunnar Erik Ericsson,1906,,,,1950,ericsson_sven_gunnar_erik_dc0316
ea_2077_64210_1_1950,Tekla Jenny Linnea Torbrink,1901,,Gotlands län,,1950,torbrink_tekla_jenny_linnea_746665
ea_2077_64210_1_1950,Per Gustaf Ansgarius Svensson,1896,,,,1950,svensson_per_gustaf_ansgarius_f2da0e
ea_2077_64210_1_1950,Herman Theodor Engström,1882,,,,1950,engstrom_herman_theodor_db3631
ea_2077_64210_1_1950,Karl Johan Ahlsten,1893,,Blekinge län,,1950,ahlsten_karl_johan_2c4e97
ea_2077_64210_1_1950,Algot Åkesson Törnkvist,1879,,,,1950,tornkvist_algot_akesson_3200f3
ea_2077_64210_1_1950,Per Albin Johnsson,1898,,,,1950,johnsson_per_albin_e1f09c
ea_2077_64210_1_1950,Thure Gunnar Andersson,1908,,,,1950,andersson_thure_gunnar_ae9f70
ea_2077_64210_1_1950,Jonas Olaus Nyberg,1910,,,,1950,nyberg_jonas_olaus_fc8d1b
ea_2077_64210_1_1950,Bror Erik Karlsson,1908,,,,1950,karlsson_bror_erik_2ed9ac
ea_2077_64210_1_1950,Gustaf Filip Natan Kristensson,1898,,,,1950,kristensson_gustaf_filip_natan_9cf348
ea_2077_64210_1_1950,Lars Anton Björklund,1881,,Kristianstads län,,1950,bjorklund_lars_anton_723c22
ea_2077_64210_1_1950,Bengt Samuel Bengtsson Norup,1896,,,,1950,norup_bengt_samuel_bengtsson_dd70f1
ea_2077_64210_1_1950,Anders Elver Thorvald Ekdahl,1888,,,,1950,ekdahl_anders_elver_thorvald_d9d930
ea_2077_64210_1_1950,Mårten Edvard Mårtensson,1892,,,,1950,martensson_marten_edvard_872cb5
ea_2077_64210_1_1950,Jöns Olof Nilsson,1905,,,,1950,nilsson_jons_olof_c7c4a4
ea_2077_64210_1_1950,Jöns Harald Johnsson,1898,,,,1950,johnsson_jons_harald_2ff17f
ea_2077_64210_1_1950,Johan Gunnar Vilhelm Engkvist,1906,,,,1950,engkvist_johan_gunnar_vilhelm_e45a31
ea_2077_64210_1_1950,Olof Andersson,1887,,,,1950,andersson_olof_6ee628
ea_2077_64210_1_1950,Erik Rudolf Hagberg,1891,,,,1950,hagberg_erik_rudolf_f00670
ea_2077_64210_1_1950,Karl Anton Edvard Bergström,1888,,,,1950,bergstrom_karl_anton_edvard_f23288
ea_2077_64210_1_1950,Ragnar Helmer Huss,1897,,,,1950,huss_ragnar_helmer_4a6450
ea_2077_64210_1_1950,Eric Helgo Bladh,1887,,,,1950,bladh_eric_helgo_d85c30
ea_2077_64210_1_1950,Karl Johan Nilsson,1889,,,,1950,nilsson_karl_johan_7947fe
ea_2077_64210_1_1950,Carl Christenson,1899,,,,1950,christenson_carl_3341d5
ea_2077_64210_1_1950,Folke Gösta Jönsson,1910,,,,1950,jonsson_folke_gosta_504077
ea_2077_64210_1_1950,Jean Braconier,1907,,Mablmnökus län,,1950,braconier_jean_f72f02
ea_2077_64210_1_1950,Per Edvin Sköld,1891,,,,1950,skold_per_edvin_0fa78f
ea_2077_64210_1_1950,Pensions- Larsson,1880,,,,1950,larsson_pensions-_396bc5
ea_2077_64210_1_1950,Nils Persson,1901,,,,1950,persson_nils_1f83bb
ea_2077_64210_1_1950,Axel Herman Landgren,1898,,,,1950,landgren_axel_herman_b3980b
ea_2077_64210_1_1950,Nils Gunnar Hansson,1902,,,,1950,hansson_nils_gunnar_df1917
ea_2077_64210_1_1950,Åke Waldemar Olofsson,1898,,,,1950,olofsson_ake_waldemar_5e90b1
ea_2077_64210_1_1950,Ämnes- Agronom,1905,,,,1950,agronom_amnes-_0c98ce
ea_2077_64210_1_1950,Hans Samuel Levin,1899,,,,1950,levin_hans_samuel_c41c7a
ea_2077_64210_1_1950,Stig Folke Hansson,1913,,,,1950,hansson_stig_folke_7e1ba0
ea_2077_64210_1_1950,Anders Petter Pettersson,1888,,,,1950,pettersson_anders_petter_550667
ea_2077_64210_1_1950,Ragnar Valdemar Persson,1898,,,,1950,persson_ragnar_valdemar_f82a24
ea_2077_64210_1_1950,Hjalmar Ragnvald Nilson,1901,,,,1950,nilson_hjalmar_ragnvald_93d56b
ea_2077_64210_1_1950,Bror Waldemar Persson,1891,,,,1950,persson_bror_waldemar_694028
ea_2077_64210_1_1950,Gösta Tore Edvin Bengtsson,1911,,,,1950,bengtsson_gosta_tore_edvin_a9bb35
ea_2077_64210_1_1950,Rolf Filip Edberg,1912,,,,1950,edberg_rolf_filip_938ca2
ea_2077_64210_1_1950,Otto Bertil Friesen,1901,,,,1950,friesen_otto_bertil_eb8898
ea_2077_64210_1_1950,Carl Olof Nilsson,1896,,,,1950,nilsson_carl_olof_449e3a
ea_2077_64210_1_1950,Carl Sixtensson Schmidt,1894,,,,1950,schmidt_carl_sixtensson_923d70
ea_2077_64210_1_1950,Knut Erik Waldemar Senander,1889,,,,1950,senander_knut_erik_waldemar_5db0d7
ea_2077_64210_1_1950,Märta Öberg,1895,,,,1950,oberg_marta_4730e6
ea_2077_64210_1_1950,Sven Harry Gustafson,1911,,,,1950,gustafson_sven_harry_daaad4
ea_2077_64210_1_1950,Walter Simon Edström,1891,,,,1950,edstrom_walter_simon_aab3f9
ea_2077_64210_1_1950,Jerker Uno Svensson,1897,,,,1950,svensson_jerker_uno_43eef0
ea_2077_64210_1_1950,Bror Gunnar Leopold Dahlgren,1903,,Göteborgs och Bohus län,,1950,dahlgren_bror_gunnar_leopold_1e4d97
ea_2077_64210_1_1950,Waldemar Svensson,1897,,,,1950,svensson_waldemar_670afb
ea_2077_64210_1_1950,Johannes Wiktor Mårtensson,1885,,,,1950,martensson_johannes_wiktor_956f26
ea_2077_64210_1_1950,Gösta Ludvig Andersson,1904,,,,1950,andersson_gosta_ludvig_b78247
ea_2077_64210_1_1950,Ernst Valdemar Staxäng,1898,,,,1950,staxang_ernst_valdemar_139ca4
ea_2077_64210_1_1950,Carl-Olof Carlsson,1889,,,,1950,carlsson_carl-olof_d3a8dc
ea_2077_64210_1_1950,Nösund Torp,1900,,,,1950,torp_nosund_0053d6
ea_2077_64210_1_1950,Bengt Johan Olof Sjölin,1886,,,,1950,sjolin_bengt_johan_olof_693ef3
ea_2077_64210_1_1950,Carl Petrus Olsson,1881,,,,1950,olsson_carl_petrus_67e015
ea_2077_64210_1_1950,Axel Ludvig Rubbestad,1888,,,,1950,rubbestad_axel_ludvig_e8ae50
ea_2077_64210_1_1950,Sven Patrik Svensson,1895,,,,1950,svensson_sven_patrik_edbcab
ea_2077_64210_1_1950,Sven Oskar Antby,1908,,,,1950,antby_sven_oskar_d60fcd
ea_2077_64210_1_1950,James Iwan Axel Dickson,1899,,,,1950,dickson_james_iwan_axel_28ee2c
ea_2077_64210_1_1950,Set Anders Alarik Hagård,1888,,,,1950,hagard_set_anders_alarik_895857
ea_2077_64210_1_1950,John August Ericsson,1907,,,,1950,ericsson_john_august_fcd58c
ea_2077_64210_1_1950,John Axel Teofil Gustafsson,1900,,,,1950,gustafsson_john_axel_teofil_1c5c00
ea_2077_64210_1_1950,Einar Sigfrid Andersson,1895,,,,1950,andersson_einar_sigfrid_30bf79
ea_2077_64210_1_1950,Karl Artur Ryberg,1882,,,,1950,ryberg_karl_artur_81464c
ea_2077_64210_1_1950,Oscar Johan Natanael Malmborg,1892,,,,1950,malmborg_oscar_johan_natanael_53e31a
ea_2077_64210_1_1950,Nils Walter Sundström,1890,,,,1950,sundstrom_nils_walter_27e7b6
ea_2077_64210_1_1950,Johannes Onsjö,1895,,,,1950,onsjo_johannes_65605c
ea_2077_64210_1_1950,Karl Folke Fritjof Kyling,1901,,,,1950,kyling_karl_folke_fritjof_41517f
ea_2077_64210_1_1950,Nils Sigurd Odhe,1908,,,,1950,odhe_nils_sigurd_92bad1
ea_2077_64210_1_1950,Karl Gunnar Viktor Larsson,1908,,,,1950,larsson_karl_gunnar_viktor_d33182
ea_2077_64210_1_1950,Valborg Elisabet Johansson,1901,,,,1950,johansson_valborg_elisabet_9e88b9
ea_2077_64210_1_1950,David Emanuel Ståhl,1901,,,,1950,stahl_david_emanuel_b8760e
ea_2077_64210_1_1950,Gustaf Valdemar Nilsson,1900,,,,1950,nilsson_gustaf_valdemar_350fa4
ea_2077_64210_1_1950,August Konrad Ferdinand Spångberg,1893,,Värmlands län,,1950,spangberg_august_konrad_ferdinand_bace39
ea_2077_64210_1_1950,Nils Arvid Andersson,1900,,,,1950,andersson_nils_arvid_916b6e
ea_2077_64210_1_1950,Johan Albert Larsson,1888,,,,1950,larsson_johan_albert_f08418
ea_2077_64210_1_1950,Erik Holger Jonatan Adolfsson,1908,,,,1950,adolfsson_erik_holger_jonatan_f31685
ea_2077_64210_1_1950,Lars Hjalmar Lindahl,1894,,,,1950,lindahl_lars_hjalmar_ab86b9
ea_2077_64210_1_1950,Gustaf Ruben Swedberg,1896,,,,1950,swedberg_gustaf_ruben_ffb9ff
ea_2077_64210_1_1950,Erik Reinhold Brandt,1905,,,,1950,brandt_erik_reinhold_09e92e
ea_2077_64210_1_1950,Aspabruk Olshammar,1904,,,,1950,olshammar_aspabruk_0ac705
ea_2077_64210_1_1950,Karl Åke Henry Allard,1911,,,,1950,allard_karl_ake_henry_edd505
ea_2077_64210_1_1950,Karl Albert Andersson,1895,,,,1950,andersson_karl_albert_0e338d
ea_2077_64210_1_1950,Karl Göran Petterson,1898,,,,1950,petterson_karl_goran_e5db83
ea_2077_64210_1_1950,Axel Filip Jansson,1889,,,,1950,jansson_axel_filip_312466
ea_2077_64210_1_1950,David Emanuel Hall,1898,,,,1950,hall_david_emanuel_c4a0ad
ea_2077_64210_1_1950,Axel Olov Edvin Rylander,1900,,,,1950,rylander_axel_olov_edvin_9f364d
ea_2077_64210_1_1950,Sven Johan Vigelsbo,1898,,,,1950,vigelsbo_sven_johan_9a7b79
ea_2077_64210_1_1950,Elin Sofia Eriksson,1886,,,,1950,eriksson_elin_sofia_6c7682
ea_2077_64210_1_1950,Otto Hernfrid Bark,1895,,,,1950,bark_otto_hernfrid_5178c2
ea_2077_64210_1_1950,Ernst Axel Emanuel Jacobsson,1897,,Västmanlands län,,1950,jacobsson_ernst_axel_emanuel_672667
ea_2077_64210_1_1950,Gustaf Arvid Hallberg,1884,,,,1950,hallberg_gustaf_arvid_3280d0
ea_2077_64210_1_1950,Anders Olof Hammar,1895,,,,1950,hammar_anders_olof_eb2fd8
ea_2077_64210_1_1950,Gustaf Kristoffer Hellbacken,1885,,,,1950,hellbacken_gustaf_kristoffer_bc562b
ea_2077_64210_1_1950,Robert Leander Jansson,1889,,,,1950,jansson_robert_leander_8ad91f
ea_2077_64210_1_1950,Evald Ericsson,1883,,Kopparbergs län,,1950,ericsson_evald_cb7d4c
ea_2077_64210_1_1950,Anders Olsson,1885,,,,1950,olsson_anders_04e9e0
ea_2077_64210_1_1950,Erik Albert Pettersson,1889,,,,1950,pettersson_erik_albert_b45da8
ea_2077_64210_1_1950,Erik Leonard Östrand,1907,,Gävleborgs län,,1950,ostrand_erik_leonard_46a9c4
ea_2077_64210_1_1950,Tallman Jmtii,1879,,,,1950,jmtii_tallman_7cec8b
ea_2077_64210_1_1950,Gottfrid Fröderberg,1887,,,,1950,froderberg_gottfrid_3256ef
ea_2077_64210_1_1950,Gustav Adolv Olsson,1886,,,,1950,olsson_gustav_adolv_013291
ea_2077_64210_1_1950,Per Persson,1884,,,,1950,persson_per_5b3ecf
ea_2077_64210_1_1950,Per Leander Orgård,1889,,,,1950,orgard_per_leander_2fe221
ea_2077_64210_1_1950,Per Sigurd Lindholm,1904,,,,1950,lindholm_per_sigurd_1d850c
ea_2077_64210_1_1950,Edith Virginia Liljedahl,1901,,,,1950,liljedahl_edith_virginia_5f1a85
ea_2077_64210_1_1950,Hildur Kristina Nygren,1896,,,,1950,nygren_hildur_kristina_3712e1
ea_2077_64210_1_1950,Ola Ferdinand Persson,1891,,Västernorrlands län,,1950,persson_ola_ferdinand_da7a14
ea_2077_64210_1_1950,Johan Edvin Bäckström,1900,,,,1950,backstrom_johan_edvin_249aa1
ea_2077_64210_1_1950,Lars Johan Jonsson,1892,,,,1950,jonsson_lars_johan_4f94b9
ea_2077_64210_1_1950,Gunnar Hedlund,1900,,,,1950,hedlund_gunnar_133874
ea_2077_64210_1_1950,Karl Johan Bertil Andersson,1894,,,,1950,andersson_karl_johan_bertil_253ea5
ea_2077_64210_1_1950,Alt Emanuel Andersson,1899,,,,1950,andersson_alt_emanuel_ca73a9
ea_2077_64210_1_1950,Erik Oscar Andersson,1903,,,,1950,andersson_erik_oscar_118fe8
ea_2077_64210_1_1950,Harald Kärrlander,1903,,,,1950,karrlander_harald_9705f8
ea_2077_64210_1_1950,Brynolf Teodor Stattin,1889,,,,1950,stattin_brynolf_teodor_32ed5f
ea_2077_64210_1_1950,Verner Vilhelm Hedlund,1883,,,,1950,hedlund_verner_vilhelm_e75c5f
ea_2077_64210_1_1950,Olof Algot Gunnarsson,1888,,,,1950,gunnarsson_olof_algot_ef8381
ea_2077_64210_1_1950,Jonas Sigfrid Jonsson,1910,,,,1950,jonsson_jonas_sigfrid_fe16be
ea_2077_64210_1_1950,Nils Otto Jönsson,1893,,,,1950,jonsson_nils_otto_095c55
ea_2077_64210_1_1950,Helge Börge Lindström,1901,,,,1950,lindstrom_helge_borge_9646b5
ea_2077_64210_1_1950,Olov Evert Sandberg,1886,,,,1950,sandberg_olov_evert_0d6964
ea_2077_64210_1_1950,Gösta Teodor Skoglund,1903,,,,1950,skoglund_gosta_teodor_90b902
ea_2077_64210_1_1950,Ragnhild Maria Andrea Sandström,1901,,,,1950,sandstrom_ragnhild_maria_andrea_5dcae6
ea_2077_64210_1_1950,Ernst Oskar Åkerström,1896,,,,1950,akerstrom_ernst_oskar_d9c084
ea_2077_64210_1_1950,Johan Helmer Johansson,1895,,,,1950,johansson_johan_helmer_46bf13
ea_2077_64210_1_1950,Uddo Rudolv Jacobson,1886,,,,1950,jacobson_uddo_rudolv_236774
ea_2077_64210_1_1950,Carl Östlund,1894,,,,1950,ostlund_carl_69dde6
ea_2077_64210_1_1950,Johan Magnus Nilsson,1891,,Norrbottens län,,1950,nilsson_johan_magnus_a4f598
ea_2077_64210_1_1950,Bror Ivar Jansson,1894,,,,1950,jansson_bror_ivar_2cda01
ea_2077_64210_1_1950,John Gotthard Löfroth,1896,,,,1950,lofroth_john_gotthard_5cd93c
ea_2077_64210_1_1950,Hildur Kristina Ericsson,1892,,,,1950,ericsson_hildur_kristina_1b090b
ea_2077_64210_1_1950,Karl Hilding Hagberg,1899,,,,1950,hagberg_karl_hilding_d0a866
ea_2077_64210_1_1950,Johan Olof Gavelin,1888,,,,1950,gavelin_johan_olof_2c93ff
ea_2077_64210_1_1950,Märta Kristina Boman,1902,,,,1950,boman_marta_kristina_572074
ea_2077_64210_1_1950,Olov Walfrid Wiklund,1902,,,,1950,wiklund_olov_walfrid_724623
ea_2077_64210_1_1950,Jonas Helmer Holmberg,1949,,,,1950,holmberg_jonas_helmer_e1167e
ea_2077_64211_1_1955,Knut Oskar Larsson,1894,,,,1955,larsson_knut_oskar_68cc30
ea_2077_64211_1_1955,Hugo Karl Paul Edstam,1900,,,,1955,edstam_hugo_karl_paul_82b843
ea_2077_64211_1_1955,Karl Hjalmar Åselius,1893,,,,1955,aselius_karl_hjalmar_988998
ea_2077_64211_1_1955,Rvo Rno,1888,,,,1955,rno_rvo_3fa61a
ea_2077_64211_1_1955,Rno Jmtii,1904,,,,1955,jmtii_rno_df0d06
ea_2077_64211_1_1955,Rno Bergsingenjör,1904,,,,1955,bergsingenjor_rno_a1ec02
ea_2077_64211_1_1955,Carl Lambert Lamberth,1893,,,,1955,lamberth_carl_lambert_404743
ea_2077_64211_1_1955,Curt Ragnar Gustaf Högberg,1910,,,,1955,hogberg_curt_ragnar_gustaf_866571
ea_2077_64211_1_1955,Nils Witt,1914,,,,1955,witt_nils_47cd8a
ea_2077_64211_1_1955,Bertel Ragnar Eug Strömberg,1921,,,,1955,stromberg_bertel_ragnar_eug_0ddbcf
ea_2077_64211_1_1955,Rvo Rso,1897,,,,1955,rso_rvo_92dafe
ea_2077_64211_1_1955,Karl Gustaf Åke Englund,1918,,,,1955,englund_karl_gustaf_ake_6b7ccb
ea_2077_64211_1_1955,Arne Erland Kristenson,1916,,,,1955,kristenson_arne_erland_4d7e62
ea_2077_64211_1_1955,Per Gösta Wennersten,1915,,,,1955,wennersten_per_gosta_0ab7be
ea_2077_64211_1_1955,Nils Gustaf Fredrik Danielson,1913,,,,1955,danielson_nils_gustaf_fredrik_e36079
ea_2077_64211_1_1955,Johan Erik Malte Branting,1915,,,,1955,branting_johan_erik_malte_659a83
ea_2077_64211_1_1955,Hans Erik Håkanson,1916,,,,1955,hakanson_hans_erik_afdc8a
ea_2077_64211_1_1955,Kjell Hugo Olwig,1907,,,,1955,olwig_kjell_hugo_ca8103
ea_2077_64211_1_1955,Carl Henrik Galfve,1917,,,,1955,galfve_carl_henrik_8108fc
ea_2077_64211_1_1955,Ulf-Erik Samuel Ulfsson,1918,,,,1955,ulfsson_ulf-erik_samuel_3218d5
ea_2077_64211_1_1955,Ernst Herbert Leopold Packendorff,1901,,,,1955,packendorff_ernst_herbert_leopold_2eb016
ea_2077_64211_1_1955,Per Alexander Lilliecreutz,1919,,,,1955,lilliecreutz_per_alexander_e040b7
ea_2077_64211_1_1955,Rno Civilingenjör,1895,,,,1955,civilingenjor_rno_47082b
ea_2077_64211_1_1955,Jan Siggardt Henning Söderbaum,1908,,,,1955,soderbaum_jan_siggardt_henning_ff41d4
ea_2077_64211_1_1955,Karl Gösta Emanuel Bartoll,1916,,,,1955,bartoll_karl_gosta_emanuel_f268e1
ea_2077_64211_1_1955,Knut Bertil Berndt,1903,,,,1955,berndt_knut_bertil_f8792c
ea_2077_64211_1_1955,Charles Oskar Eriksson,1895,,,,1955,eriksson_charles_oskar_96a960
ea_2077_64211_1_1955,Nils Erik Harald Folke,1915,,,,1955,folke_nils_erik_harald_2414c6
ea_2077_64211_1_1955,Kapten Agronom,1906,,,,1955,agronom_kapten_2eb935
ea_2077_64211_1_1955,Nils Anton Eugen Malmfors,1899,,,,1955,malmfors_nils_anton_eugen_8dd91b
ea_2077_64211_1_1955,Carl Hjalmar Degerstedt,1885,,,,1955,degerstedt_carl_hjalmar_5dc4b4
ea_2077_64211_1_1955,Karl-Erik Gabriel Eriksson,1886,,,,1955,eriksson_karl-erik_gabriel_64421d
ea_2077_64211_1_1955,Karl Arne Geijer,1910,,,,1955,geijer_karl_arne_96f4fe
ea_2077_64211_1_1955,Gustaf Napoleon Kollberg,1891,,,,1955,kollberg_gustaf_napoleon_6d755f
ea_2077_64211_1_1955,Rvo Direktör,1898,,,,1955,direktor_rvo_f77c71
ea_2077_64211_1_1955,Rfinlvro Rddo,1903,,,,1955,rddo_rfinlvro_0a53f3
ea_2077_64211_1_1955,Gustaf Carl Axel Settergren,1890,,,,1955,settergren_gustaf_carl_axel_223674
ea_2077_64211_1_1955,Carl Einar Sjögren,1887,,,,1955,sjogren_carl_einar_e029f3
ea_2077_64211_1_1955,Klas Torsten Vinell,1898,,,,1955,vinell_klas_torsten_ad6a75
ea_2077_64211_1_1955,Off Nedono Rno,1914,,,,1955,rno_off_nedono_87021d
ea_2077_64211_1_1955,Yngve Alfred Robert Ericsson,1903,,,,1955,ericsson_yngve_alfred_robert_606e43
ea_2077_64211_1_1955,Rvo Byråchef,1905,,,,1955,byrachef_rvo_c4c193
ea_2077_64211_1_1955,Nils Adolf Julius Lundmark,1911,,,,1955,lundmark_nils_adolf_julius_565e95
ea_2077_64211_1_1955,Lennart Louis Fredrik Masreliez,1918,,,,1955,masreliez_lennart_louis_fredrik_930fe7
ea_2077_64211_1_1955,Carl-Erik Hjalmar Oelreich,1919,,,,1955,oelreich_carl-erik_hjalmar_619fd1
ea_2077_64211_1_1955,Sven Erik Orrö,1918,,,,1955,orro_sven_erik_7a7f73
ea_2077_64211_1_1955,Stefan Wilhelm Otto Stiernstedt,1909,,,,1955,stiernstedt_stefan_wilhelm_otto_1c8774
ea_2077_64211_1_1955,Birger Sundfeldt,1891,,,,1955,sundfeldt_birger_e58286
ea_2077_64211_1_1955,Erik Johan Severin,1909,,,,1955,severin_erik_johan_955820
ea_2077_64211_1_1955,Elis Herman Dahlin,1907,,,,1955,dahlin_elis_herman_06d752
ea_2077_64211_1_1955,Albin Lind,1902,,,,1955,lind_albin_629a5c
ea_2077_64211_1_1955,Rno Disponent,1893,,,,1955,disponent_rno_060192
ea_2077_64211_1_1955,Gustav Yngve Severinson,1907,,,,1955,severinson_gustav_yngve_740738
ea_2077_64211_1_1955,Holger Emil Svärd,1905,,,,1955,svard_holger_emil_cf35ca
ea_2077_64211_1_1955,Överingenjör Civilingenjör,1906,,,,1955,civilingenjor_overingenjor_aa8455
ea_2077_64211_1_1955,Inga Margareta Thorsson,1915,,,,1955,thorsson_inga_margareta_e4df3e
ea_2077_64211_1_1955,Gustav Fredrik Ernst Cederwall,1913,,,,1955,cederwall_gustav_fredrik_ernst_b12f68
ea_2077_64211_1_1955,Åke Nilsson,1909,,,,1955,nilsson_ake_8b0a0a
ea_2077_64211_1_1955,Bror Albin Johansson,1910,,,,1955,johansson_bror_albin_4b6989
ea_2077_64211_1_1955,Arne Vigelius Gorpe,1911,,,,1955,gorpe_arne_vigelius_ee57bc
ea_2077_64211_1_1955,Björn Rune Brynolf Nordqvist,1910,,,,1955,nordqvist_bjorn_rune_brynolf_d8d417
ea_2077_64211_1_1955,Hans Fredrik Napoleon Lundberg,1910,,,,1955,lundberg_hans_fredrik_napoleon_c9acef
ea_2077_64211_1_1955,Gustav Einar Alhvin,1896,,,,1955,alhvin_gustav_einar_2f198f
