name,party,district,chamber,start,end,occupation,gender,id,party_abbrev,twittername
Christian von Sydow,Högerpartiet,Östergötlands län,Andra kammaren,1965,1968,,man,christian_von_sydow_76fe22,M,
Claes Elmstedt,Högerpartiet,Blekinge län,Andra kammaren,1965,1968,,man,claes_elmstedt_ca9254,M,
Dag Edlund,Högerpartiet,Västmanlands län,Andra kammaren,1965,1968,,man,dag_edlund_f899db,M,
Dagmar Heurlin,Högerpartiet,Stockholms stad,Andra kammaren,1965,1968,,woman,dagmar_heurlin_92bab9,M,
Daniel Wiklund,Folkpartiet Liberalerna,Stockholms stad,Andra kammaren,1965,1968,,man,daniel_wiklund_e5d099,L,
David Gomér,Centerpartiet,Östergötlands län,Andra kammaren,1965,1968,,man,david_gomer_911c50,C,
Einar Asp,Socialdemokraterna,Gävleborgs län,Andra kammaren,1965,1968,,man,einar_asp_b9cc4d,S,
Einar Gustafsson,Centerpartiet,Östergötlands län,Andra kammaren,1965,1968,,man,einar_gustafsson_baa7c0,C,
Einar Henningsson,Socialdemokraterna,Fyrstadskretsen,Andra kammaren,1965,1968,,man,einar_henningsson_3e8f7e,S,
Einar Larsson,Centerpartiet,Kristianstads län,Andra kammaren,1965,1968,,man,einar_larsson_9a2c66,C,
Einar Rimmerfors,Folkpartiet Liberalerna,Stockholms stad,Andra kammaren,1965,1968,,man,einar_rimmerfors_39cf15,L,
Elias Jönsson,Folkpartiet Liberalerna,Jämtlands län,Andra kammaren,1965,1968,,man,elias_jonsson_b2fdaa,L,
Elisabet Johansson,Socialdemokraterna,Skaraborgs län,Andra kammaren,1965,1968,,woman,elisabet_johansson_8e0a37,S,
Elisabeth Sjövall,Socialdemokraterna,Göteborg,Andra kammaren,1965,1968,,woman,elisabeth_sjovall_e295ea,S,
Elsa Lindskog,Socialdemokraterna,Kopparbergs län,Andra kammaren,1965,1968,,woman,elsa_lindskog_5d4a2e,S,
Elvira Holmberg,Socialdemokraterna,Västernorrlands län,Andra kammaren,1965,1968,,woman,elvira_holmberg_df6a9a,S,
Emil Elmvall,Centerpartiet,Södermanlands län,Andra kammaren,1965,1968,,man,emil_elmvall_516e8a,C,
Eric Carlsson,Socialdemokraterna,Västmanlands län,Andra kammaren,1965,1968,,man,eric_carlsson_a6a10a,S,
Eric Johanson,Socialdemokraterna,Kalmar län,Andra kammaren,1965,1968,,man,eric_johanson_9dff86,S,
Eric Jönsson,Socialdemokraterna,Fyrstadskretsen,Andra kammaren,1965,1968,,man,eric_jonsson_b453c3,S,
Eric Karlsson,Socialdemokraterna,Blekinge län,Andra kammaren,1965,1968,,man,eric_karlsson_689103,S,
Eric Krönmark,Högerpartiet,Kalmar län,Andra kammaren,1965,1968,,man,eric_kronmark_f3e95b,M,
Eric Nelander,Folkpartiet Liberalerna,Malmöhus län,Andra kammaren,1965,1968,,man,eric_nelander_d76388,L,
Eric Nilsson,,Malmöhus län,Andra kammaren,1965,1968,,man,eric_nilsson_a54d24,,
Eric Svenning,Socialdemokraterna,Fyrstadskretsen,Andra kammaren,1965,1968,,man,eric_svenning_fa7c05,S,
Erik Adamsson,Socialdemokraterna,Fyrstadskretsen,Andra kammaren,1965,1968,,man,erik_adamsson_a6ad6d,S,
Erik Brandt,Socialdemokraterna,Örebro län,Andra kammaren,1965,1968,,man,erik_brandt_9665bf,S,
Erik Grebäck,Centerpartiet,Stockholms län,Andra kammaren,1965,1968,,man,erik_greback_cf2252,C,
Erik Hammarsten,Socialdemokraterna,Norrbottens län,Andra kammaren,1965,1968,,man,erik_hammarsten_b8fdae,S,
Erik Johansson,Socialdemokraterna,Kristianstads län,Andra kammaren,1965,1968,,man,erik_johansson_512f3c,S,
Erik Karlsson,Unknown k,Stockholms län,Andra kammaren,1965,1968,,man,erik_karlsson_82a283,,
Erik Larsson,Centerpartiet,Örebro län,Andra kammaren,1965,1968,,man,erik_larsson_0a8c65,C,
Erik Larsson,Centerpartiet,Jämtlands län,Andra kammaren,1965,1968,,man,erik_larsson_f37159,C,
Erik Magnusson,Högerpartiet,Kronobergs län,Andra kammaren,1965,1968,,man,erik_magnusson_f531f3,M,
Erik Tobé,Folkpartiet Liberalerna,Uppsala län,Andra kammaren,1965,1968,,man,erik_tobe_bc011a,L,
Erik Östrand,Socialdemokraterna,Kopparbergs län,Andra kammaren,1965,1968,,man,erik_ostrand_a3186d,S,
Erland Carbell,Socialdemokraterna,Stockholms stad,Andra kammaren,1965,1968,,man,erland_carbell_1d46b7,S,
Essen Lindahl,Socialdemokraterna,Stockholms län,Andra kammaren,1965,1968,,man,essen_lindahl_7dc304,S,
Evert Svensson,Socialdemokraterna,Göteborgs och Bohus län,Andra kammaren,1965,1968,,man,evert_svensson_6f02b1,S,
Folke Björkman,Högerpartiet,Stockholms stad,Andra kammaren,1965,1968,,man,folke_bjorkman_460771,M,
Folke Nihlfors,Folkpartiet Liberalerna,Stockholms stad,Andra kammaren,1965,1968,,man,folke_nihlfors_e3e563,L,
Folke Trana,Socialdemokraterna,Stockholms län,Andra kammaren,1965,1968,,man,folke_trana_5df9a6,S,
Fridolf Thapper,Socialdemokraterna,Östergötlands län,Andra kammaren,1965,1968,,man,fridolf_thapper_a2831f,S,
Fritz Börjesson,Centerpartiet,Kalmar län,Andra kammaren,1965,1968,,man,fritz_borjesson_b9b212,C,
Gideon From,Centerpartiet,Skaraborgs län,Andra kammaren,1965,1968,,man,gideon_from_dbf20a,C,
Gunbjörg Thunvall,Socialdemokraterna,Gävleborgs län,Andra kammaren,1965,1968,,woman,gunbjorg_thunvall_a9a982,S,
Gunnar Carlsson,Socialdemokraterna,Göteborg,Andra kammaren,1965,1968,,man,gunnar_carlsson_5e1ea1,S,
Gunnar Engkvist,Socialdemokraterna,Kristianstads län,Andra kammaren,1965,1968,,man,gunnar_engkvist_1e671f,S,
Gunnar Eskilsson,Socialdemokraterna,Värmlands län,Andra kammaren,1965,1968,,man,gunnar_eskilsson_1e9588,S,
Gunnar Gustafsson,Socialdemokraterna,Göteborgs och Bohus län,Andra kammaren,1965,1968,,man,gunnar_gustafsson_abe64f,S,
Gunnar Heckscher,Högerpartiet,Stockholms stad,Andra kammaren,1965,1968,,man,gunnar_heckscher_aa6cad,M,
Gunnar Hedlund,Centerpartiet,Västernorrlands län,Andra kammaren,1965,1968,,man,gunnar_hedlund_243afe,C,
Gunnar Helén,Folkpartiet Liberalerna,Stockholms län,Andra kammaren,1965,1968,,man,gunnar_helen_3371f5,L,
Gunnar Hyltander,Folkpartiet Liberalerna,Skaraborgs län,Andra kammaren,1965,1968,,man,gunnar_hyltander_752a2d,L,
Gunnar Larsson,Centerpartiet,Skaraborgs län,Andra kammaren,1965,1968,,man,gunnar_larsson_6041de,C,
Gunnar Lundmark,Socialdemokraterna,Västerbottens län,Andra kammaren,1965,1968,,man,gunnar_lundmark_1f61bc,S,
Gunnar Oscarsson,Högerpartiet,Hallands län,Andra kammaren,1965,1968,,man,gunnar_oscarsson_8f008a,M,
Gunnel Olsson,Socialdemokraterna,Stockholms län,Andra kammaren,1965,1968,,woman,gunnel_olsson_5ccfae,S,
Gunvor Ryding,Unknown k,Göteborg,Andra kammaren,1965,1968,,woman,gunvor_ryding_5b7e55,,
Gustaf Svensson,Centerpartiet,Jönköpings län,Andra kammaren,1965,1968,,man,gustaf_svensson_d393fa,C,
Gustav Lorentzon,Unknown k,Västernorrlands län,Andra kammaren,1965,1968,,man,gustav_lorentzon_81b32f,,
Gusti Gustavsson,Socialdemokraterna,Kristianstads län,Andra kammaren,1965,1968,,woman,gusti_gustavsson_95353b,S,
Gördis Hörnlund,Socialdemokraterna,Älvsborgs läns södra,Andra kammaren,1965,1968,,woman,gordis_hornlund_2d77bf,S,
Gösta Bohman,Högerpartiet,Stockholms stad,Andra kammaren,1965,1968,,man,gosta_bohman_fbcfad,M,
Gösta Josefsson,Socialdemokraterna,Hallands län,Andra kammaren,1965,1968,,man,gosta_josefsson_45e0b5,S,
Gösta Skoglund,Socialdemokraterna,Västerbottens län,Andra kammaren,1965,1968,,man,gosta_skoglund_398baf,S,
Gösta Sterne,Folkpartiet Liberalerna,Jönköpings län,Andra kammaren,1965,1968,,man,gosta_sterne_767d8a,L,
Hans Gustafsson,Socialdemokraterna,Stockholms stad,Andra kammaren,1965,1968,,man,hans_gustafsson_d01b9b,S,
Hans Hagnell,Socialdemokraterna,Stockholms stad,Andra kammaren,1965,1968,,man,hans_hagnell_2fbe99,S,
Hans Jönsson,Socialdemokraterna,Malmöhus län,Andra kammaren,1965,1968,,man,hans_jonsson_070e10,S,
Hans Levin,Socialdemokraterna,Malmöhus län,Andra kammaren,1965,1968,,man,hans_levin_97dc18,S,
Hans Nordgren,Högerpartiet,Gävleborgs län,Andra kammaren,1965,1968,,man,hans_nordgren_29a8a4,M,
Harald Almgren,Socialdemokraterna,Jönköpings län,Andra kammaren,1965,1968,,man,harald_almgren_c6c28f,S,
Harald Kärrlander,Socialdemokraterna,Västernorrlands län,Andra kammaren,1965,1968,,man,harald_karrlander_01cee4,S,
Harald Larsson,Centerpartiet,Norrbottens län,Andra kammaren,1965,1968,,man,harald_larsson_9956cb,C,
Harald Skoglösa (tidigare Johnsson),Centerpartiet,Kristianstads län,Andra kammaren,1965,1968,,man,harald_skoglosa_tidigare_johnsson_042aa0,C,
Harry Berg,Socialdemokraterna,Södermanlands län,Andra kammaren,1965,1968,,man,harry_berg_23083b,S,
Helge Lindström,Socialdemokraterna,Jämtlands län,Andra kammaren,1965,1968,,man,helge_lindstrom_653891,S,
Helmer Holmberg,Unknown k,Norrbottens län,Andra kammaren,1965,1968,,man,helmer_holmberg_b049af,,
Henning Gustafsson,Folkpartiet Liberalerna,Västerbottens län,Andra kammaren,1965,1968,,man,henning_gustafsson_ba4d42,L,
Henning Nilsson,Unknown k,Gävleborgs län,Andra kammaren,1965,1968,,man,henning_nilsson_61e8e0,,
Henry Allard,Socialdemokraterna,Örebro län,Andra kammaren,1965,1968,,man,henry_allard_5dd883,S,
Henry Berndtsson,Folkpartiet Liberalerna,Göteborgs och Bohus län,Andra kammaren,1965,1968,,man,henry_berndtsson_7ee2bb,L,
Hilding Johansson,Socialdemokraterna,Älvsborgs läns norra,Andra kammaren,1965,1968,,man,hilding_johansson_c0d2e1,S,
Holger Mossberg,Socialdemokraterna,Värmlands län,Andra kammaren,1965,1968,,man,holger_mossberg_8bc8ca,S,
Hugo Bengtsson,Socialdemokraterna,Fyrstadskretsen,Andra kammaren,1965,1968,,man,hugo_bengtsson_6598fc,S,
Ingemar Mundebo,Folkpartiet Liberalerna,Stockholms län,Andra kammaren,1965,1968,,man,ingemar_mundebo_e690ef,L,
Ingemund Bengtsson,Socialdemokraterna,Hallands län,Andra kammaren,1965,1968,,man,ingemund_bengtsson_e8d4b5,S,
Ingrid Gärde Widemar,Folkpartiet Liberalerna,Stockholms stad,Andra kammaren,1965,1968,,woman,ingrid_garde_widemar_bd7e2a,L,
Ingrid Sundberg,Högerpartiet,Malmöhus län,Andra kammaren,1965,1968,,woman,ingrid_sundberg_db70e2,M,
Ingvar Carlsson,Socialdemokraterna,Stockholms län,Andra kammaren,1965,1968,,man,ingvar_carlsson_d2c19a,S,
Ingvar Svanberg,Socialdemokraterna,Norrbottens län,Andra kammaren,1965,1968,,man,ingvar_svanberg_7ff3ae,S,
Iris Ekroth,Socialdemokraterna,Jönköpings län,Andra kammaren,1965,1968,,woman,iris_ekroth_23ebe0,S,
James Dickson,Högerpartiet,Älvsborgs läns norra,Andra kammaren,1965,1968,,man,james_dickson_bdc06d,M,
Jan-Ivan Nilsson,Centerpartiet,Västerbottens län,Andra kammaren,1965,1968,,man,jan-ivan_nilsson_8345f6,C,
Johannes Antonsson,Centerpartiet,Hallands län,Andra kammaren,1965,1968,,man,johannes_antonsson_c23d9f,C,
Johannes Blidfors,Socialdemokraterna,Fyrstadskretsen,Andra kammaren,1965,1968,,man,johannes_blidfors_d3079d,S,
John Andersson,Folkpartiet Liberalerna,Västernorrlands län,Andra kammaren,1965,1968,,man,john_andersson_b358ba,L,
John Eriksson,Centerpartiet,Gävleborgs län,Andra kammaren,1965,1968,,man,john_eriksson_e340fb,C,
John Lundberg,Socialdemokraterna,Uppsala län,Andra kammaren,1965,1968,,man,john_lundberg_1667d9,S,
Jöns Nilsson,Högerpartiet,Kristianstads län,Andra kammaren,1965,1968,,man,jons_nilsson_5d5e90,M,
Kaj Björk,Socialdemokraterna,Göteborg,Andra kammaren,1965,1968,,man,kaj_bjork_7811d0,S,
Karin Wetterström,Högerpartiet,Östergötlands län,Andra kammaren,1965,1968,,woman,karin_wetterstrom_a4ade9,M,
Karl Boo,Centerpartiet,Kopparbergs län,Andra kammaren,1965,1968,,man,karl_boo_60dc6a,C,
Karl Rask,Socialdemokraterna,Jönköpings län,Andra kammaren,1965,1968,,man,karl_rask_3b4c9a,S,
Karl-Gustav Andersson,Socialdemokraterna,Värmlands län,Andra kammaren,1965,1968,,man,karl-gustav_andersson_ffe423,S,
Kurt Söderström,Högerpartiet,Östergötlands län,Andra kammaren,1965,1968,,man,kurt_soderstrom_0b8a34,M,
Lars Eliasson,Centerpartiet,Kopparbergs län,Andra kammaren,1965,1968,,man,lars_eliasson_c6bf7f,C,
Lars Henrikson,Socialdemokraterna,Östergötlands län,Andra kammaren,1965,1968,,man,lars_henrikson_d956cf,S,
Leif Cassel,Högerpartiet,Värmlands län,Andra kammaren,1965,1968,,man,leif_cassel_f40d61,M,
Lena Renström-Ingenäs,Socialdemokraterna,Örebro län,Andra kammaren,1965,1968,,woman,lena_renstrom-ingenas_25ebe5,S,
Lennart Mattsson,Centerpartiet,Göteborgs och Bohus län,Andra kammaren,1965,1968,,man,lennart_mattsson_c93f54,C,
Lennart Stiernstedt,Högerpartiet,Stockholms län,Andra kammaren,1965,1968,,man,lennart_stiernstedt_4b9fef,M,
Mac Hamrin,Folkpartiet Liberalerna,Kalmar län,Andra kammaren,1965,1968,,man,mac_hamrin_7fea50,L,
Manne Ståhl,Folkpartiet Liberalerna,Värmlands län,Andra kammaren,1965,1968,,man,manne_stahl_edd333,L,
Marta Lindberg,Socialdemokraterna,Örebro län,Andra kammaren,1965,1968,,woman,marta_lindberg_578370,S,
Mary Holmqvist,Socialdemokraterna,Malmöhus län,Andra kammaren,1965,1968,,woman,mary_holmqvist_801ec3,S,
Matteus Berglund,Folkpartiet Liberalerna,Örebro län,Andra kammaren,1965,1968,,man,matteus_berglund_da21ac,L,
Mårten Werner,Högerpartiet,Fyrstadskretsen,Andra kammaren,1965,1968,,man,marten_werner_12d77d,M,
Nancy Eriksson,Socialdemokraterna,Stockholms stad,Andra kammaren,1965,1968,,woman,nancy_eriksson_904c6b,S,
Nils Carlshamre,Högerpartiet,Göteborgs och Bohus län,Andra kammaren,1965,1968,,man,nils_carlshamre_270f56,M,
Nils Franzén,Centerpartiet,Gotlands län,Andra kammaren,1965,1968,,man,nils_franzen_ffdddb,C,
Nils Fridolfsson,Socialdemokraterna,Blekinge län,Andra kammaren,1965,1968,,man,nils_fridolfsson_36d618,S,
Nils G. Hansson,Centerpartiet,Malmöhus län,Andra kammaren,1965,1968,,man,nils_g_hansson_3ebcaa,C,
Nils Kellgren,Socialdemokraterna,Stockholms stad,Andra kammaren,1965,1968,,man,nils_kellgren_2b75e7,S,
Nils Odhe,Socialdemokraterna,Skaraborgs län,Andra kammaren,1965,1968,,man,nils_odhe_aa91fb,S,
Ola Ullsten,Folkpartiet Liberalerna,Stockholms stad,Andra kammaren,1965,1968,,man,ola_ullsten_3fd044,L,
Olaus Nyberg,Folkpartiet Liberalerna,Blekinge län,Andra kammaren,1965,1968,,man,olaus_nyberg_38b731,L,
Olle Göransson,Socialdemokraterna,Västmanlands län,Andra kammaren,1965,1968,,man,olle_goransson_9f1dfd,S,
Olle Westberg,Folkpartiet Liberalerna,Gävleborgs län,Andra kammaren,1965,1968,,man,olle_westberg_26da9d,L,
Olof Johansson,Folkpartiet Liberalerna,Göteborgs och Bohus län,Andra kammaren,1965,1968,,man,olof_johansson_2c9cb1,L,
Olof Persson,Socialdemokraterna,Kopparbergs län,Andra kammaren,1965,1968,,man,olof_persson_f0530d,S,
Oscar Franzén,Socialdemokraterna,Östergötlands län,Andra kammaren,1965,1968,,man,oscar_franzen_0fc5f6,S,
Oskar Lindkvist,Socialdemokraterna,Stockholms stad,Andra kammaren,1965,1968,,man,oskar_lindkvist_3fa805,S,
Ove Nordstrandh,Högerpartiet,Göteborg,Andra kammaren,1965,1968,,man,ove_nordstrandh_765e03,M,
Per Bergman,Socialdemokraterna,Göteborg,Andra kammaren,1965,1968,,man,per_bergman_d479da,S,
Per Petersson,Högerpartiet,Norrbottens län,Andra kammaren,1965,1968,,man,per_petersson_483a12,M,
Per-Eric Ringaby,Högerpartiet,Örebro län,Andra kammaren,1965,1968,,man,per-eric_ringaby_d3eb3c,M,
Ragnar Edenman,Socialdemokraterna,Uppsala län,Andra kammaren,1965,1968,,man,ragnar_edenman_46a276,S,
Ragnar Ekström,Socialdemokraterna,Södermanlands län,Andra kammaren,1965,1968,,man,ragnar_ekstrom_62f482,S,
Ragnar Lassinantti,Socialdemokraterna,Norrbottens län,Andra kammaren,1965,1968,,man,ragnar_lassinantti_60e9f9,S,
Robert Johansson,Centerpartiet,Älvsborgs läns norra,Andra kammaren,1965,1968,,man,robert_johansson_3ddf8c,C,
Roland Lundberg,Högerpartiet,Fyrstadskretsen,Andra kammaren,1965,1968,,man,roland_lundberg_ec2be6,M,
Rolf Eliasson,Högerpartiet,Skaraborgs län,Andra kammaren,1965,1968,,man,rolf_eliasson_da869b,M,
Rosa Andersson,Socialdemokraterna,Södermanlands län,Andra kammaren,1965,1968,,woman,rosa_andersson_22f6cc,S,
Rosa Svensson,Socialdemokraterna,Västmanlands län,Andra kammaren,1965,1968,,woman,rosa_svensson_10b05e,S,
Rune Carlstein,Socialdemokraterna,Älvsborgs läns södra,Andra kammaren,1965,1968,,man,rune_carlstein_b36866,S,
Rune Gustavsson,Centerpartiet,Kronobergs län,Andra kammaren,1965,1968,,man,rune_gustavsson_4c2794,C,
Rune Johansson,Socialdemokraterna,Kronobergs län,Andra kammaren,1965,1968,,man,rune_johansson_bcbbb5,S,
Rune Johansson,Socialdemokraterna,Östergötlands län,Andra kammaren,1965,1968,,man,rune_johansson_d49a80,S,
Ruth Andersson,Socialdemokraterna,Älvsborgs läns norra,Andra kammaren,1965,1968,,woman,ruth_andersson_1c37b8,S,
Sigfrid Löfgren,Folkpartiet Liberalerna,Fyrstadskretsen,Andra kammaren,1965,1968,,man,sigfrid_lofgren_241f5b,L,
Sigrid Ekendahl,Socialdemokraterna,Stockholms stad,Andra kammaren,1965,1968,,woman,sigrid_ekendahl_fc4c9a,S,
Sigurd Lindholm,Socialdemokraterna,Gävleborgs län,Andra kammaren,1965,1968,,man,sigurd_lindholm_704038,S,
Sigvard Larsson,Folkpartiet Liberalerna,Västerbottens län,Andra kammaren,1965,1968,,man,sigvard_larsson_b350a8,L,
Sigvard Rimås,Folkpartiet Liberalerna,Östergötlands län,Andra kammaren,1965,1968,,man,sigvard_rimas_c7f5be,L,
Stellan Arvidsson,Socialdemokraterna,Stockholms stad,Andra kammaren,1965,1968,,man,stellan_arvidsson_d073dd,S,
Sten Sjöholm,Unknown mbs,Fyrstadskretsen,Andra kammaren,1965,1968,,man,sten_sjoholm_e8cb8a,,
Sten Wahlund,Centerpartiet,Uppsala län,Andra kammaren,1965,1968,,man,sten_wahlund_c51f42,C,
Stig Alemyr,Socialdemokraterna,Kalmar län,Andra kammaren,1965,1968,,man,stig_alemyr_39d6ef,S,
Stig Hansson,Centerpartiet,Malmöhus län,Andra kammaren,1965,1968,,man,stig_hansson_83b999,C,
Stig Josefson,Centerpartiet,Malmöhus län,Andra kammaren,1965,1968,,man,stig_josefson_a3325d,C,
Svante Lundkvist,Socialdemokraterna,Södermanlands län,Andra kammaren,1965,1968,,man,svante_lundkvist_3b01ef,S,
Sven Andersson,Socialdemokraterna,Älvsborgs läns norra,Andra kammaren,1965,1968,,man,sven_andersson_aa0156,S,
Sven Andersson,Folkpartiet Liberalerna,Örebro län,Andra kammaren,1965,1968,,man,sven_andersson_240a39,L,
Sven Antby,Folkpartiet Liberalerna,Älvsborgs läns norra,Andra kammaren,1965,1968,,man,sven_antby_79cf2d,L,
Sven Ekström,Socialdemokraterna,Gävleborgs län,Andra kammaren,1965,1968,,man,sven_ekstrom_783bbc,S,
Sven Gustafson,Folkpartiet Liberalerna,Göteborg,Andra kammaren,1965,1968,,man,sven_gustafson_dea18d,L,
Sven Hammarberg,Socialdemokraterna,Västmanlands län,Andra kammaren,1965,1968,,man,sven_hammarberg_c45f1f,S,
Sven Hector,Unknown k,Värmlands län,Andra kammaren,1965,1968,,man,sven_hector_f81527,,
Sven Johansson,Centerpartiet,Jönköpings län,Andra kammaren,1965,1968,,man,sven_johansson_a9210f,C,
Sven Mellqvist,Socialdemokraterna,Kopparbergs län,Andra kammaren,1965,1968,,man,sven_mellqvist_5c3e81,S,
Sven Persson,Socialdemokraterna,Östergötlands län,Andra kammaren,1965,1968,,man,sven_persson_ab2ef4,S,
Sven Vigelsbo,Bondeförbundet,Västmanlands län,Andra kammaren,1965,1968,,man,sven_vigelsbo_e3f269,C,
Sven Wedén,Folkpartiet Liberalerna,Södermanlands län,Andra kammaren,1965,1968,,man,sven_weden_45f610,L,
Tage Erlander,Socialdemokraterna,Stockholms stad,Andra kammaren,1965,1968,,man,tage_erlander_65e439,S,
Tage Magnusson,Högerpartiet,Älvsborgs läns södra,Andra kammaren,1965,1968,,man,tage_magnusson_b57d17,M,
Tage Sundkvist,Centerpartiet,Södermanlands län,Andra kammaren,1965,1968,,man,tage_sundkvist_d4b877,C,
Tekla Torbrink,Socialdemokraterna,Kalmar län,Andra kammaren,1965,1968,,woman,tekla_torbrink_0c5cdc,S,
Thorvald Källstad,Folkpartiet Liberalerna,Göteborg,Andra kammaren,1965,1968,,man,thorvald_kallstad_3ea4d7,L,
Thyra Löfqvist,Socialdemokraterna,Blekinge län,Andra kammaren,1965,1968,,woman,thyra_lofqvist_4d16cb,S,
Tore Bengtsson,,Hallands län,Andra kammaren,1965,1968,,man,tore_bengtsson_badfc8,,
Tore Nilsson,Högerpartiet,Västerbottens län,Andra kammaren,1965,1968,,man,tore_nilsson_6496c2,M,
Torsten Fredriksson,Socialdemokraterna,Kopparbergs län,Andra kammaren,1965,1968,,man,torsten_fredriksson_ff427a,S,
Torsten Gustafsson,Centerpartiet,Gotlands län,Andra kammaren,1965,1968,,man,torsten_gustafsson_e9b38b,C,
Torsten Nilsson,Socialdemokraterna,Stockholms stad,Andra kammaren,1965,1968,,man,torsten_nilsson_39bb40,S,
Valfrid Wikner,Socialdemokraterna,Jämtlands län,Andra kammaren,1965,1968,,man,valfrid_wikner_e00bfc,S,
Valter Kristensson,Socialdemokraterna,Göteborg,Andra kammaren,1965,1968,,man,valter_kristensson_882d93,S,
Viola Sandell,Socialdemokraterna,Värmlands län,Andra kammaren,1965,1968,,woman,viola_sandell_881955,S,
Wiking Werbro,Folkpartiet Liberalerna,Hallands län,Andra kammaren,1965,1968,,man,wiking_werbro_b4a571,L,
William Björk,Socialdemokraterna,Malmöhus län,Andra kammaren,1965,1968,,man,william_bjork_dae1d0,S,
Yngve Hamrin,Folkpartiet Liberalerna,Jönköpings län,Andra kammaren,1965,1968,,man,yngve_hamrin_d3288e,L,
Filip Fridolfsson,Högerpartiet,Stockholms stad,Andra kammaren,1965,1968,,,_filip_fridolfsson_1886e7,M,
Åke Zetterberg,Socialdemokraterna,Stockholms stad,Andra kammaren,1965,1968,,man,ake_zetterberg_4b12a8,S,
Alice Lundbeck,Högerpartiet,Stockholms stad,Första kammaren,1966,1972,,woman,alice_lundbeck_0234ce,M,
Allan Hernelius,Högerpartiet,Stockholms stad,Första kammaren,1966,1972,,man,allan_hernelius_604369,M,
Alva Myrdal,Socialdemokraterna,Stockholms stad,Första kammaren,1966,1972,,woman,alva_myrdal_243fab,S,
Alvar Mårtensson,Socialdemokraterna,Malmöhus län med Malmö stad,Första kammaren,1966,1972,,man,alvar_martensson_a3417a,S,
Anders Axelson,Folkpartiet Liberalerna,Värmlands län,Första kammaren,1966,1972,,man,anders_axelson_b174ab,L,
Annie Wallentheim,Socialdemokraterna,Stockholms och Uppsala län,Första kammaren,1966,1972,,woman,annie_wallentheim_0ef359,S,
Arne Geijer,Socialdemokraterna,Stockholms och Uppsala län,Första kammaren,1966,1972,,man,arne_geijer_9c81f4,S,
Arne Pettersson,Socialdemokraterna,Malmöhus län med Malmö stad,Första kammaren,1966,1972,,man,arne_pettersson_f32974,S,
Arne Svenungsson,Högerpartiet,Göteborgs och Bohus län,Första kammaren,1966,1972,,man,arne_svenungsson_065ac4,M,
Arvid Annerås,Folkpartiet Liberalerna,Kronobergs och Hallands län,Första kammaren,1966,1972,,man,arvid_anneras_cafa37,L,
Axel Andersson,Folkpartiet Liberalerna,Västernorrlands och Jämtlands län,Första kammaren,1966,1972,,man,axel_andersson_eaf37b,L,
Axel Kristiansson,Centerpartiet,Kronobergs och Hallands län,Första kammaren,1966,1972,,man,axel_kristiansson_8832e7,C,
Axel Strand,Socialdemokraterna,Stockholms stad,Första kammaren,1966,1972,,man,axel_strand_c16780,S,
Axel Wikberg,Centerpartiet,Västernorrlands och Jämtlands län,Första kammaren,1966,1972,,man,axel_wikberg_fb842b,C,
Bengt Gustavsson,Socialdemokraterna,Södermlands och Västmanlands län,Första kammaren,1966,1972,,man,bengt_gustavsson_9dd008,S,
Bertil Lidgard,Högerpartiet,Stockholms stad,Första kammaren,1966,1972,,man,bertil_lidgard_9cf6d7,M,
Bertil Petersson,Socialdemokraterna,Kalmar och Gotlands län,Första kammaren,1966,1972,,man,bertil_petersson_ba587b,S,
Bertil Strandberg,Högerpartiet,Västerbottens och Norrbottens län,Första kammaren,1966,1972,,man,bertil_strandberg_62a622,M,
Birger Andersson,Socialdemokraterna,Skaraborgs län,Första kammaren,1966,1972,,man,birger_andersson_01430e,S,
Birger Lundström,Folkpartiet Liberalerna,Stockholms stad,Första kammaren,1966,1972,,man,birger_lundstrom_7584f0,L,
Bo Skårman,Folkpartiet Liberalerna,Älvsborgs län,Första kammaren,1966,1972,,man,bo_skarman_a312f9,L,
Carl Eskilsson,Högerpartiet,Östergötlands län med Norrköpings stad,Första kammaren,1966,1972,,man,carl_eskilsson_39005e,M,
Dagmar Ranmark,Socialdemokraterna,Värmlands län,Första kammaren,1966,1972,,woman,dagmar_ranmark_6ae9ad,S,
Ebbe Ohlsson,Högerpartiet,Kronobergs och Hallands län,Första kammaren,1966,1972,,man,ebbe_ohlsson_e4e992,M,
Egon Andreasson,Centerpartiet,Blekinge och Kristianstads län,Första kammaren,1966,1972,,man,egon_andreasson_132a3f,C,
Einar Dahl,Socialdemokraterna,Göteborgs och Bohus län,Första kammaren,1966,1972,,man,einar_dahl_2e475a,S,
Einar Eriksson,Socialdemokraterna,Stockholms och Uppsala län,Första kammaren,1966,1972,,man,einar_eriksson_cd58fc,S,
Elvy Olsson,Centerpartiet,Södermlands och Västmanlands län,Första kammaren,1966,1972,,woman,elvy_olsson_9f52cb,C,
Eric Carlsson,Centerpartiet,Kopparbergs län,Första kammaren,1966,1972,,man,eric_carlsson_f63800,C,
Eric Holmqvist,Socialdemokraterna,Malmöhus län med Malmö stad,Första kammaren,1966,1972,,man,eric_holmqvist_1aa837,S,
Eric Mossberger,Socialdemokraterna,Kronobergs och Hallands län,Första kammaren,1966,1972,,man,eric_mossberger_974c4f,S,
Eric Peterson,Folkpartiet Liberalerna,Östergötlands län med Norrköpings stad,Första kammaren,1966,1972,,man,eric_peterson_1f360f,L,
