name,party,district,chamber,start,end,occupation,gender,id,party_abbrev,twittername
Jörgen Hellman,Socialdemokraterna,Västra Götalands läns norra,Enkammarriksdagen,2014,2018,,man,jorgen_hellman_ad0b98,S,
Jörgen Warborn,Moderaterna,Hallands län,Enkammarriksdagen,2014,2018,,man,jorgen_warborn_de0272,M,
Kalle Olsson,Socialdemokraterna,Jämtlands län,Enkammarriksdagen,2014,2018,,man,kalle_olsson_f0a3a1,S,
Karin Enström,Moderaterna,Stockholms län,Enkammarriksdagen,2014,2018,,woman,karin_enstrom_44c452,M,
Karin Rågsjö,Vänsterpartiet,Stockholms kommun,Enkammarriksdagen,2014,2018,,woman,karin_ragsjo_df9ef7,V,
Karin Svensson Smith,Miljöpartiet,Skåne läns södra,Enkammarriksdagen,2014,2018,,woman,karin_svensson_smith_547e8b,MP,
Katarina Brännström,Moderaterna,Kronobergs län,Enkammarriksdagen,2014,2018,,woman,katarina_brannstrom_c3987b,M,
Katarina Köhler,Socialdemokraterna,Västerbottens län,Enkammarriksdagen,2014,2018,,woman,katarina_kohler_2d6487,S,
Kenneth G. Forslund,Socialdemokraterna,Västra Götalands läns västra,Enkammarriksdagen,2014,2018,,man,kenneth_g_forslund_93af8e,S,
Kent Ekeroth,Sverigedemokraterna,Skåne läns norra och östra,Enkammarriksdagen,2014,2018,,man,kent_ekeroth_28cf0a,SD,
Kent Härstedt,Socialdemokraterna,Skåne läns västra,Enkammarriksdagen,2014,2018,,man,kent_harstedt_96fb33,S,
Kerstin Lundgren,Centerpartiet,Stockholms län,Enkammarriksdagen,2014,2018,,woman,kerstin_lundgren_091cc0,C,
Kerstin Nilsson,Socialdemokraterna,Skåne läns södra,Enkammarriksdagen,2014,2018,,woman,kerstin_nilsson_40052f,S,
Krister Hammarbergh,Moderaterna,Norrbottens län,Enkammarriksdagen,2014,2018,,man,krister_hammarbergh_4b79f0,M,
Krister Örnfjäder,Socialdemokraterna,Kalmar län,Enkammarriksdagen,2014,2018,,man,krister_ornfjader_c370c0,S,
Kristina Nilsson,Socialdemokraterna,Västernorrlands län,Enkammarriksdagen,2014,2018,,woman,kristina_nilsson_6d7199,S,
Kristina Winberg,Sverigedemokraterna,Västra Götalands läns södra,Enkammarriksdagen,2014,2018,,woman,kristina_winberg_b35d50,SD,
Kristina Yngwe,Centerpartiet,Skåne läns södra,Enkammarriksdagen,2014,2018,,woman,kristina_yngwe_ba8bcd,C,
Lars Eriksson,Socialdemokraterna,Västmanlands län,Enkammarriksdagen,2014,2018,,man,lars_eriksson_b12e5f,S,
Lars Hjälmered,Moderaterna,Göteborgs kommun,Enkammarriksdagen,2014,2018,,man,lars_hjalmered_2f4803,M,
Lars Mejern Larsson,Socialdemokraterna,Värmlands län,Enkammarriksdagen,2014,2018,,man,lars_mejern_larsson_0a1fe1,S,
Lars Tysklind,Liberalerna,Västra Götalands läns västra,Enkammarriksdagen,2014,2018,,man,lars_tysklind_462b65,L,
Lars-Arne Staxäng,Moderaterna,Västra Götalands läns västra,Enkammarriksdagen,2014,2018,,man,lars-arne_staxang_743bcc,M,
Lars-Axel Nordell,Kristdemokraterna,Örebro län,Enkammarriksdagen,2014,2018,,man,lars-axel_nordell_e68131,KD,
Leif Jakobsson,Socialdemokraterna,Malmö kommun,Enkammarriksdagen,2014,2018,,man,leif_jakobsson_357474,S,
Leif Nysmed,Socialdemokraterna,Stockholms län,Enkammarriksdagen,2014,2018,,man,leif_nysmed_aa68d3,S,
Leif Pettersson,Socialdemokraterna,Norrbottens län,Enkammarriksdagen,2014,2018,,man,leif_pettersson_cf8faa,S,
Lena Asplund,Moderaterna,Västernorrlands län,Enkammarriksdagen,2014,2018,,woman,lena_asplund_328f5b,M,
Lena Ek,Centerpartiet,Östergötlands län,Enkammarriksdagen,2014,2018,,woman,lena_ek_c322ec,C,
Lena Emilsson,Socialdemokraterna,Skåne läns västra,Enkammarriksdagen,2014,2018,,woman,lena_emilsson_9c6083,S,
Lena Hallengren,Socialdemokraterna,Kalmar län,Enkammarriksdagen,2014,2018,,woman,lena_hallengren_21b1de,S,
Lennart Axelsson,Socialdemokraterna,Örebro län,Enkammarriksdagen,2014,2018,,man,lennart_axelsson_37c559,S,
Linda Snecker,Vänsterpartiet,Östergötlands län,Enkammarriksdagen,2014,2018,,woman,linda_snecker_f038f1,V,
Linus Bylund,Sverigedemokraterna,Skåne läns norra och östra,Enkammarriksdagen,2014,2018,,man,linus_bylund_a81a5b,SD,
Lisbeth Sundén Andersson,Moderaterna,Göteborgs kommun,Enkammarriksdagen,2014,2018,,woman,lisbeth_sunden_andersson_a78350,M,
Lise Nordin,Miljöpartiet,Göteborgs kommun,Enkammarriksdagen,2014,2018,,woman,lise_nordin_2484fe,MP,
Lotta Finstorp,Moderaterna,Södermanlands län,Enkammarriksdagen,2014,2018,,woman,lotta_finstorp_b82a47,M,
Lotta Johnsson Fornarve,Vänsterpartiet,Södermanlands län,Enkammarriksdagen,2014,2018,,woman,lotta_johnsson_fornarve_be8e96,V,
Lotta Olsson,Moderaterna,Örebro län,Enkammarriksdagen,2014,2018,,woman,lotta_olsson_ae8101,M,
Magdalena Andersson,Socialdemokraterna,Stockholms län,Enkammarriksdagen,2014,2018,,woman,magdalena_andersson_22534c,S,
Magnus Manhammar,Socialdemokraterna,Blekinge län,Enkammarriksdagen,2014,2018,,man,magnus_manhammar_1a60b7,S,
Magnus Oscarsson,Kristdemokraterna,Östergötlands län,Enkammarriksdagen,2014,2018,,man,magnus_oscarsson_5584b4,KD,
Magnus Persson,Sverigedemokraterna,Dalarnas län,Enkammarriksdagen,2014,2018,,man,magnus_persson_2e9326,SD,
Maj Karlsson,Vänsterpartiet,Göteborgs kommun,Enkammarriksdagen,2014,2018,,woman,maj_karlsson_c637e1,V,
Marco Venegas,Miljöpartiet,Södermanlands län,Enkammarriksdagen,2014,2018,,man,marco_venegas_70c253,MP,
Margareta Berg Kjellin,Moderaterna,Gävleborgs län,Enkammarriksdagen,2014,2018,,woman,margareta_berg_kjellin_93c61f,M,
Margareta Cederfelt,Moderaterna,Stockholms kommun,Enkammarriksdagen,2014,2018,,woman,margareta_cederfelt_636ac4,M,
Margareta Larsson,Sverigedemokraterna,Västra Götalands läns östra,Enkammarriksdagen,2014,2018,,woman,margareta_larsson_c6a813,SD,
Maria Abrahamsson,Moderaterna,Stockholms kommun,Enkammarriksdagen,2014,2018,,woman,maria_abrahamsson_4864db,M,
Maria Andersson Willner,Socialdemokraterna,Västra Götalands läns norra,Enkammarriksdagen,2014,2018,,woman,maria_andersson_willner_e1212d,S,
Maria Arnholm,Liberalerna,Stockholms län,Enkammarriksdagen,2014,2018,,woman,maria_arnholm_95aad0,L,
Maria Ferm,Miljöpartiet,Stockholms kommun,Enkammarriksdagen,2014,2018,,woman,maria_ferm_a807c2,MP,
Maria Malmer Stenergard,Moderaterna,Skåne läns norra och östra,Enkammarriksdagen,2014,2018,,woman,maria_malmer_stenergard_7b4dd4,M,
Maria Plass,Moderaterna,Västra Götalands läns västra,Enkammarriksdagen,2014,2018,,woman,maria_plass_2bdabe,M,
Maria Stockhaus,Moderaterna,Stockholms län,Enkammarriksdagen,2014,2018,,woman,maria_stockhaus_54a182,M,
Maria Strömkvist,Socialdemokraterna,Dalarnas län,Enkammarriksdagen,2014,2018,,woman,maria_stromkvist_507886,S,
Maria Weimer,Liberalerna,Uppsala län,Enkammarriksdagen,2014,2018,,woman,maria_weimer_add31a,L,
Marie Granlund,Socialdemokraterna,Malmö kommun,Enkammarriksdagen,2014,2018,,woman,marie_granlund_84cc32,S,
Markus Wiechel,Sverigedemokraterna,Västra Götalands läns norra,Enkammarriksdagen,2014,2018,,man,markus_wiechel_294546,SD,
Martin Kinnunen,Sverigedemokraterna,Göteborgs kommun,Enkammarriksdagen,2014,2018,,man,martin_kinnunen_f908be,SD,
Mathias Sundin,Liberalerna,Östergötlands län,Enkammarriksdagen,2014,2018,,man,mathias_sundin_264b23,L,
Matilda Ernkrans,Socialdemokraterna,Örebro län,Enkammarriksdagen,2014,2018,,woman,matilda_ernkrans_6cf599,S,
Mats Green,Moderaterna,Jönköpings län,Enkammarriksdagen,2014,2018,,man,mats_green_39d80a,M,
Mats Persson,Liberalerna,Skåne läns södra,Enkammarriksdagen,2014,2018,,man,mats_persson_8a2a3a,L,
Mattias Bäckström Johansson,Sverigedemokraterna,Västernorrlands län,Enkammarriksdagen,2014,2018,,man,mattias_backstrom_johansson_089871,SD,
Mattias Jonsson,Socialdemokraterna,Göteborgs kommun,Enkammarriksdagen,2014,2018,,man,mattias_jonsson_b06eec,S,
Mattias Karlsson,Sverigedemokraterna,Värmlands län,Enkammarriksdagen,2014,2018,,man,mattias_karlsson_84aacd,SD,
Mattias Ottosson,Socialdemokraterna,Östergötlands län,Enkammarriksdagen,2014,2018,,man,mattias_ottosson_7cf373,S,
Mia Sydow Mölleby,Vänsterpartiet,Örebro län,Enkammarriksdagen,2014,2018,,woman,mia_sydow_molleby_7a8200,V,
Michael Svensson,Moderaterna,Hallands län,Enkammarriksdagen,2014,2018,,man,michael_svensson_7be865,M,
Mikael Cederbratt,Moderaterna,Västra Götalands läns norra,Enkammarriksdagen,2014,2018,,man,mikael_cederbratt_d5ab97,M,
Mikael Dahlqvist,Socialdemokraterna,Värmlands län,Enkammarriksdagen,2014,2018,,man,mikael_dahlqvist_7cea12,S,
Mikael Damberg,Socialdemokraterna,Stockholms län,Enkammarriksdagen,2014,2018,,man,mikael_damberg_59b765,S,
Mikael Eskilandersson,Sverigedemokraterna,Gävleborgs län,Enkammarriksdagen,2014,2018,,man,mikael_eskilandersson_4ead91,SD,
Mikael Jansson,Sverigedemokraterna,Gävleborgs län,Enkammarriksdagen,2014,2018,,man,mikael_jansson_2c8c45,SD,
Mikael Oscarsson,Kristdemokraterna,Uppsala län,Enkammarriksdagen,2014,2018,,man,mikael_oscarsson_e8d04f,KD,
Monica Green,Socialdemokraterna,Västra Götalands läns östra,Enkammarriksdagen,2014,2018,,woman,monica_green_97476d,S,
Monica Haider,Socialdemokraterna,Kronobergs län,Enkammarriksdagen,2014,2018,,woman,monica_haider_c1773e,S,
Morgan Johansson,Socialdemokraterna,Skåne läns södra,Enkammarriksdagen,2014,2018,,man,morgan_johansson_45a5a2,S,
Niclas Malmberg,Miljöpartiet,Uppsala län,Enkammarriksdagen,2014,2018,,man,niclas_malmberg_5e8bd0,MP,
Niklas Karlsson,Socialdemokraterna,Skåne läns västra,Enkammarriksdagen,2014,2018,,man,niklas_karlsson_9bbc36,S,
Niklas Wykman,Moderaterna,Stockholms län,Enkammarriksdagen,2014,2018,,man,niklas_wykman_dc98e3,M,
Nooshi Dadgostar,Vänsterpartiet,Stockholms län,Enkammarriksdagen,2014,2018,,woman,nooshi_dadgostar_f530a5,V,
Ola Johansson,Centerpartiet,Hallands län,Enkammarriksdagen,2014,2018,,man,ola_johansson_d42979,C,
Olle Felten,Sverigedemokraterna,Södermanlands län,Enkammarriksdagen,2014,2018,,man,olle_felten_0238c2,SD,
Olle Thorell,Socialdemokraterna,Västmanlands län,Enkammarriksdagen,2014,2018,,man,olle_thorell_baa70f,S,
Olof Lavesson,Moderaterna,Malmö kommun,Enkammarriksdagen,2014,2018,,man,olof_lavesson_1aa07a,M,
Oscar Sjöstedt,Sverigedemokraterna,Södermanlands län,Enkammarriksdagen,2014,2018,,man,oscar_sjostedt_bf2eae,SD,
Patrick Reslow,Moderaterna,Malmö kommun,Enkammarriksdagen,2014,2018,,man,patrick_reslow_ca1f15,M,
Patrik Björck,Socialdemokraterna,Västra Götalands läns östra,Enkammarriksdagen,2014,2018,,man,patrik_bjorck_a9bb8f,S,
Patrik Jönsson,Sverigedemokraterna,Skåne läns södra,Enkammarriksdagen,2014,2018,,man,patrik_jonsson_7fae7c,SD,
Patrik Lundqvist,Socialdemokraterna,Gävleborgs län,Enkammarriksdagen,2014,2018,,man,patrik_lundqvist_ec38f0,S,
Paula Bieler,Sverigedemokraterna,Kalmar län,Enkammarriksdagen,2014,2018,,woman,paula_bieler_647d15,SD,
Paula Holmqvist,Socialdemokraterna,Västra Götalands läns norra,Enkammarriksdagen,2014,2018,,woman,paula_holmqvist_b95c6a,S,
Pavel Gamov,Sverigedemokraterna,Skåne läns södra,Enkammarriksdagen,2014,2018,,man,pavel_gamov_33758c,SD,
Penilla Gunther,Kristdemokraterna,Västra Götalands läns norra,Enkammarriksdagen,2014,2018,,,penilla_gunther_e3b81d,KD,
Per Bill,Moderaterna,Uppsala län,Enkammarriksdagen,2014,2018,,man,per_bill_ab3f5c,M,
Per Bolund,Miljöpartiet,Stockholms kommun,Enkammarriksdagen,2014,2018,,man,per_bolund_27431d,MP,
Per Klarberg,Sverigedemokraterna,Västra Götalands läns västra,Enkammarriksdagen,2014,2018,,man,per_klarberg_fb0f2a,SD,
Per Lodenius,Centerpartiet,Stockholms län,Enkammarriksdagen,2014,2018,,man,per_lodenius_8e8ec1,C,
Per Olsson,Miljöpartiet,Stockholms kommun,Enkammarriksdagen,2014,2018,,man,per_olsson_6ddbf9,MP,
Per Ramhorn,Sverigedemokraterna,Kronobergs län,Enkammarriksdagen,2014,2018,,man,per_ramhorn_99dcfb,SD,
Per Westerberg,Moderaterna,Södermanlands län,Enkammarriksdagen,2014,2018,,man,per_westerberg_74dea6,M,
Per Åsling,Centerpartiet,Jämtlands län,Enkammarriksdagen,2014,2018,,man,per_asling_376c3a,C,
Per-Arne Håkansson,Socialdemokraterna,Skåne läns norra och östra,Enkammarriksdagen,2014,2018,,man,per-arne_hakansson_019ad3,S,
Per-Ingvar Johnsson,Centerpartiet,Skåne läns norra och östra,Enkammarriksdagen,2014,2018,,man,per-ingvar_johnsson_23b5da,C,
Peter Hultqvist,Socialdemokraterna,Dalarnas län,Enkammarriksdagen,2014,2018,,man,peter_hultqvist_89ec24,S,
Peter Jeppsson,Socialdemokraterna,Blekinge län,Enkammarriksdagen,2014,2018,,man,peter_jeppsson_616419,S,
Peter Johnsson,Socialdemokraterna,Västra Götalands läns norra,Enkammarriksdagen,2014,2018,,man,peter_johnsson_fabdca,S,
Peter Lundgren,Sverigedemokraterna,Östergötlands län,Enkammarriksdagen,2014,2018,,man,peter_lundgren_af64ce,SD,
Peter Persson,Socialdemokraterna,Jönköpings län,Enkammarriksdagen,2014,2018,,man,peter_persson_4e0317,S,
Petter Löberg,Socialdemokraterna,Västra Götalands läns södra,Enkammarriksdagen,2014,2018,,man,petter_loberg_662a95,S,
Phia Andersson,Socialdemokraterna,Västra Götalands läns södra,Enkammarriksdagen,2014,2018,,woman,phia_andersson_0620e2,S,
Pia Hallström,Moderaterna,Värmlands län,Enkammarriksdagen,2014,2018,,woman,pia_hallstrom_b4d541,M,
Pia Nilsson,Socialdemokraterna,Västmanlands län,Enkammarriksdagen,2014,2018,,woman,pia_nilsson_47015a,S,
Pyry Niemi,Socialdemokraterna,Uppsala län,Enkammarriksdagen,2014,2018,,man,pyry_niemi_99f4b2,S,
Raimo Pärssinen,Socialdemokraterna,Gävleborgs län,Enkammarriksdagen,2014,2018,,man,raimo_parssinen_0966a7,S,
Rasmus Ling,Miljöpartiet,Malmö kommun,Enkammarriksdagen,2014,2018,,man,rasmus_ling_8d3df6,MP,
Richard Jomshof,Sverigedemokraterna,Blekinge län,Enkammarriksdagen,2014,2018,,man,richard_jomshof_aba312,SD,
Rickard Nordin,Centerpartiet,Göteborgs kommun,Enkammarriksdagen,2014,2018,,man,rickard_nordin_5d24a3,C,
Rickard Persson,Miljöpartiet,Skåne läns västra,Enkammarriksdagen,2014,2018,,man,rickard_persson_501b5a,MP,
Rikard Larsson,Socialdemokraterna,Skåne läns södra,Enkammarriksdagen,2014,2018,,man,rikard_larsson_79dbd8,S,
Robert Halef,Kristdemokraterna,Stockholms län,Enkammarriksdagen,2014,2018,,man,robert_halef_1a79ea,KD,
Robert Hannah,Liberalerna,Göteborgs kommun,Enkammarriksdagen,2014,2018,,man,robert_hannah_906770,L,
Roger Haddad,Liberalerna,Västmanlands län,Enkammarriksdagen,2014,2018,,man,roger_haddad_cee043,L,
Roger Hedlund,Sverigedemokraterna,Stockholms län,Enkammarriksdagen,2014,2018,,man,roger_hedlund_db260f,SD,
Roger Richtoff,Sverigedemokraterna,Skåne läns västra,Enkammarriksdagen,2014,2018,,man,roger_richtoff_e0bdfd,SD,
Roland Utbult,Kristdemokraterna,Västra Götalands läns västra,Enkammarriksdagen,2014,2018,,man,roland_utbult_836ee0,KD,
Rossana Dinamarca,Vänsterpartiet,Västra Götalands läns norra,Enkammarriksdagen,2014,2018,,,rossana_dinamarca_0b4c0a,V,
Roza Güclü Hedin,Socialdemokraterna,Dalarnas län,Enkammarriksdagen,2014,2018,,woman,roza_guclu_hedin_feae97,S,
Runar Filper,Sverigedemokraterna,Östergötlands län,Enkammarriksdagen,2014,2018,,man,runar_filper_c84dc0,SD,
Said Abdu,Liberalerna,Västra Götalands läns norra,Enkammarriksdagen,2014,2018,,man,said_abdu_8bfba5,L,
Saila Quicklund,Moderaterna,Jämtlands län,Enkammarriksdagen,2014,2018,,woman,saila_quicklund_a35c56,M,
Sara Karlsson,Socialdemokraterna,Södermanlands län,Enkammarriksdagen,2014,2018,,woman,sara_karlsson_18f356,S,
Sara-Lena Bjälkö,Sverigedemokraterna,Örebro län,Enkammarriksdagen,2014,2018,,woman,sara-lena_bjalko_f61bed,SD,
Sofia Arkelsten,Moderaterna,Stockholms kommun,Enkammarriksdagen,2014,2018,,woman,sofia_arkelsten_c640da,M,
Sofia Damm,Kristdemokraterna,Skåne läns södra,Enkammarriksdagen,2014,2018,,woman,sofia_damm_faae44,KD,
Sofia Fölster,Moderaterna,Stockholms län,Enkammarriksdagen,2014,2018,,woman,sofia_folster_5196d0,M,
Solveig Zander,Centerpartiet,Uppsala län,Enkammarriksdagen,2014,2018,,woman,solveig_zander_d11441,C,
Sotiris Delis,Moderaterna,Jönköpings län,Enkammarriksdagen,2014,2018,,man,sotiris_delis_e6707b,M,
Stefan Jakobsson,Sverigedemokraterna,Västmanlands län,Enkammarriksdagen,2014,2018,,man,stefan_jakobsson_69e868,SD,
Stefan Löfven,Socialdemokraterna,Västernorrlands län,Enkammarriksdagen,2014,2018,,man,stefan_lofven_e1e7cd,S,
Sten Bergheden,Moderaterna,Västra Götalands läns östra,Enkammarriksdagen,2014,2018,,man,sten_bergheden_d368d3,M,
Stig Henriksson,Vänsterpartiet,Västmanlands län,Enkammarriksdagen,2014,2018,,man,stig_henriksson_31c78c,V,
Stina Bergström,Miljöpartiet,Värmlands län,Enkammarriksdagen,2014,2018,,woman,stina_bergstrom_973cf4,MP,
Susanne Eberstein,Socialdemokraterna,Västernorrlands län,Enkammarriksdagen,2014,2018,,woman,susanne_eberstein_9d42a4,S,
Suzanne Svensson,Socialdemokraterna,Blekinge län,Enkammarriksdagen,2014,2018,,woman,suzanne_svensson_b4c547,S,
Sven-Erik Bucht,Socialdemokraterna,Norrbottens län,Enkammarriksdagen,2014,2018,,man,sven-erik_bucht_85fc70,S,
Sven-Olof Sällström,Sverigedemokraterna,Dalarnas län,Enkammarriksdagen,2014,2018,,man,sven-olof_sallstrom_e1f288,SD,
Teresa Carvalho,Socialdemokraterna,Östergötlands län,Enkammarriksdagen,2014,2018,,woman,teresa_carvalho_5ebd2d,S,
Thomas Finnborg,Moderaterna,Skåne läns västra,Enkammarriksdagen,2014,2018,,man,thomas_finnborg_378d7e,M,
Thomas Strand,Socialdemokraterna,Jönköpings län,Enkammarriksdagen,2014,2018,,man,thomas_strand_7d4cb3,S,
Tina Ghasemi,Moderaterna,Stockholms kommun,Enkammarriksdagen,2014,2018,,woman,tina_ghasemi_2dd1e6,M,
Tobias Billström,Moderaterna,Malmö kommun,Enkammarriksdagen,2014,2018,,man,tobias_billstrom_995f4f,M,
Tomas Eneroth,Socialdemokraterna,Kronobergs län,Enkammarriksdagen,2014,2018,,man,tomas_eneroth_efcec1,S,
Tomas Tobé,Moderaterna,Gävleborgs län,Enkammarriksdagen,2014,2018,,man,tomas_tobe_4db3d0,M,
Tony Wiklander,Sverigedemokraterna,Västra Götalands läns västra,Enkammarriksdagen,2014,2018,,man,tony_wiklander_3ecaa1,SD,
Torkild Strandberg,Liberalerna,Skåne läns västra,Enkammarriksdagen,2014,2018,,man,torkild_strandberg_2d3491,L,
Tuve Skånberg,Kristdemokraterna,Skåne läns norra och östra,Enkammarriksdagen,2014,2018,,,tuve_skanberg_df66fc,KD,
Ulf Berg,Moderaterna,Dalarnas län,Enkammarriksdagen,2014,2018,,man,ulf_berg_8b5581,M,
Ulf Kristersson,Moderaterna,Södermanlands län,Enkammarriksdagen,2014,2018,,man,ulf_kristersson_6b335b,M,
Ulla Andersson,Vänsterpartiet,Gävleborgs län,Enkammarriksdagen,2014,2018,,woman,ulla_andersson_2fd948,V,
Ulrika Carlsson,Centerpartiet,Västra Götalands läns östra,Enkammarriksdagen,2014,2018,,woman,ulrika_carlsson_2264e5,C,
Ulrika Karlsson,Moderaterna,Uppsala län,Enkammarriksdagen,2014,2018,,woman,ulrika_karlsson_518023,M,
Urban Ahlin,Socialdemokraterna,Västra Götalands läns östra,Enkammarriksdagen,2014,2018,,man,urban_ahlin_6b9686,S,
Valter Mutt,Miljöpartiet,Göteborgs kommun,Enkammarriksdagen,2014,2018,,man,valter_mutt_caf530,MP,
Veronica Lindholm,Socialdemokraterna,Västerbottens län,Enkammarriksdagen,2014,2018,,woman,veronica_lindholm_31d687,S,
Veronica Palm,Socialdemokraterna,Stockholms kommun,Enkammarriksdagen,2014,2018,,woman,veronica_palm_2fe4d7,S,
Wiwi-Anne Johansson,Vänsterpartiet,Västra Götalands läns västra,Enkammarriksdagen,2014,2018,,woman,wiwi-anne_johansson_eda38a,V,
Yasmine Larsson,Socialdemokraterna,Skåne läns västra,Enkammarriksdagen,2014,2018,,woman,yasmine_larsson_505173,S,
Yilmaz Kerimo,Socialdemokraterna,Stockholms län,Enkammarriksdagen,2014,2018,,man,yilmaz_kerimo_b1e99b,S,
Ylva Johansson,Socialdemokraterna,Stockholms kommun,Enkammarriksdagen,2014,2018,,woman,ylva_johansson_7d8355,S,
Åsa Coenraads,Moderaterna,Västmanlands län,Enkammarriksdagen,2014,2018,,woman,asa_coenraads_e69462,M,
Åsa Lindestam,Socialdemokraterna,Gävleborgs län,Enkammarriksdagen,2014,2018,,woman,asa_lindestam_9b45ac,S,
Åsa Romson,Miljöpartiet,Stockholms kommun,Enkammarriksdagen,2014,2018,,woman,asa_romson_519b37,MP,
Åsa Westlund,Socialdemokraterna,Stockholms län,Enkammarriksdagen,2014,2018,,woman,asa_westlund_fb9c06,S,
Acko Ankarberg Johansson,Kristdemokraterna,Jönköpings län,Enkammarriksdagen,2018,2022,,man,acko_ankarberg_johansson_dfff55,KD,
Adam Marttinen,Sverigedemokraterna,Södermanlands län,Enkammarriksdagen,2018,2022,,man,adam_marttinen_3627de,SD,
Adnan Dibrani,Socialdemokraterna,Hallands län,Enkammarriksdagen,2018,2022,,man,adnan_dibrani_2cea64,S,
Alexander Christiansson,Sverigedemokraterna,Göteborgs kommun,Enkammarriksdagen,2018,2022,,man,alexander_christiansson_a0b50c,SD,
Alexandra Anstrell,Moderaterna,Stockholms län,Enkammarriksdagen,2018,2022,,woman,alexandra_anstrell_bd9881,M,
Alexandra Völker,Socialdemokraterna,Stockholms län,Enkammarriksdagen,2018,2022,,woman,alexandra_volker_0799cf,S,
Ali Esbati,Vänsterpartiet,Stockholms kommun,Enkammarriksdagen,2018,2022,,man,ali_esbati_c99c6d,V,
Alice Bah Kuhnke,Miljöpartiet,Stockholms län,Enkammarriksdagen,2018,2022,,woman,alice_bah_kuhnke_6d311f,MP,
Alireza Akhondi,Centerpartiet,Värmlands län,Enkammarriksdagen,2018,2022,,woman,alireza_akhondi_e5d412,C,
Allan Widman,Liberalerna,Malmö kommun,Enkammarriksdagen,2018,2022,,man,allan_widman_1ff3c3,L,
Amineh Kakabaveh,Vänsterpartiet,Stockholms län,Enkammarriksdagen,2018,2022,,,amineh_kakabaveh_c6fad6,V,
Anders Hansson,Moderaterna,Skåne läns södra,Enkammarriksdagen,2018,2022,,man,anders_hansson_32e916,M,
Anders W. Jonsson,Centerpartiet,Gävleborgs län,Enkammarriksdagen,2018,2022,,man,anders_w_jonsson_64e4a7,C,
Anders Ygeman,Socialdemokraterna,Stockholms kommun,Enkammarriksdagen,2018,2022,,man,anders_ygeman_72a7dc,S,
Anders Åkesson,Centerpartiet,Kalmar län,Enkammarriksdagen,2018,2022,,man,anders_akesson_282a02,C,
Anders Österberg,Socialdemokraterna,Stockholms kommun,Enkammarriksdagen,2018,2022,,man,anders_osterberg_e1bb35,S,
