start,file,manual
1943-01-11,corpus/1943/prot-1943--ak--1.xml,0
1943-01-07,corpus/1943/prot-1943--fk--1.xml,0
1944-01-04,corpus/1944/prot-1944--ak--1.xml,0
1944-01-05,corpus/1944/prot-1944--fk--1.xml,0
1945-01-06,corpus/1945/prot-1945--fk--1.xml,0
1945-01-04,corpus/1945/prot-1945--ak--1.xml,0
1946-01-02,corpus/1946/prot-1946--ak--1.xml,0
1946-01-05,corpus/1946/prot-1946--fk--1.xml,0
1947-01-10,corpus/1947/prot-1947--fk--1.xml,0
1947-01-04,corpus/1947/prot-1947--ak--1.xml,0
1948-01-08,corpus/1948/prot-1948--fk--1.xml,0
1948-01-08,corpus/1948/prot-1948--ak--1.xml,0
1949-01-10,corpus/1949/prot-1949--ak--1.xml,0
1949-01-05,corpus/1949/prot-1949--fk--1.xml,0
1950-01-10,corpus/1950/prot-1950--ak--1.xml,0
1950-01-04,corpus/1950/prot-1950--fk--1.xml,0
1951-01-10,corpus/1951/prot-1951--fk--1.xml,0
1951-01-07,corpus/1951/prot-1951--ak--1.xml,0
1952-01-09,corpus/1952/prot-1952--ak--1.xml,0
1952-01-07,corpus/1952/prot-1952--fk--1.xml,0
1953-01-01,corpus/1953/prot-1953--fk--1.xml,0
1953-01-07,corpus/1953/prot-1953--ak--1.xml,0
1954-01-05,corpus/1954/prot-1954--fk--1.xml,0
1954-01-05,corpus/1954/prot-1954--ak--1.xml,0
1955-01-03,corpus/1955/prot-1955--ak--1.xml,0
1955-01-07,corpus/1955/prot-1955--fk--1.xml,0
1956-01-05,corpus/1956/prot-1956--fk--1.xml,0
1956-01-10,corpus/1956/prot-1956--ak--1.xml,0
1957-01-01,corpus/1957/prot-1957--ak--1.xml,0
1957-01-01,corpus/1957/prot-1957--fk--1.xml,0
1958-01-04,corpus/1958/prot-1958-a-ak--1.xml,0
1958-06-02,corpus/1958/prot-1958-b-fk--1.xml,0
1958-01-09,corpus/1958/prot-1958-a-fk--1.xml,0
1958-06-10,corpus/1958/prot-1958-b-ak--1.xml,0
1959-01-07,corpus/1959/prot-1959--fk--1.xml,0
1959-01-02,corpus/1959/prot-1959--ak--1.xml,0
1960-01-02,corpus/1960/prot-1960--ak--1.xml,0
1960-01-11,corpus/1960/prot-1960--fk--1.xml,0
1961-01-05,corpus/1961/prot-1961--fk--1.xml,0
1961-01-09,corpus/1961/prot-1961--ak--1.xml,0
1962-01-08,corpus/1962/prot-1962--ak--1.xml,0
1962-01-08,corpus/1962/prot-1962--fk--1.xml,0
1963-01-08,corpus/1963/prot-1963--fk--1.xml,0
1963-01-09,corpus/1963/prot-1963--ak--1.xml,0
1964-01-07,corpus/1964/prot-1964--fk--1.xml,0
1964-01-10,corpus/1964/prot-1964--ak--1.xml,0
1965-01-06,corpus/1965/prot-1965--ak--1.xml,0
1965-01-06,corpus/1965/prot-1965--fk--1.xml,0
1966-01-10,corpus/1966/prot-1966--fk--1.xml,0
1966-01-05,corpus/1966/prot-1966--ak--1.xml,0
1967-01-10,corpus/1967/prot-1967--ak--1.xml,0
1967-01-10,corpus/1967/prot-1967--fk--1.xml,0
1968-01-03,corpus/1968/prot-1968--ak--1.xml,0
1968-01-08,corpus/1968/prot-1968--fk--1.xml,0
1969-01-10,corpus/1969/prot-1969--fk--1.xml,0
1969-01-08,corpus/1969/prot-1969--ak--1.xml,0
1970-01-08,corpus/1970/prot-1970--fk--1.xml,0
1970-01-02,corpus/1970/prot-1970--ak--1.xml,0
1971-01-11,corpus/1971/prot-1971--1.xml,0
1972-01-10,corpus/1972/prot-1972--1.xml,0
1973-01-10,corpus/1973/prot-1973--1.xml,0
1974-01-10,corpus/1974/prot-1974--1.xml,0
1975-01-10,corpus/1975/prot-1975--1.xml,0
1977-07-15,corpus/197778/prot-197778--1.xml,0
1978-10-03,corpus/197879/prot-197879--1.xml,0
1979-10-01,corpus/197980/prot-197980--1.xml,0
1980-06-12,corpus/198081/prot-198081--1.xml,0
1981-10-06,corpus/198182/prot-198182--1.xml,0
1982-10-04,corpus/198283/prot-198283--1.xml,0
1983-10-04,corpus/198384/prot-198384--1.xml,0
1984-10-02,corpus/198485/prot-198485--1.xml,0
1985-09-30,corpus/198586/prot-198586--1.xml,0
1986-10-07,corpus/198687/prot-198687--1.xml,0
1987-09-14,corpus/198788/prot-198788--1.xml,0
1988-10-03,corpus/198889/prot-198889--1.xml,0
1989-10-03,corpus/198990/prot-198990--1.xml,0
1990,corpus/199091/prot-199091--1.xml,0
1992-09-30,corpus/199293/prot-199293--1.xml,1
1993,corpus/199394/prot-199394--1.xml,0
1994-03-10,corpus/199495/prot-199495--1.xml,1
1995,corpus/199596/prot-199596--1.xml,0
1996,corpus/199697/prot-199697--1.xml,0
1997,corpus/199798/prot-199798--1.xml,0
1998-10-01,corpus/199899/prot-199899--1.xml,1
1999,corpus/19992000/prot-19992000--1.xml,0
2000,corpus/200001/prot-200001--1.xml,0
2001,corpus/200102/prot-200102--1.xml,0
2002-09-30,corpus/200203/prot-200203--1.xml,1
2003-05-23,corpus/200304/prot-200304--1.xml,0
2004-09-14,corpus/200405/prot-200405--1.xml,0
2005-09-13,corpus/200506/prot-200506--1.xml,0
2006-10-02,corpus/200607/prot-200607--1.xml,0
2007-09-18,corpus/200708/prot-200708--1.xml,0
2008-09-16,corpus/200809/prot-200809--1.xml,0
2009-09-15,corpus/200910/prot-200910--1.xml,0
2010-10-04,corpus/201011/prot-201011--1.xml,0
2011,corpus/201112/prot-201112--1.xml,0
2012-09-18,corpus/201213/prot-201213--1.xml,0
2013-09-17,corpus/201314/prot-201314--1.xml,0
2014-07-18,corpus/201415/prot-201415--1.xml,0
2015,corpus/201516/prot-201516--1.xml,0
2016,corpus/201617/prot-201617--1.xml,0
2017,corpus/201718/prot-201718--1.xml,0
2018-09-24,corpus/201819/prot-201819--1.xml,1
2019,corpus/201920/prot-201920--1.xml,0
2020,corpus/202021/prot-202021--1.xml,0
