wiki_id,alias,name
Q6026862,Olsson i Kullenbergstorp,Gillis Olsson
Q6026915,,Gustaf Olsson i Broddbo
Q6026932,Gustaf Olsson,Gustaf Olsson i Ramsta
Q6026932,Olsson i Ramsta,Gustaf Olsson i Ramsta
Q6027162,Johan Erik Olsson,Johan Erik Olsson i Skiftinge
Q6027171,Johan Andreas Olsson,Johan A. Olsson
Q6027185,Jonathan Olsson,John Olsson
Q6027185,Olsson i Stockholm,John Olsson
Q6027253,K.J. Olsson,Karl Johan Olsson
Q6027267,,Kalle Olsson
Q6027273,,Karl Erik Olsson
Q6027303,Kent Bertil Leo Olsson,Kent Olsson
Q6027369,Lars Olsson,Lars Olsson i Vallsta
Q6027369,Lars Olsson (V),Lars Olsson i Vallsta
Q6027369,Olsson i Vallsta,Lars Olsson i Vallsta
Q6027374,,Leif Olsson
Q6027453,,Manne Olsson
Q6027471,,Martin Olsson
Q6027578,Nils Olsson,Nils Olsson i Rödningsberg
Q6027578,Olsson i Rödningsberg,Nils Olsson i Rödningsberg
Q6027585,,Nils Olsson i Rösta
Q6027645,Olsson i Mosstakan,Olof Olsson
Q6027656,Hedna-Olle,Olof Olsson
Q6027656,Olof Olsson (minister),Olof Olsson
Q6027656,Olof Olsson i Göteborg,Olof Olsson
Q6027656,Olsson i Göteborg,Olof Olsson
Q6027656,Olsson med håret,Olof Olsson
Q6027664,Olof Olsson,Olof Olsson i Kullenbergstorp
Q6027664,Olsson i Kullenbergstorp,Olof Olsson i Kullenbergstorp
Q6027671,Olof Olsson,Olof Olsson
Q6027671,Olsson i Löräng,Olof Olsson
Q6027677,Olof Olsson,Olof Olsson i Olebyn
Q6027677,Olsson i Olebyn,Olof Olsson i Olebyn
Q6027685,Olof Olsson,Olof Olsson i See
Q6027685,Olsson i See,Olof Olsson i See
Q6027698,Olsson i Broberg,Oscar Broberg
Q6027698,Olsson i Heden,Oscar Broberg
Q6027698,Oscar Nathanael Olsson,Oscar Broberg
Q6027706,Olsson i Danderyd,Oscar Olsson
Q6027706,Olsson i Linköping,Oscar Olsson
Q6027706,Olsson med skägget,Oscar Olsson
Q6027706,Oscar U B Olsson,Oscar Olsson
Q6027706,Oscar Ulrik Bernhardin Olsson,Oscar Olsson
Q6027782,Olsson i Fiskeby,Per Olsson i Fläsbro
Q6027782,Olsson i Fläsbro,Per Olsson i Fläsbro
Q6027782,Olsson i Åsak,Per Olsson i Fläsbro
Q6027782,Per Olsson,Per Olsson i Fläsbro
Q6027834,Olsson i Blädinge,Peter Magnus Olsson
Q6027834,P. M. Olsson i Blädinge,Peter Magnus Olsson
Q6027916,,Rolf Olsson
Q6027994,Stig Ejnar Olsson,Stig Olsson
Q6028001,Olsson i Sörnäs,Stormats Mathias Olsson
Q6028001,Stormats Mathias Olsson i Sörnäs,Stormats Mathias Olsson
Q6028022,Olsson i Labbemåla,Sven Olsson i Labbemåla
Q6028022,Sven August Olsson,Sven Olsson i Labbemåla
Q6028028,,Sven Olsson i Åsen
Q6028176,Olsson i Kalmar,Valerius Olsson
Q6028176,Per Valerius Olsson,Valerius Olsson
Q6028176,Per Valerius Olsson (H),Valerius Olsson
Q6028198,Albert William Ohlsson,William Olsson
Q6028198,Ohlsson i Gladsax,William Olsson
Q6028198,Ohlsson i Järrestad,William Olsson
Q6028198,Ohlsson i Simrishamn,William Olsson
Q6028198,William Ohlsson,William Olsson
Q6028214,,Åhlmans Olof Olsson
Q6028336,,Jasenko Omanović
Q6028693,,Johannes Onsjö
Q6029071,Jens Olov Heinrich Orback,Jens Orback
Q6029305,Per Leander Orgård,Per Orgård
Q6029305,Per Persson,Per Orgård
Q6029305,Persson i Undersvik,Per Orgård
Q6029940,Osberg i Åseby,Oscar Osberg
Q6029940,Oscar Osberg (L),Oscar Osberg
Q6030080,,Mikael Oscarsson
Q6030099,Gunnar Oskarsson,Gunnar Oscarsson
Q6030511,,Einar Osterman
Q6030836,,Carl Gustaf von Otter
Q6030845,Carl Salomon von Otter,Carl von Otter
Q6030891,Oscar Sebastian von Otter,Oscar von Otter
Q6030891,von Otter i Sofiedal,Oscar von Otter
Q6030905,Otterborg i Borås,Gustaf Otterborg
Q6030905,Otterborg i Skogsryd,Gustaf Otterborg
Q6031056,Otto i Kristinehamn,Karl Otto
Q6031148,,Holge Ottosson
Q6032157,,Ingemar Vänerlöv
Q6033160,Carl Ludvig Palm,Carl Palm
Q6033276,Palm i Sollentuna,Sture Palm
Q6033286,,Sverre Palm
Q6033361,Carl Wilhelm Palmær,Wilhelm Palmær
Q6033580,Palme i Stockholm,Sven Palme
Q6033580,Sven Theodor Palme,Sven Palme
Q6034114,Henrik Magnus Alexander Palmstierna,Henrik Palmstierna
Q6034114,Palmstierna i Skenäs,Henrik Palmstierna
Q6034123,Nils Axel Hjalmar Palmstierna,Hjalmar Palmstierna
Q6034157,Carl Otto Palmstierna,Otto Palmstierna
Q6034738,Pantzarhielm i Landskrona,Hans Pantzarhielm
Q6034916,,Nikos Papadopoulos
Q6037205,,Runar Patriksson
Q6037657,Ivan Hjalmar Emanuel Pauli,Ivan Pauli
Q6037657,Pauli i Karlstad,Ivan Pauli
Q6037657,Pauli i Stockholm,Ivan Pauli
Q6037794,Anders Olof Paulsen,Anders Paulsen
Q6037794,Paulsen i Arlöv,Anders Paulsen
Q6037950,Paulson i Ekeberga,Paul Paulson
Q6039297,,Peter Pedersen
Q6039625,Fredrik Wilhelm Henrik Pegelow,Fritz Pegelow
Q6039625,Pegelow i Göteborg,Fritz Pegelow
Q6039678,,Johan Pehrson
Q6039716,Pehr Pehrson,Pehr Pehrson i Törneryd
Q6039716,Pehrson i Törneryd,Pehr Pehrson i Törneryd
Q6039741,Pehrsson i Hedvigsdal,John Pehrsson
Q6039741,Pehrsson i Marklunda,John Pehrsson
Q6039746,Pehrsson i Svaneryd,Jöns Pehrsson
Q6039760,Pehrsson i Öster-Edsvik,Matts Pehrsson
Q6039767,,Ola Pehrsson
Q6039789,Pehr Pehrsson,Pehr Pehrsson i Barkö
Q6039789,Pehrsson i Barkö,Pehr Pehrsson i Barkö
Q6039798,Pehr Pehrsson,Pehr Pehrsson i Höle
Q6039798,Pehrsson i Höle,Pehr Pehrsson i Höle
Q6039805,Pehr Pehrsson,Pehr Pehrsson i Norrsund
Q6039805,Pehrsson i Norrsund,Pehr Pehrsson i Norrsund
Q6039812,Pehr Pehrsson,Pehr Pehrsson i Åkarp
Q6039812,Pehrsson i Åkarp,Pehr Pehrsson i Åkarp
Q6039817,Pehrsson i Göteborg,Per Pehrsson
Q6039817,Pehrsson i Österby,Per Pehrsson
Q6039817,Per Pehrsson (H),Per Pehrsson
Q6039817,Petrus Pehrsson,Per Pehrsson
Q6041862,,Olof Perman
Q6042371,Pers i Västerås,Anders Pers
Q6042602,Anders Persson,Anders Persson i Mörarp
Q6042602,Persson i Mörarp,Anders Persson i Mörarp
Q6042620,,Arne Persson
Q6042628,Persson i Rinna,August Persson
Q6042676,,Bertil Persson
Q6042682,,Bror Persson
Q6042697,Carl Persson,Carl Persson i Stallerhult
Q6042697,Persson i Stallerhult,Carl Persson i Stallerhult
Q6042706,Carl Olov Gustav Persson,Carl Olov Persson
Q6042759,Daniel Persson i Tällberg,Daniel Persson
Q6042759,Persson i Tällberg,Daniel Persson
Q6042789,,Einar Persson
Q6042832,Persson i Borrby,Esbjörn Persson
Q6042858,,Fritz Persson
Q6042935,Oskar Helmer Persson,Helmer Persson
Q6042935,Persson i Luleå,Helmer Persson
Q6042992,Ivar Persson i Skabersjö,Ivar Persson
Q6042992,Persson i Skabersjö,Ivar Persson
Q6043007,Persson i Arboga,Jakob Persson
Q6043091,,Johan Persson
Q6043107,Johan Peter Persson,Johan Persson i Hult
Q6043107,Persson i Hult,Johan Persson i Hult
Q6043112,Johan Albert Leander Persson,Johan Persson i Tidaholm
Q6043112,Persson i Tidaholm,Johan Persson i Tidaholm
Q6043167,Persson i Grysshult,Jöns Persson
Q6043192,,Karl Persson
Q6043198,,Karl-Erik Persson
Q6043221,,Kent Persson
Q6043242,,Lars Persson
Q6043314,,Leo Persson
Q6043337,Magnus Persson,Magnus Persson (politiker)
Q6043377,Mats Robert Persson,Mats Persson
Q6043423,Persson i Malmö,Nils Persson
Q6043440,Nils Persson,Nils Persson i Grytterud
Q6043440,Persson i Grytterud,Nils Persson i Grytterud
Q6043453,Nils Persson,Nils Persson i Svensköp
Q6043453,Persson i Svensköp,Nils Persson i Svensköp
Q6043460,Nils Persson,Nils Persson i Vadensjö
Q6043460,Persson i Vadensjö,Nils Persson i Vadensjö
Q6043480,Olof Ferdinand Persson,Ola Persson
Q6043480,Persson i Landafors,Ola Persson
Q6043484,Ola Persson,Ola Persson i Rinkaby
Q6043484,Persson i Rinkaby,Ola Persson i Rinkaby
Q6043528,Olof Persson,Olof Persson i Killebäckstorp
Q6043535,,Olof Persson
Q6043542,Otto Sigfrid Persson,Otto Persson
Q6043542,Persson i Plöninge,Otto Persson
Q6043605,Per Persson,Per Persson i Norrby
Q6043605,Persson i Norrby,Per Persson i Norrby
Q6043613,Per Persson,Per Persson i Trången
Q6043613,Persson i Trången,Per Persson i Trången
Q6043627,Persson i Tofta,Per Johan Persson
Q6043655,,Peter Persson
Q6043680,Ragnar Valdemar Persson,Ragnar Persson
Q6043780,Sven Persson,Sven Persson i Appuna
Q6043789,,Sven Gunnar Persson
Q6043805,Persson i Norrköping,Sven Persson i Norrköping
Q6043805,Sven Persson,Sven Persson i Norrköping
Q6043823,,Sven Yngve Persson
Q6043830,Persson i Fritorp,Swen Persson
Q6043923,,Yngve Persson
Q6043931,,Åke Persson
Q6043976,Mats Olof Pertoft,Mats Pertoft
Q6044875,,Gustaf af Petersens
Q6044908,August Peterson,August Peterson i Hasselstad
Q6044908,Peterson i Hasselstad,August Peterson i Hasselstad
Q6044930,,Bertil Petersson
Q6044972,,Emil Petersson i Gäddvik
Q6044981,Eric Gustaf Henning Peterson,Eric Peterson
Q6044981,Peterson i Linköping,Eric Peterson
Q6045007,Pehr Henrik Peterson Gustaf Karlskrona,Gustaf Peterson
Q6045007,Peterson i Karlskrona,Gustaf Peterson
Q6045216,Albert Petersson (politiker),Gustaf Albert Petersson
Q6045216,Gustaf Albert Petersson,Gustaf Albert Petersson
Q6045216,Petersson i Lidingö villastad,Gustaf Albert Petersson
Q6045247,,August Petersson
Q6045254,Axel Eduard Petersson,Axel Petersson
Q6045254,Petersson i Hamra,Axel Petersson
Q6045269,Anders Birger Petersson,Birger Petersson
Q6045269,Petersson i Lerbäcksbyn,Birger Petersson
Q6045299,Carl Fredrik Petersson,Carl Petersson
Q6045299,Petersson i Dänningelanda,Carl Petersson
Q6045314,,Carl Johan Petersson
Q6045329,Emil Petersson,Emil Petersson i Karlskrona
Q6045351,Erik Filip Thure Petersson,Erik Petersson i Alvesta
Q6045351,Petersson i Alvesta,Erik Petersson i Alvesta
Q6045358,,Esse Petersson
Q6045372,Adolf Fredrik Petersson,Fredrik Petersson
Q6045408,Hans Ebbe Petersson,Hans Petersson
Q6045408,Hans Petersson (fp) i Röstånga,Hans Petersson
Q6045408,Hans Petersson i Röstånga,Hans Petersson
Q6045408,Petersson i Röstånga,Hans Petersson
Q6045435,Petersson i Boestad,Johan Petersson
Q6045442,,Johannes Petersson
Q6045449,Knut Zakarias Petersson,Knut Petersson
Q6045461,Erik Lorents Petersson,Lorents Petersson
Q6045461,Petersson i Leksand,Lorents Petersson
Q6045471,Martin Lucas Petersson,Lucas Petersson
Q6045471,Petersson i Broaryd,Lucas Petersson
Q6045499,Nils Petersson,Nils Petersson i Runtorp
Q6045499,Petersson i Runtorp,Nils Petersson i Runtorp
Q6045517,Per Otto Petersson,Otto Petersson
Q6045517,Petersson i Lindekullen,Otto Petersson
Q6045525,Per Martin Petersson,Per Petersson
Q6045525,Per Petersson i Gäddvik,Per Petersson
Q6045525,Petersson i Gäddvik,Per Petersson
Q6045532,Petersson i Brystorp,Per Gustaf Petersson
Q6045540,Petersson i Surahammar,Peter Petersson
Q6045558,Birger Axel Robert Petersson,Robert Petersson
Q6045558,Petersson i Skurö,Robert Petersson
Q6045585,Petersson i Snällebo,Sven Magnus Petersson
Q6045607,,Sven-Olof Petersson
Q6045631,,Torsten Petersson
Q6045804,Knut Casimir Petre,Casimir Petre
Q6045804,Petre i Hofors,Casimir Petre
Q6045814,Janne Petre,Johan Wilhelm Petre
Q6045814,Petre i Gävle,Johan Wilhelm Petre
Q6045861,Daniel Alfred Petrén,Alfred Petrén
Q6045861,Petrén i Stockholm,Alfred Petrén
Q6045870,Bror August Petrén,Bror Petrén
Q6045870,Petrén i Kristianstad,Bror Petrén
Q6045870,Petrén i Stockholm,Bror Petrén
Q6045870,Petrén i Ystad,Bror Petrén
Q6045901,,Folke Petrén
Q6046007,,Axel Petri
Q6046583,Alf Sture Pettersson,Alf Pettersson
Q6046605,Anders Fredrik Pettersson,Anders Pettersson
Q6046605,Pettersson i Sibbarp,Anders Pettersson
Q6046613,Anders Pettersson i Dahl,Anders Pettersson
Q6046613,Pettersson i Dahl,Anders Pettersson
Q6046628,Per Anton Pettersson,Anton Pettersson
Q6046628,Pettersson i Västerås,Anton Pettersson
Q6046640,,August Wilhelm Pettersson
Q6046697,,Carl Johan Pettersson
Q6046703,Carl Fredrik Pettersson,Carl Pettersson
Q6046742,Erik Albert Pettersson,Erik Pettersson i Ersbacken
Q6046742,Pettersson i Ersbacken,Erik Pettersson i Ersbacken
Q6046755,Fredric Pettersson,Fredric Pettersson i Tjärsta
Q6046770,Fredrik Emil Pettersson,Fredrik Pettersson
Q6046770,Pettersson i Jönköping,Fredrik Pettersson
Q6046770,Pettersson i Uddevalla,Fredrik Pettersson
Q6046795,Axel Georg Pettersson,Georg Pettersson
Q6046823,,Gunnar Pettersson
Q6046869,,Göte Pettersson
Q6046890,Harald Pettersson i Kvänum,Harald Pettersson
Q6046935,Ivar Jonas Pettersson,Ivar Pettersson
Q6046935,Pettersson i Rosta,Ivar Pettersson
Q6046935,Pettersson i Stäringe,Ivar Pettersson
Q6046940,Jakob Gustav Pettersson,Jakob Pettersson
Q6046940,Pettersson i Södertälje,Jakob Pettersson
Q6047015,Johan Pettersson,Johan Pettersson i Alvesta
Q6047015,Pettersson i Alvesta,Johan Pettersson i Alvesta
Q6047023,,Johannes Pettersson
Q6047030,,John Pettersson
Q6047050,,Karl Pettersson
Q6047162,Lennart Pettersson,Lennart Pettersson (centerpartist)
Q6047190,,Malkolm Pettersson
Q6047231,Olaus Petersson,Olaus Pettersson
Q6047231,Petersson i Småkulla,Olaus Pettersson
Q6047275,,Per Pettersson
Q6047368,Sixten Gustaf Pettersson,Sixten Pettersson
Q6047693,Peyron i Stockholm,Adolph Peyron
Q6047700,Gustaf Abraham Peyron,Gustaf Peyron den äldre
Q6047700,Gustaf Peyron,Gustaf Peyron den äldre
Q6048265,Philipson i Norrköping,John Philipson
Q6048296,Aron Hjalmar Philipsson,Aron Philipsson
Q6050273,Eric Carl Alfred Piper,Alfred Piper
Q6050273,Piper i Sövdeborg,Alfred Piper
Q6050309,Charles Emil Adolf Gustaf Piper,Charles Piper
Q6050309,Charles Emil Piper,Charles Piper
Q6050309,Piper i Lövstad,Charles Piper
Q6050329,,Fritz Piper
Q6051420,,Carl von Platen
Q6051464,,Philip Baltzar von Platen
Q6051853,Per Gustaf Edvard Ploman,Edvard Ploman
Q6051853,Ploman i Nyköping,Edvard Ploman
Q6052397,Per Gustaf Emil Poignant,Emil Poignant
Q6052397,Poignant  i Visby,Emil Poignant
Q6052911,,Åke Polstam
Q6053800,Poppius i Norra Knästorp,Daniel Poppius
Q6053983,,Bruno Poromaa
Q6054405,Arvid M A Posse,Arvid Mauritz Posse
Q6054405,Arvid Mauritz Arvidsson Posse,Arvid Mauritz Posse
Q6054405,Arvid Posse,Arvid Mauritz Posse
Q6054467,Gustaf Posse,Gösta Posse
Q6054497,Knut Arvid Posse,Knut Posse
Q6054497,Posse i Växjö,Knut Posse
Q6054523,Carl Knut Johan Knutsson Posse,Knut Knutsson Posse
Q6054523,Posse i Bergkvara,Knut Knutsson Posse
Q6054541,Nils Fredrik Posse,Nils Posse
Q6054616,Jacob Ludvig von Post,Ludvig von Post
Q6058750,Pålsson i Anderslöv,Jöns Pålsson
Q6058758,,Lars Pålsson
Q6059390,Nils Jakob Eberhard Quensel,Nils Quensel
Q6060104,Adam Raab,Adam Christian Raab
Q6060104,Raab i Stora Sickla,Adam Christian Raab
Q6060127,Carl Raab,Carl Adam Jakob Raab
Q6060314,Pehr Reinhold Rabe,Pehr Rabe
Q6061330,,Lage Rahm
Q6061452,,Gösta Rahmn
Q6061623,Anders Ove Rainer,Ove Rainer
Q6062153,,Albert Ramberg
Q6062259,,Fredrik Ramel
Q6062273,Hans Otto Carl Ramel,Hans Ramel
Q6062302,Otto Axel Povel Ramel,Otto Ramel
Q6062372,,Per Ramhorn
Q6062836,Ramstedt i Stockholm,Viktor Ramstedt
Q6062836,Reinhold Viktor Ramstedt,Viktor Ramstedt
Q6063599,Adolf Fredrik Zakarias Rappe,Adolf Rappe
Q6063599,Rappe i Marielund,Adolf Rappe
Q6063614,August Vilhelm Rappe,August Rappe
Q6063614,Rappe i Jätsberg,August Rappe
Q6063642,Rappe i Strömsrum,Christopher Rappe
Q6063791,Karl Artur Rask,Karl Rask
Q6063807,,Ola Rask
Q6065563,Otto Wilhelm Redelius,Otto Redelius
Q6065563,Redelius i Hallingeberg,Otto Redelius
Q6066319,Regnéll i Lund,Carl Göran Regnéll
Q6066432,Johan Gottlieb Wilhelm von Rehausen,Wilhelm von Rehausen
Q6066432,von Rehausen i Hudiksvall,Wilhelm von Rehausen
Q6066535,Johan Rehn (V),Johan Rehn
Q6066535,Rehn i Hissjö,Johan Rehn
Q6067574,,Eric Rejdnell
Q6067751,,Arne Remgård
Q6068225,,Claes Rensfeldt
Q6068280,Adolf Victor Renström,Victor Renström
Q6068280,Renström i Sparresäter,Victor Renström
Q6068448,Roy Erik Magnus Resare,Roy Resare
Q6068448,Roy Ottosson,Roy Resare
Q6068516,,Patrick Reslow
Q6068567,Restadius i Alingsås,Daniel Gottlieb Restadius
Q6068605,Anton Rettig,Carl Anton Rettig
Q6068605,Rettig i Hemstanäs,Carl Anton Rettig
Q6068620,Johan Robert Rettig,John Rettig
Q6068620,John Robert Rettig,John Rettig
Q6068620,Rettig i Gävle,John Rettig
Q6068634,Rettig i Gävle,Robert Rettig
Q6068925,Adam Didrik Reuterskiöld,Adam Reuterskiöld
Q6068925,Reuterskiöld i Ulvåsa,Adam Reuterskiöld
Q6068934,Alexander Fabian Zefanias Reuterskiöld,Alexander Reuterskiöld
Q6068942,A. A. N. Reuterskiöld,Arvid Reuterskiöld
Q6068942,Arvid Adam Nathanaël Reuterskiöld,Arvid Reuterskiöld
Q6068942,Reuterskiöld i Gimo bruk,Arvid Reuterskiöld
Q6068942,Reuterskiöld i Hällefors bruk,Arvid Reuterskiöld
Q6068950,Carl Leonard Reuterskiöld,Carl Reuterskiöld
Q6068950,Reuterskiöld i Gimo,Carl Reuterskiöld
Q6068957,Carl Ludvig August Axel Reuterskiöld,Carl Axel Reuterskiöld
Q6068957,Reuterskiöld i Uppsala,Carl Axel Reuterskiöld
Q6069039,Patric Oscar Reuterswärd,Patric Reuterswärd
Q6069039,Reuterswärd i Baggå,Patric Reuterswärd
Q6069770,Carl Christoffer Rhodin,Carl Rhodin
Q6069770,Rhodin i Åsebol,Carl Rhodin
Q6070044,Carl Christofer Ribbing,Carl Ribbing
Q6070044,Ribbing i Ulfsnäs,Carl Ribbing
Q6070147,Ribbing i Uppsala,Sigurd Ribbing
Q6070153,,Sigurd Ribbing
Q6070749,Gunnar Richardson,Gunnar Richardson
Q6070749,Nils Gunnar Erik Richardson,Gunnar Richardson
Q6070749,Richardson i Skara),Gunnar Richardson
Q6070963,,Johan Gustaf Richert
Q6071198,Fredrik Richter,Fredrick Richter
Q6071567,Fredrik Gustaf Magnus Ridderbjelke,Fredrik Ridderbjelke
Q6071567,Ridderbjelke i Marielund,Fredrik Ridderbjelke
Q6071567,Ridderbjelke i Stockholm,Fredrik Ridderbjelke
Q6071567,Ridderbjelke i Uppsala,Fredrik Ridderbjelke
Q6071609,Ridderstad i Linköping,Carl Fredrik Ridderstad
Q6071900,,Edward Riedl
Q6072689,,Einar Rimmerfors
Q6072728,Rimås i Åsandby,Sigvard Rimås
Q6072812,Stig Axel Johannes Rindborg,Stig Rindborg
Q6072936,Ringaby i Ringaby,Per-Eric Ringaby
Q6073114,Jonas Fredrik Ringqvist,Jonas Ringqvist
Q60732958,,Viktor Wärnick
Q6073587,Hjalmar Richard Rissén,Hjalmar Rissén
Q6073587,Rissén i Stockholm,Hjalmar Rissén
Q6073663,Riström i Råneå,Carl Riström
Q6075255,Olof Albert Robson,Albert Robson
Q6075847,Rohde i Göteborg,Edvard Herman Rodhe
Q6076545,Axel Herman Georg Rogberg,Herman Rogberg
Q6076545,Rogberg i Eksjö,Herman Rogberg
Q6076545,Rogberg i Ånäset,Herman Rogberg
Q6077509,Per Gottfrid Roman,Gottfrid Roman
Q6077509,Roman i Östersund,Gottfrid Roman
Q6077520,Roman i Skanderåsen,Julius Roman
Q6077630,Carl Bernhard Romanus,Carl Romanus
Q6077653,Sven Einar Romanus,Sven Romanus
Q6078242,Carl Johan Adolf Roos,Adolf Roos
Q6078257,Roos i Stockholm,Adolf Wilhelm Roos
Q6078273,,Axel Roos
Q6078330,Gustaf Roos i Karlskrona,Gustaf Roos
Q6078330,Gustaf Wilhelm Alexander Roos,Gustaf Roos
Q6078330,Gustaf Wilhelm Roos,Gustaf Roos
Q6078330,Roos i Karlskrona,Gustaf Roos
Q6078330,Roos i Visby,Gustaf Roos
Q6078530,Axel Rudolf Rooth,Axel Rooth
Q6078530,Rooth i Ljungby,Axel Rooth
Q6078640,Anders Emanuel Ros,Anders Ros
Q6078640,Ros i Stockholm,Anders Ros
Q6078649,Axel Fredric Ros,Axel Ros
Q6078656,Carl Axel Ros,Carl Ros
Q6078673,Johan Gustaf Ros,Gustaf Ros
Q6078711,Karl Edgar Rosander,Edgar Rosander
Q6078720,,Gustaf Rosander
Q6079130,,Bengt Rosén
Q6079195,,Erik Rosén i Götene
Q6079217,Fredrik Carl von Rosen,Fredrik von Rosen
Q6079217,von Rosen i Stockholm,Fredrik von Rosen
Q6079224,Fredrik Thomas Carl von Rosen,Fredrik von Rosen
Q6079285,Ernst Johan Gustav Rosén,Gustav Rosén
Q6079285,Rosén i Stockholm,Gustav Rosén
Q6079285,Rosén i Umeå,Gustav Rosén
Q6079361,,Mikael Rosén
Q6079586,,Ragnar Rosenberg
Q6079600,Sven Persson Rosenberg,Sven Rosenberg
Q6079824,Per Curt Rosengren,Per Rosengren
Q6080191,Johan Henrik Rosensvärd,Henrik Rosensvärd
Q6080191,Rosensvärd i Long,Henrik Rosensvärd
Q6080404,Karl Gustaf Rosling,Karl Rosling
Q6080471,,Birger Rosqvist
Q6080655,,Carl Jacob Rossander
Q6081130,,Ehrenfried Roth
Q6082121,Axel Ludvig Hansson,Axel Rubbestad
Q6082121,Axel Ludvig Rubbestad,Axel Rubbestad
Q6082184,Rubenson i Stockholm,Moritz Rubenson
Q6082184,Salomon Moritz Rubenson,Moritz Rubenson
Q6082237,Georg Bertil Rubin,Bertil Rubin
Q60823070,,Sofia Nilsson
Q60823079,,Malin Larsson
Q60823082,,Åsa Karlsson
Q60823132,Mikael Robin Larsson,Mikael Larsson
Q6082628,Gustaf Mauritz Ulrik Rudebeck,Gustaf Rudebeck
Q6082628,Rudebeck i Sunne,Gustaf Rudebeck
Q6082663,Rudén i Backe,Per Rudén
Q6083434,,Abraham Rundbäck
Q6083441,Rundbäck i Asmundtorp,Jöns Rundbäck
Q6083461,,Claes Herman Rundgren
Q6083468,,Gustaf Adolf Rundgren
Q6083505,Anton Vilhelm Rundqvist,Anton Rundqvist
Q6083558,Axel Olof Rune,Axel Rune
Q6083558,Rune i Västervik,Axel Rune
Q6083634,Enok Amandus Runefors,Enok Runefors
Q6083634,Runefors i Ruskemåla,Enok Runefors
Q6084424,Rutberg i Gammalgård,Johan Rutberg
Q6084460,,Axel Rutensköld
Q6084587,Bernhard Eugen Rutqvist,Bernhard Rutqvist
Q6084977,,Karl Artur Ryberg
Q6085150,,Carl Rydberg
Q6085353,,Ebbe Rydén
Q6085372,Lars Gustaf Rydén,Gustaf Rydén
Q6085372,Rydén i Jönköping,Gustaf Rydén
Q6085404,,Rune Rydén
Q6085444,Klas Värner Rydén,Värner Rydén
Q6085444,Klas Värner Rydén (S),Värner Rydén
Q6085444,Rydén i Malmö,Värner Rydén
Q6085536,Peter Magnus Rydholm,Peter Rydholm
Q6085569,H. L. Rydin,Herman Rydin
Q6085569,Herman L. Rydin,Herman Rydin
Q6085569,Herman Ludvig Rydin,Herman Rydin
Q6085569,Rydin i Uppsala,Herman Rydin
Q6085569,"Rydin, Herman L.",Herman Rydin
Q6085588,Karl Rudolf Rydin,Karl Rydin
Q6085588,Rydin i Visby,Karl Rydin
Q6085600,Knut Axel Ryding,Axel Ryding
Q6085600,Ryding i Skövde,Axel Ryding
Q6085600,Ryding i Stockholm,Axel Ryding
Q6085615,Bror Tolf Gustaf Ryding,Gustaf Ryding
Q6085702,Carl Magnus Rydqvist,Carl Rydqvist
Q6085756,Rydström i Vråen,Erik Rydström
Q6085938,,Johan Rylander
Q6085947,Olof Petter Rylander,Olof Rylander
Q6085947,Rylander i Brostorp,Olof Rylander
Q6085955,Olov Rylander i Uppsala,Olov Rylander
Q6085955,Olov Rylander i Västerås,Olov Rylander
Q6085955,Rylander i Uppsala,Olov Rylander
Q6085955,Rylander i Västerås,Olov Rylander
Q6086132,,Bengt-Ola Ryttar
Q6086241,Räf i Attarp,Erik Räf
Q6086334,Bengt Leonard Rääf,Bengt Rääf
Q6086370,,Peter Rådberg
Q6086417,,Jan-Evert Rådhström
Q6086540,Anders Anderson,Anders Råstock
Q6086540,Anderson i Björkbrotorp,Anders Råstock
Q6086540,Anderson i Råstock,Anders Råstock
Q6086648,,Harald Röhss
Q6086670,Erik Petter Waldemar Röing,Erik Röing
Q6086670,Erik Petter Waldemar Röing (L),Erik Röing
Q6086670,Röing i Göteborg,Erik Röing
Q6086765,,Gunnar Rönnberg
Q6088379,,Pär Axel Sahlberg
Q6088478,,Christoffer Sahlin
Q6088489,Enar Vilhelm Sahlin,Enar Sahlin
Q6089393,Sven Hampus Salén,Sven H. Salén
Q6090662,,Björn Samuelson
Q6090670,,Björn Samuelson
Q6090725,Johan Samuelson,Johan Gustaf Samuelson
Q6090945,,Jonas Samuelsson
Q6091061,Bengt Robert Wilhelm Samuelsson,Robert Samuelsson
Q6091061,Bengt Robert Wilhelm Samuelsson (K),Robert Samuelsson
Q6091061,Samuelsson i Luleå,Robert Samuelsson
Q6091184,Samzelius i Stockholm,Per Samzelius
Q6091566,Karl Olof Anders Helge Sandahl,Olle Sandahl
Q6091726,,Evert Sandberg
Q6091847,Jan Peter Sandberg,Jan Sandberg
Q6091861,Johan Anders Sandberg,Johan Sandberg
Q6091861,Sandberg i Oskarshamn,Johan Sandberg
Q6091872,John Malkolm Valfrid Sandberg,John Sandberg
Q6091872,Sandberg i Sommen,John Sandberg
Q6091892,Karl August Sandberg,Karl Sandberg
Q6091892,Sandberg i Torphälla,Karl Sandberg
Q6091986,Sandberg i Alingsås,Nils Sandberg
Q6092251,Karl Johan Sandegård,Karl Sandegård
Q6092251,Sandegård i Lilla Edet,Karl Sandegård
Q6092251,Sandegård i Stockholm,Karl Sandegård
Q6092421,Martin Hugo Sandén,Hugo Sandén
Q6092421,Sandén i Lidköping,Hugo Sandén
Q6092428,John Erik Sandén,John Sandén
