swerik_id,portrait
i-2KQokBVhondPT8e9ZQdmem,http://commons.wikimedia.org/wiki/Special:FilePath/Carl%20Mannerskantz.png
i-2LoJA2RMbCfHmNjNagYNhW,http://commons.wikimedia.org/wiki/Special:FilePath/Anders%20Svenson.jpg
i-2LyiizD6VQaXk9cXFoZXaj,http://commons.wikimedia.org/wiki/Special:FilePath/Erik%20Ljung%201878%20SPA%20%28cropped%29.jpg
i-2M1688NA1hxdZmbJwUTnhY,http://commons.wikimedia.org/wiki/Special:FilePath/Carl%20Sj%C3%B6gren%201869%20SPA4%20%28cropped%29.jpg
i-2M2tbSjScCzwN2eeHLnCLG,http://commons.wikimedia.org/wiki/Special:FilePath/Ola%20Lasson%20SPA%20%28cropped%29.jpg
i-2Mf7WKdcHrqFKbwM3gXcPT,http://commons.wikimedia.org/wiki/Special:FilePath/Rune%20Jonsson%20SPA%20%28cropped%29.jpg
i-2Mga29XFzf3fN7ZpqSSPDr,http://commons.wikimedia.org/wiki/Special:FilePath/Algot%20Jungnell%20SPA%20%28cropped%29.jpg
i-2Nvz3MaNEG9Cs55xRuCwqF,http://commons.wikimedia.org/wiki/Special:FilePath/Carl%20Johan%20Svens%C3%A9n.JPG
i-2P8oL3AnBaUaam6G5cEkGw,http://commons.wikimedia.org/wiki/Special:FilePath/Axel%20Ekstedt%201833%20SPA%20%28cropped%29.jpg
i-2Q6Ao9UE6LSjxfzcJcXMob,http://commons.wikimedia.org/wiki/Special:FilePath/J%C3%B6ran%20S%C3%A4%C3%A4f%201819%20SPA2%20%28cropped%29.jpg
i-2Q6ifMRXgcSC8YnnwWXxS7,http://commons.wikimedia.org/wiki/Special:FilePath/Ulf%20Grape.jpg
i-2QUfvPky9KMrG7dAcNtDxu,http://commons.wikimedia.org/wiki/Special:FilePath/Ulf%20Dinkelspiel%20in%202013.jpg
i-2QcpwTvuvuHLaCWaSG33nF,http://commons.wikimedia.org/wiki/Special:FilePath/Lars%20Peter%20Mallmin%20i%20Gran.jpg
i-2QkCpqzzWZjou1ViWLScYu,http://commons.wikimedia.org/wiki/Special:FilePath/Carl%20Wenn%C3%A9rus%201821%20SPA%20%28cropped%29.jpg
i-2R36DMEY5uNMYenbPZFmEF,http://commons.wikimedia.org/wiki/Special:FilePath/Arne%20Lindberg%20SPA%20%28cropped%29.jpg
i-2RK26QMWgXmGhHao3peKAf,http://commons.wikimedia.org/wiki/Special:FilePath/Arvid%20Hellberg%20SPA3%20%28cropped%29.jpg
i-2S2fPHZMJYmFcnSzsAVSv8,http://commons.wikimedia.org/wiki/Special:FilePath/Elof%20Hagberth%20SPA3%20%28cropped%29.jpg
i-2SmrPgp2WQ2mrQPZdFdGHd,http://commons.wikimedia.org/wiki/Special:FilePath/Kekkonen-Svensson-1972.jpg
i-2SnUjYd3qzUQVBobN3u1Yc,http://commons.wikimedia.org/wiki/Special:FilePath/Ulrika%20Carlsson%2002.jpg
i-2TWbQYA8ZvveMrG4prL575,http://commons.wikimedia.org/wiki/Special:FilePath/Ernst%20Klefbeck%20SPA%201%20%28cropped%29.jpg
i-2TbJKggFihcEZWLdGpj6Qa,http://commons.wikimedia.org/wiki/Special:FilePath/Johan%20Adolf%20Hellberg%201871%20SPA%20%28cropped%29.jpg
i-2TsHqq7PsF14bp7YkTxgw6,http://commons.wikimedia.org/wiki/Special:FilePath/Gunnar%20R%C3%B6nnberg%20SPA%20%28cropped%29.jpg
i-2U4y4kpuQrcdDAWFBSNkPp,http://commons.wikimedia.org/wiki/Special:FilePath/Olof%20Thorell%201827%20SPA%20%28cropped%29.jpg
i-2V14kMbwoqRCDnaJBAPWxH,http://commons.wikimedia.org/wiki/Special:FilePath/Nils%20Smedberg%20SPA%20%28cropped%29.jpg
i-2V2EbVqnAgYRK1wwG246WS,http://commons.wikimedia.org/wiki/Special:FilePath/Ture%20nerman.jpg
i-2VJazsFcETvv2ViUi5KBHJ,http://commons.wikimedia.org/wiki/Special:FilePath/Henric%20Lundquist%20SPA%20%28cropped%29.jpg
i-2VPEciYTYX5tZ66y4boe6F,http://commons.wikimedia.org/wiki/Special:FilePath/Carl%20Gustaf%20Lindmark%201826%20SPA%20%28cropped%29.jpg
i-2VZTfC47GBddiryCh2CpHE,http://commons.wikimedia.org/wiki/Special:FilePath/Halvar%20Eriksson%201855%20SPA%20%28cropped%29.jpg
i-2VaWfDfYCxUNRSZbTF7vcy,http://commons.wikimedia.org/wiki/Special:FilePath/Anders%20M%C3%A5nsson%201865%20SPA2%20%28cropped%29.jpg
i-2WwDvMvR68nyZfNDEjUGUE,http://commons.wikimedia.org/wiki/Special:FilePath/Ewert%20Camitz%201855%20SPA%20%28cropped%29.jpg
i-2WwYPDGc9GytdbLU7PEMF8,http://commons.wikimedia.org/wiki/Special:FilePath/Henrik%20Bexelius%201827%20SPA%20%28cropped%29.jpg
i-2XCxJ3RXLvU5PqEuE5kuyp,http://commons.wikimedia.org/wiki/Special:FilePath/Erik%20Jansson%201910%20SPA2.jpg
i-2XreRSaEpTa5DhpG61Xopj,http://commons.wikimedia.org/wiki/Special:FilePath/Martin%20Svensson%20SPA%20%28cropped%29.jpg
i-2YMXTmw5qRAptNNy3BUrrF,http://commons.wikimedia.org/wiki/Special:FilePath/Eric%20Westroth.jpg
i-2a9yXCcfoERLmntQKS8293,http://commons.wikimedia.org/wiki/Special:FilePath/Johan%20Johansson%20SPA%201%201%20%28cropped%29.jpg
i-2aLsMrZn1hqtCu1i2qehWZ,http://commons.wikimedia.org/wiki/Special:FilePath/Anders%20Hollander%20SPA3%20%28cropped%29.jpg
i-2aZQBvMx8o6ihusfvExbt8,http://commons.wikimedia.org/wiki/Special:FilePath/Alice%20%C3%85str%C3%B6m%202.jpg
i-2ajxL1uZzxQsvJXngW96hD,http://commons.wikimedia.org/wiki/Special:FilePath/Octo%20G%C3%A4dda%20SPA2%20%28cropped%29.jpg
i-2b1P9oc6jJ6GnNxViy4qgD,http://commons.wikimedia.org/wiki/Special:FilePath/Albrecht%20Theodor%20Odelberg%20-%20from%20Svenskt%20Portr%C3%A4ttgalleri%20II.png
i-2bEkAbRqkiPnYQgPpHXARx,http://commons.wikimedia.org/wiki/Special:FilePath/August%20Ljunggren%20rkIpfGqHXrAAAAAAAAB9Jw%20%28cropped%29.jpg
i-2bVVLzWvNsURiiwq5jSQS9,http://commons.wikimedia.org/wiki/Special:FilePath/Axel%20Adlercreutz%20%281821-1880%29.jpg
i-2c9rVAoZGjLhTDcwaorNo9,http://commons.wikimedia.org/wiki/Special:FilePath/Niklas%20Karlsson.jpg
i-2cnJx4mhacW8chNFTQpsG2,http://commons.wikimedia.org/wiki/Special:FilePath/Edward%20Larson%201867%20SPA%20%28cropped%29.jpg
i-2dY1SGv8Hf9ixu6QkJdDsP,http://commons.wikimedia.org/wiki/Special:FilePath/Theodor%20af%20Ekenstam%20SPA3%20%28cropped%29.jpg
i-2df2xZBhrGFQtv1eBMHDtu,http://commons.wikimedia.org/wiki/Special:FilePath/Sten%20K%C3%A4llenius%20SPA%20%28cropped%29.jpg
i-2eSXk1Vkv7uy5sKwa29vbf,http://commons.wikimedia.org/wiki/Special:FilePath/Einar%20Vilhelm%20Robert%20Dahl%20%281904-1979%29%20portrait.jpg
i-2ecW5cyGVGYBknd3U9yN1Y,http://commons.wikimedia.org/wiki/Special:FilePath/Olof%20Olsson%201830%20SPA%20%28cropped%29.jpg
i-2ehtmACUZPNJMNnS5o3dYB,http://commons.wikimedia.org/wiki/Special:FilePath/Gerhard%20Lagerstr%C3%A5le%201904.jpg
i-2f68PZTku6uz8VKADy2Dk9,http://commons.wikimedia.org/wiki/Special:FilePath/Ecklmin%20NLA%20Claeson%201959.JPG
i-2fr3vB32hz5Z6xAxeRqads,http://commons.wikimedia.org/wiki/Special:FilePath/Martin%20%C3%85dahl%202018%20001.jpg
i-2gBVxM8igvS4RQ1T5GE8Qp,http://commons.wikimedia.org/wiki/Special:FilePath/Johan%20Igel%201855%20SPA%20%28cropped%29.jpg
i-2gFz918CyUZkTuGwyS9VJt,http://commons.wikimedia.org/wiki/Special:FilePath/Harald%20Str%C3%B6m%201836%20SPA%20%28cropped%29.jpg
i-2gVYhZWa58g5m2RXWT7M2K,http://commons.wikimedia.org/wiki/Special:FilePath/Carl%20Ossian%20Kjellberg%201963.JPG
i-2ggBvfkHRn3s8FvFEPLxjs,http://commons.wikimedia.org/wiki/Special:FilePath/Agne%20Hansson%2C%20Sverige%20%28Bilden%20ar%20tagen%20vid%20Nordiska%20radets%20session%20i%20Oslo%2C%202003%29.jpg
i-2gvrXtH5sAT9PgXsCVpQSW,http://commons.wikimedia.org/wiki/Special:FilePath/Jarl%20Hjalmarson%201959.JPG
i-2hfMSTsSUKSgHWaXH2bxMc,http://commons.wikimedia.org/wiki/Special:FilePath/August%20Tamm%20SPA%20%28cropped%29.jpg
i-2idvkVsaizPjHffjy7Fqpg,http://commons.wikimedia.org/wiki/Special:FilePath/Helmer%20Hedstr%C3%B6m%201873%20SPA%20%28cropped%29.jpg
i-2iv2nn2jyQ2zuGPcP4w62p,http://commons.wikimedia.org/wiki/Special:FilePath/Lars%20Alvin%20SPA%20%28cropped%29.jpg
i-2jDQuhvFoLEMg5TXt8wPgR,http://commons.wikimedia.org/wiki/Special:FilePath/Johannes%20Jonson%20SPA%201%20%28cropped%29.jpg
i-2jDvJSMx2FdCk8pZegcj1o,http://commons.wikimedia.org/wiki/Special:FilePath/Oscar%20Stackelberg%20Idun%201891%2C%20nr%2024.jpg
i-2kBxj9K56e436Bc1ZLBqtp,http://commons.wikimedia.org/wiki/Special:FilePath/Karl%20Sandeg%C3%A5rd.JPG
i-2kLR1QFBRK4TzA8EaYwdB4,http://commons.wikimedia.org/wiki/Special:FilePath/Edvard%20Svensson%20SPA%20%28cropped%29.jpg
i-2kXWA54DYtEaQ9G6hutqL8,http://commons.wikimedia.org/wiki/Special:FilePath/Samuel%20Larsson%20SPA3%20%28cropped%29.jpg
i-2mWi9vtkPfa94zF2iziK1h,http://commons.wikimedia.org/wiki/Special:FilePath/Henning%20Nilsson%20SPA%20%28cropped%29.jpg
i-2myDq8jven5AQJys1pxuxQ,http://commons.wikimedia.org/wiki/Special:FilePath/Johan%20Larsson%201877%20SPA10.jpg
i-2p8ymXYjHPTSuKVZSU7E3o,http://commons.wikimedia.org/wiki/Special:FilePath/Gustav%20Lundgren%20SPA%20%28cropped%29.jpg
i-2pEgGvjfozTyRxyzmLZFo2,http://commons.wikimedia.org/wiki/Special:FilePath/Svante%20Lundkvist%20SPA.jpg
i-2pS6NnNWBF8o836MN5u48Z,http://commons.wikimedia.org/wiki/Special:FilePath/Georg%20Engstr%C3%B6m%201927.jpg
i-2phsMxb358E6BizcJsgiPa,http://commons.wikimedia.org/wiki/Special:FilePath/Tekniska%20museets%20invigning.jpg
i-2qpXYDWyLKFhrmxJnaW7rv,http://commons.wikimedia.org/wiki/Special:FilePath/Albert%20Forsell%20SPA%20%28cropped%29.jpg
i-2s4LCeKYMJUyy8FKE3ewMN,http://commons.wikimedia.org/wiki/Special:FilePath/Lena.emilsson.riksmotet2016.16d759.1810520.jpg
i-2t9Vp7JX4pqR6fx9wurVt3,http://commons.wikimedia.org/wiki/Special:FilePath/Otto%20Larsson%20SPA%2011%20%28cropped%29.jpg
i-2tbdBcby74PFaeUyCBPwWD,http://commons.wikimedia.org/wiki/Special:FilePath/Helmer%20molander.jpg
i-2uUNwmjsyRbGEqGQmTMGoq,http://commons.wikimedia.org/wiki/Special:FilePath/Hjalmar%20Nystr%C3%B6m%201908%20SPA%20%28cropped%29.jpg
i-2vPqRXUJK7sLEawPeFYaLa,http://commons.wikimedia.org/wiki/Special:FilePath/Axel%20Ekman%201916.jpg
i-2vQMFNG74R6NrMhiffezmV,http://commons.wikimedia.org/wiki/Special:FilePath/Johan%20Nordenfalk%20001.jpg
i-2vSoREUgDMM9du3oZhTyJR,http://commons.wikimedia.org/wiki/Special:FilePath/Lars%20Sch%C3%B6tt%20SPA%20%28cropped%29.jpg
i-2vjWAoBmHUpzL6KdsLKNbq,http://commons.wikimedia.org/wiki/Special:FilePath/August%20Zotterman%20SPA7%20%28cropped%29.jpg
i-2wqSLYX3KMpYHr9NReDRzj,http://commons.wikimedia.org/wiki/Special:FilePath/Lennart.Geijer.JPG
i-2x28CSiBB3LbhjSkT1J5Jb,http://commons.wikimedia.org/wiki/Special:FilePath/Andreas%20Grill%201827%20SPA%20%28cropped%29.jpg
i-2y76R6jyD6SNKpRXZGGxYL,http://commons.wikimedia.org/wiki/Special:FilePath/Pauli%2C%20Ivan%20ur%20Ernst%20Wigforss%20memoarer.jpg
i-2ya2ujgKEjMbhqb1vJagr2,http://commons.wikimedia.org/wiki/Special:FilePath/Oscar%20Ericson%20portrait.tiff
i-2yc9m3kiBMJuGQ8cRJzAWw,http://commons.wikimedia.org/wiki/Special:FilePath/Thure%20Ekelund%20SPA%20%28cropped%29.jpg
i-2ze5QGGJAsCoqCn8nthhnj,http://commons.wikimedia.org/wiki/Special:FilePath/Erik%20Adamsson%20SPA%20%28cropped%29.jpg
i-2znEKaD4eMJ4P3uwZJCRrN,http://commons.wikimedia.org/wiki/Special:FilePath/Gustaf%20Sundberg%20SPA%20%28cropped%29.jpg
i-3139LqaoEDPArxpLRyxXT8,http://commons.wikimedia.org/wiki/Special:FilePath/Ernst%20Hage%20SPA%20%28cropped%29.jpg
i-316hzMDj6JzHA4r8GYm381,http://commons.wikimedia.org/wiki/Special:FilePath/Annie%20Wallentheim%20SPA%20%28cropped%29.jpg
i-31Q457DWEnbThb8ttXTacq,http://commons.wikimedia.org/wiki/Special:FilePath/Nils%20Holmstr%C3%B6m%201884%20SPA%20%28cropped%29.jpg
i-31sonYbqDRNDqVat7sRoJx,http://commons.wikimedia.org/wiki/Special:FilePath/Anton%20Svensson%201876%20SPA%20%28cropped%29.jpg
i-31zN39xumu2faEuBMxwB3B,http://commons.wikimedia.org/wiki/Special:FilePath/Signe%20Linderoth%201909%20SPA%20%28cropped%29.jpg
i-3239bKsvfTAEYyph4128h5,http://commons.wikimedia.org/wiki/Special:FilePath/Per%20Persson%201884%20SPA5%20%28cropped%29.jpg
i-33FPZeFzgAhBMq7wzR6Vq9,http://commons.wikimedia.org/wiki/Special:FilePath/Anders%20Andersson%20Nyckelby.jpg
i-33NyqMNjzDHeZyWFbFruFj,http://commons.wikimedia.org/wiki/Special:FilePath/Gustaf%20Johansson%201864%20SPA%20%28cropped%29.jpg
i-33ptDVYeHudF86ka8rpjpy,http://commons.wikimedia.org/wiki/Special:FilePath/Emil%20Albin%20Smith.png
i-34ChUtN9THfcprDiXTTCyF,http://commons.wikimedia.org/wiki/Special:FilePath/Severin%20L%C3%B6wenhielm%20SPA%20%28cropped%29.jpg
i-34FRvyXQKUigF3Qr9AwKJe,http://commons.wikimedia.org/wiki/Special:FilePath/Bodil%20Ceballos%20portr%C3%A4tt%20%282008%29.jpg
i-34QhxUMskSZttM6WAtP9fu,http://commons.wikimedia.org/wiki/Special:FilePath/Gustaf%20Stierneld%20SPA%20%28cropped%29.jpg
i-34rT6BP1drc785SNXKKW3g,http://commons.wikimedia.org/wiki/Special:FilePath/Selim%20Heijkenskj%C3%B6ld.jpg
i-35UuBmVbY5NHVF9pkhut8B,http://commons.wikimedia.org/wiki/Special:FilePath/Anders%20Patrik%20Hylander%201838%20SPA%20%28cropped%29.jpg
i-35xJbKo6VkrJQSnGvrd9Vj,http://commons.wikimedia.org/wiki/Special:FilePath/Johan%20August%20Gripenstedt.jpg
i-3696oVKriehw68Akbp9JnA,http://commons.wikimedia.org/wiki/Special:FilePath/Tony%20Wiklander.jpg
i-36hvfXkssW8r8Ucv2BZUPd,http://commons.wikimedia.org/wiki/Special:FilePath/Torsten%20Str%C3%B6m%201885%20SPA%20%28cropped%29.jpg
i-36nyxqA7w17acL7s97ha3p,http://commons.wikimedia.org/wiki/Special:FilePath/Mikael%20Dahlqvist.jpg
i-37qgHWj8Zd858MSWDhN8Zo,http://commons.wikimedia.org/wiki/Special:FilePath/Liss%20Olof%20Larsson.jpg
i-386LRWBHC98Hi4hRApYcfb,http://commons.wikimedia.org/wiki/Special:FilePath/Carl%20Hammarstr%C3%B6m%201842%20SPA%20%28cropped%29.jpg
i-38fof3HHcr7gkdu1y3sCPK,http://commons.wikimedia.org/wiki/Special:FilePath/Christina%20Rogestam.jpg
i-38jBhirK3Q2WpsVMafAn24,http://commons.wikimedia.org/wiki/Special:FilePath/Hanna%20Wester%C3%A9n%202020.jpg
i-39LDPyv9DGid3mVz3CfdDJ,http://commons.wikimedia.org/wiki/Special:FilePath/Per%20Albert%20Bergstr%C3%B6m%201869%20SPA4%20%28cropped%29.jpg
i-3AJzwm9j6UU8XMvjBy9XjF,http://commons.wikimedia.org/wiki/Special:FilePath/Klas%20Hugo%20Bergendahl%20SPA6%20%28cropped%29.jpg
i-3AeBsdJ7MhuLFhPbK13WZp,http://commons.wikimedia.org/wiki/Special:FilePath/Marie%20Nicholson%20%28M%29.jpg
i-3BxiLA2EHsxhAJCbe4ow2J,http://commons.wikimedia.org/wiki/Special:FilePath/Karl%20Thun%201898%20SPA2.jpg
i-3BzZTfoTmKWciTnZwiHZVs,http://commons.wikimedia.org/wiki/Special:FilePath/Allan%20Andersson%20SPA%20%28cropped%29.jpg
i-3C2pZzS1wYjgNMiss84Dyp,http://commons.wikimedia.org/wiki/Special:FilePath/Gustaf%20Broom%C3%A9%201853%20SPA2%20%28cropped%29.jpg
i-3ChvFB2zr9iHy1ZRMn1Ban,http://commons.wikimedia.org/wiki/Special:FilePath/Ingemar%20Mundebo.JPG
i-3D7Cfk47LUcjbeGff3k8fV,http://commons.wikimedia.org/wiki/Special:FilePath/Felix%20Hamrin%20-%20Sveriges%20styresm%C3%A4n.jpg
i-3DDoYTCpo7HVFudY6xvwJu,http://commons.wikimedia.org/wiki/Special:FilePath/Karin%20Kihlman%201890%20SPA%20%28cropped%29.jpg
i-3DJzbhf3kpR3QgMGxxJp5p,http://commons.wikimedia.org/wiki/Special:FilePath/Bengt-Olof%20Thyl%C3%A9n%20SPA.jpg
i-3DKytmgpnLCJYb8hSjHGUm,http://commons.wikimedia.org/wiki/Special:FilePath/Civilmin%20A%20Bergstr%C3%B6m%201913.JPG
i-3DLEKns8xgJB66t2ZrR5T6,http://commons.wikimedia.org/wiki/Special:FilePath/Fabian%20M%C3%A5nsson.jpg
i-3DLisaaacX2hPraEjPVMsW,http://commons.wikimedia.org/wiki/Special:FilePath/KnutWallenberg.jpg
i-3DWSnpybmuEV7TrhwjK4Sm,http://commons.wikimedia.org/wiki/Special:FilePath/Fredrik%20Johanson%201853%20SPA%20%28cropped%29.jpg
i-3ESxygPf8xSDBdUjnTaZ9K,http://commons.wikimedia.org/wiki/Special:FilePath/Johan%20Ingvarsson%201877%20SPA%20%28cropped%29.jpg
i-3EUWtiFaSbYYtaTDEAR9RS,http://commons.wikimedia.org/wiki/Special:FilePath/Frans%20Malmberg%201816%20SPA%20%28cropped%29.jpg
i-3F1eUNkWXaMuYwB6Z4eGSH,http://commons.wikimedia.org/wiki/Special:FilePath/Hjalmar%20Gustafson%20SPA12%20%28cropped%29.jpg
i-3FKCQLWhQSy2w2ni3aTU9M,http://commons.wikimedia.org/wiki/Special:FilePath/Peter%20Petersson%201809%20SPA%20%28cropped%29.jpg
i-3FSs4wVDP5BUGhdcBZEhUo,http://commons.wikimedia.org/wiki/Special:FilePath/Carl%20Collander%201838%20SPA%20%28cropped%29.jpg
i-3FUZpwdM2vfsfx1xv9BrMk,http://commons.wikimedia.org/wiki/Special:FilePath/Kristina%20Persson.jpg
i-3FXDiNFhMaD2xtLwqRVLbs,http://commons.wikimedia.org/wiki/Special:FilePath/Svante%20Kvarnzelius%201864%20SPA5%20%28cropped%29.jpg
i-3FZHxgo9GniUc1FF973iHh,http://commons.wikimedia.org/wiki/Special:FilePath/Ragnar%20Barnekow%20SPA%20%28cropped%29.jpg
