wiki_id,alias
Q6201867,Söderdahl i Visby
Q6201926,Söderhielm i Långvind
Q6202617,Sörensson i Frillestad
Q6203642,Tamm i Österby
Q6203659,Tamm i Malstanäs
Q6203671,Tamm i Fånö
Q6203708,Tamm i Söderfors
Q6204633,Taube i Stockholm
Q6205893,Tengdahl i Stockholm
Q6205893,Tengdahl i Äppelviken
Q6206359,Tersmeden i Ramnäs
Q6206436,Tersmeden i Ramnäs
Q6206558,Testrup i Kristianstad
Q6206825,Tham i Susegården
Q6206830,Tham i Stockholm
Q6206899,Thapper i Finspång
Q6206951,Thavenius i Ulricehamn
Q6207127,Thelin i Växjö
Q6207468,Thermænius i Hallsberg
Q6208470,Thomasson i Lund
Q6208962,Thor i Nedansjö
Q6208999,Thorburn i Uddevalla
Q6209055,Thore i Göteborg
Q6209474,Thorsson i Ystad
Q6209652,Thulin i Stocksund
Q6209752,Thun i Enköping
Q6210181,Thyrén i Lund
Q6212098,Tjällgren i Tjäll
Q6213407,Torelius i Stoclholm
Q6213695,Andersson i Torngård
Q6213719,Tornérhjelm i Vrams Gunnarstorp
Q6213725,Tornérhjelm i Helsingborg
Q6213725,Tornérhjelm i Vrams Gunnarstorp
Q6214703,Trana i Valö
Q6214748,Tranchell i Landskrona
Q6214857,Trapp i Helsingborg
Q6215406,Troedsson i Bjärnum
Q6215514,von Troil i Malmö
Q6215599,Trolle i Klågerup
Q6215604,Trolle i Fulltofta
Q6215643,Trolle i Trollenäs
Q6215663,Bonde i Trolleholm
Q6218073,Törnebladh i Kalmar
Q6218073,Törnebladh i Stockholm
Q6218236,Törngren i Göteborg
Q6218297,Törnkvist i Göteborg
Q6218297,Törnkvist i Karlskrona
Q6218303,Törnkvist i Bjuv
Q6218850,af Ugglas i Linköping
Q6218850,af Ugglas i Stockholm
Q6218856,af Ugglas i Forsmark
Q6218962,Uhr i Mörby
Q6218962,Uhr i Svenstorp
Q6219205,Ulfsparre af Broxvik i Nygård
Q6221082,Vahlquist i Skänninge
Q6221089,Vahlstedt i Hovare
Q6221089,Vahlstedt i Sävare
Q6222931,Vasseur i Nora gård
Q6223367,Velander i Sundsvall
Q6223681,Vennersten i Borås
Q6223681,Vennersten i Stockholm
Q6224947,Andersson i Mamre
Q6224947,Andersson i Vigelsbo
Q6225117,Viklund i Hortlax
Q6225730,Vindahl i Örebro
Q6227324,Vrang i Falköping
Q6227559,Vult von Steyern i Sviestad
Q6227721,Västberg i Sundsvall
Q6227721,Västberg i Åkeshov
Q6227918,Wachtmeister af Johannishus i Vanås
Q6227924,Wachtmeister af Johannishus i Karlskrona
Q6227966,Wachtmeister af Johannishus i Kristineholm
Q6228008,Wachtmeister af Johannishus i Johannishus
Q6228020,Wachtmeister af Johannishus
Q6228020,Wachtmeister af Johannishus i Wambåsa
Q6228037,Wachtmeister af Johannishus i Stockholm
Q6228042,Wachtmeister af Johannishus i Strömbergs bruk
Q6228276,Wærn i Göteborg
Q6228276,Wærn i Steneby
Q6228276,Wærn i Stockholm
Q6228311,Wærn i Billingsfors
Q6228340,Wagenius i Ström
Q6228533,Wagnsson i Kalmar
Q6228533,Wagnsson i Oskarshamn
Q6228959,Wahlmark i Uppsala
Q6229516,Waldén i Landskrona
Q6229559,Waldenström i Visby
Q6229600,Waldenström i Gävle
Q6229600,Waldenström i Stockholm
Q6229764,Walin i Oskarshamn
Q6230338,Wallberg i Halmstad
Q6230349,Wallberg i Heagård
Q6230402,Walldén i Stockholm
Q6230552,Wallenberg i Stockholm
Q6230672,Wallenius i Svaneberg
Q6230894,Wallerius i Hjärtum
Q6230970,Walles i Sundsvall
Q6231275,Wallin i Sätra bruk
Q6231327,Wallis i Stockholm
Q6232255,Warberg i Karlstad
Q6232377,Ward i Norrköping
Q6233433,Wavrinsky i Stockholm
Q6233433,Wavrinsky i Stocksund
Q6235028,Welander i Östersund
Q6235195,Wellander i Nyköping
Q6235646,Wendt i Borås
Q6235736,Werner i Svartsjö
Q6235750,Wengberg i Ystad
Q6236518,Werner i Hultsfred
Q6237414,Wester i Håkanbol
Q6237662,Westerdahl i Kusta
Q6237674,Westerdal i Strömsberg
Q6237953,Westerström i Riksten
Q6238086,Westin i Hagsta
Q6238249,Westlund i Kvarsätt
Q6238370,Westman i Broby
Q6239641,Wiberg i Malmö
Q6239811,Wickman i Stockholm
Q6239905,Wickström i Östersund
Q6240013,Widell i Marstrand
Q6240025,Widell i Stockholm
Q6240050,Widén i Norum
Q6240063,Widén i Nyköping
Q6240063,Widén i Östersund
Q6240068,Widén i Härnösand
Q6240290,Widlund i Jönköping
Q6240370,Widmark i Falun
Q6240370,Widmark i Ljusdal
Q6240664,Wieselgren i Göteborg
Q6240664,Wieselgren i Stockholm
Q6240962,Wijk i Göteborg
Q6240973,Wijk i Domö
Q6240991,Wijk i Göteborg
Q6241003,Wijkander i Göteborg
Q6241030,Wijkander i Karlstad
Q6241036,Wijkander i Göteborg
Q6241097,Wijkström i Marieholm
Q6241288,Wiklund I Brattfors
Q6241518,Wikström i Jörn
Q6241518,Wikström i Skellefteå
Q6241544,Wikström i Trossnäs
Q6241671,Wikström i Söderhamn
Q6243408,Wilson i Söderhamn
Q6245444,Witthoff i Araskoga
Q6247005,Wrangel von Brehmer i Hyby
Q6247175,Wrede af Elimä i Kristianstad
Q6247325,Wretlind i Göteborg
Q6247325,Wretlind i Stockholm
Q6248361,Wåhlin i Arboga
Q6252260,Zetterstrand i Norrköping
Q6252318,Zetterström i Oxelösund
Q6253026,Zimdahl i Brännan
Q6253724,Zotterman i Vadstena
Q6254570,Åberg i Hässelby
Q6254689,Åbergsson i Stockholm
Q6255057,Åkerberg i Örebro
Q6255065,Åkerberg i Knistad
Q6255169,Åkerhielm af Blombacka i Högfors
Q6255176,Åkerhielm af Blombacka i Stockholm
Q6255248,Åkerlund i Lovisedal
Q6255248,Åkerlund i Norra Järsjö
Q6255268,Åkerlund i Lidingö
Q6255333,Åkerman i Halmstad
Q6255333,Åkerman i Strömstad
Q6255378,Åkerman i Stockholm
Q6255378,Åkerman i Västerås
Q6255431,Åkerman i Stockholm
Q6255597,Åkesson i Raskarum
Q6255649,Åkesson i Raskarum
Q6255795,Åqvist i Örebro
Q6255943,Åslin i Holm
Q6255950,Åsling i Trångsviken
Q6256023,Åström i Degerfors
Q6256046,Åström i Hagalund
Q6256173,Öberg i Domsjö
Q6256250,Öberg i Landskrona
Q6256437,Ödlund i Gävle
Q6256457,Ödman i Fiskebäckskil
Q6256634,Öhlin i Tollsta
Q6256712,Öhman i Stockholm
Q6256726,Öhman i Malmö
Q6256787,Öhngren i Örnsköldsvik
Q6256938,Öhvall i Bergnäset
Q6257002,Ölander i Sundsvall
Q6257063,Öman i Stockholm
Q6257291,Örne i Stockholm
Q6257423,Örtqvist i Gräsmark
Q6257444,Örwall i Skärblacka
Q6257544,Östberg i Brantshammar
Q6257544,Östberg i Stockholm
Q6257544,Östberg i Tureberg
Q6257562,Östberg i Stockholm
Q6257694,Österberg i Eskilstuna
Q6257694,Österberg i Nyköping
Q6257757,Österdahl i Visby
Q6257773,Östergren i Stockholm
Q6257830,Östergren i Karlskrona
Q6257968,Österström i Härnösand
Q6258065,Östling i Ljusdal
Q6258079,Östling i Linköping
Q6258086,Östling i Valbo
Q6258118,Östlund i Myckle
Q6258229,Östman i Ry
Q6258258,Östrand i Avesta
Q6298643,"Johanson i Gäre, Carl"
Q6306988,Lindskog i Lund
Q6314748,Nilsson i Äspö
Q6318945,Pettersson i Bjälbo
Q6326219,Sehlstedt i Eskilstuna
Q6326219,Sehlstedt i Nyköping
Q6327757,Sjöberg i Stockholm
Q6327765,Sjöberg i Bodaryd
Q6331605,Svedberg i Stockholm
Q6331764,Svensson i Betingetorp
Q6333858,Thylander i Malmö
Q6336122,Vahlin i Falun
Q6340875,Wistrand i Stockholm
Q6343614,Åqvist i Örebro
Q6343736,Ödmansson i Landskrona
Q6343965,Östrand i Söderhamn
Q707581,Bengtsson i Varberg
Q727985,Gripenstedt i Nynäs
Q728197,Sundman i Vaxholm
Q731379,Odhner i Stockholm
Q764239,Blanche i Stockholm
Q791977,Adlercreutz i Malmö
Q93861211,Ahlin i Kalmar
Q940865,Linderot i Stockholm
Q95987515,Asklöf i Hageby
Q96097384,Cederström i Högnalöv
Q96210772,Tonning i Hammarlöv
Q96758042,Ahlgren i Stora Steken
Q97386321,Andersson i Eskilstorp
Q98266297,Kinmanson i Stockholm
Q99292766,Carlson i Alfhöjd
Q99292766,Carlson i Karlshamn
Q99292766,Carlson i Mölndal
