wiki_id,start,end,district,role,party,source,chamber,government,born,dead,gender,riksdagen_id,location,name,primary_name,party_abbrev,person_id
Q5972050,1940-01-01,1948-12-31,,förste vice talman,,speaker,2,,1877-12-17,1961-02-24,man,,Skövde,magnusson,False,,Q5972050
Q5975041,1867-01-01,1872-12-31,,vice talman,,speaker,2,,1809-11-27,1888-01-05,man,,Värnanäs,carl axel mannerskantz,True,,Q5975041
Q5975041,1867-01-01,1872-12-31,,vice talman,,speaker,2,,1809-11-27,1888-01-05,man,,Värnanäs,mannerskantz,False,,Q5975041
Q6009015,1923-01-01,1924-12-31,,förste vice talman,,speaker,2,,1862-02-13,1925-09-17,man,,Örebro,ea nilson,False,,Q6009015
Q6009015,1923-01-01,1924-12-31,,förste vice talman,,speaker,2,,1862-02-13,1925-09-17,man,,Örebro,erik agabus nilson,False,,Q6009015
Q6009015,1923-01-01,1924-12-31,,förste vice talman,,speaker,2,,1862-02-13,1925-09-17,man,,Örebro,erik nilson,True,,Q6009015
Q6009015,1923-01-01,1924-12-31,,förste vice talman,,speaker,2,,1862-02-13,1925-09-17,man,,Örebro,erik nilsson,False,,Q6009015
Q6009015,1923-01-01,1924-12-31,,förste vice talman,,speaker,2,,1862-02-13,1925-09-17,man,,Örebro,nilsson,False,,Q6009015
Q6010330,1953-01-01,1957-12-31,,talman,Socialdemokraterna,speaker,2,,1900-09-23,1977-12-18,man,,Karlstad,gustaf nilsson,True,S,Q6010330
Q6010330,1953-01-01,1957-12-31,,talman,Socialdemokraterna,speaker,2,,1900-09-23,1977-12-18,man,,Karlstad,gustaf valdemar nilsson,False,S,Q6010330
Q6010330,1953-01-01,1957-12-31,,talman,Socialdemokraterna,speaker,2,,1900-09-23,1977-12-18,man,,Karlstad,gustaf waldemar nilsson,False,S,Q6010330
Q6010330,1953-01-01,1957-12-31,,talman,Socialdemokraterna,speaker,2,,1900-09-23,1977-12-18,man,,Karlstad,nilsson,False,S,Q6010330
Q6010330,1953-01-01,1957-12-31,,talman,Socialdemokraterna,speaker,2,,1900-09-23,1977-12-18,man,,Kristinehamn,gustaf nilsson,True,S,Q6010330
Q6010330,1953-01-01,1957-12-31,,talman,Socialdemokraterna,speaker,2,,1900-09-23,1977-12-18,man,,Kristinehamn,gustaf valdemar nilsson,False,S,Q6010330
Q6010330,1953-01-01,1957-12-31,,talman,Socialdemokraterna,speaker,2,,1900-09-23,1977-12-18,man,,Kristinehamn,gustaf waldemar nilsson,False,S,Q6010330
Q6010330,1953-01-01,1957-12-31,,talman,Socialdemokraterna,speaker,2,,1900-09-23,1977-12-18,man,,Kristinehamn,nilsson,False,S,Q6010330
Q6010694,1937-01-01,1955-12-31,,talman,,speaker,1,,1873-08-21,1963-03-15,man,,Kristianstad,johan nilsson,False,,Q6010694
Q6010694,1937-01-01,1955-12-31,,talman,,speaker,1,,1873-08-21,1963-03-15,man,,Kristianstad,johan nilsson,True,,Q6010694
Q6010694,1937-01-01,1955-12-31,,talman,,speaker,1,,1873-08-21,1963-03-15,man,,Kristianstad,nilsson,False,,Q6010694
Q6010694,1937-01-01,1955-12-31,,talman,,speaker,1,,1873-08-21,1963-03-15,man,,Skottlandshus,johan nilsson,False,,Q6010694
Q6010694,1937-01-01,1955-12-31,,talman,,speaker,1,,1873-08-21,1963-03-15,man,,Skottlandshus,johan nilsson,True,,Q6010694
Q6010694,1937-01-01,1955-12-31,,talman,,speaker,1,,1873-08-21,1963-03-15,man,,Skottlandshus,nilsson,False,,Q6010694
Q6011346,1921-01-01,1928-12-31,,andre vice talman,Socialdemokraterna,speaker,1,,1867-03-26,1952-12-20,man,,Kabbarp,august nilsson,True,S,Q6011346
Q6011346,1921-01-01,1928-12-31,,andre vice talman,Socialdemokraterna,speaker,1,,1867-03-26,1952-12-20,man,,Kabbarp,nils august nilsson,False,S,Q6011346
Q6011346,1921-01-01,1928-12-31,,andre vice talman,Socialdemokraterna,speaker,1,,1867-03-26,1952-12-20,man,,Kabbarp,nilsson,False,S,Q6011346
Q6011346,1921-01-01,1928-12-31,,andre vice talman,Socialdemokraterna,speaker,1,,1867-03-26,1952-12-20,man,,Malmö,august nilsson,True,S,Q6011346
Q6011346,1921-01-01,1928-12-31,,andre vice talman,Socialdemokraterna,speaker,1,,1867-03-26,1952-12-20,man,,Malmö,nils august nilsson,False,S,Q6011346
Q6011346,1921-01-01,1928-12-31,,andre vice talman,Socialdemokraterna,speaker,1,,1867-03-26,1952-12-20,man,,Malmö,nilsson,False,S,Q6011346
Q6011346,1929-01-01,1930-12-31,,förste vice talman,Socialdemokraterna,speaker,1,,1867-03-26,1952-12-20,man,,Kabbarp,august nilsson,True,S,Q6011346
Q6011346,1929-01-01,1930-12-31,,förste vice talman,Socialdemokraterna,speaker,1,,1867-03-26,1952-12-20,man,,Kabbarp,nils august nilsson,False,S,Q6011346
Q6011346,1929-01-01,1930-12-31,,förste vice talman,Socialdemokraterna,speaker,1,,1867-03-26,1952-12-20,man,,Kabbarp,nilsson,False,S,Q6011346
Q6011346,1929-01-01,1930-12-31,,förste vice talman,Socialdemokraterna,speaker,1,,1867-03-26,1952-12-20,man,,Malmö,august nilsson,True,S,Q6011346
Q6011346,1929-01-01,1930-12-31,,förste vice talman,Socialdemokraterna,speaker,1,,1867-03-26,1952-12-20,man,,Malmö,nils august nilsson,False,S,Q6011346
Q6011346,1929-01-01,1930-12-31,,förste vice talman,Socialdemokraterna,speaker,1,,1867-03-26,1952-12-20,man,,Malmö,nilsson,False,S,Q6011346
Q6011618,1921-01-01,1931-12-31,,andre vice talman,,speaker,2,,1865-06-29,1933-11-11,man,,Bonarp,nilsson,False,,Q6011618
Q6011618,1921-01-01,1931-12-31,,andre vice talman,,speaker,2,,1865-06-29,1933-11-11,man,,Bonarp,per nilsson,False,,Q6011618
Q6011618,1921-01-01,1931-12-31,,andre vice talman,,speaker,2,,1865-06-29,1933-11-11,man,,Bonarp,per nilsson,True,,Q6011618
Q6011618,1931-01-01,1932-12-31,,förste vice talman,,speaker,2,,1865-06-29,1933-11-11,man,,Bonarp,nilsson,False,,Q6011618
Q6011618,1931-01-01,1932-12-31,,förste vice talman,,speaker,2,,1865-06-29,1933-11-11,man,,Bonarp,per nilsson,False,,Q6011618
Q6011618,1931-01-01,1932-12-31,,förste vice talman,,speaker,2,,1865-06-29,1933-11-11,man,,Bonarp,per nilsson,True,,Q6011618
Q6011953,1887-01-01,1888-12-31,,vice talman,,speaker,2,,1831-11-04,1891-11-04,man,,Everöd,nilsson,False,,Q6011953
Q6011953,1887-01-01,1888-12-31,,vice talman,,speaker,2,,1831-11-04,1891-11-04,man,,Everöd,sven nilsson,False,,Q6011953
Q6011953,1887-01-01,1888-12-31,,vice talman,,speaker,2,,1831-11-04,1891-11-04,man,,Everöd,sven nilsson,True,,Q6011953
Q6022267,1916-01-01,1918-12-31,,vice talman,,speaker,1,,1847-12-21,1938-02-15,man,,Enskede,albrecht theodor odelberg,False,,Q6022267
Q6022267,1916-01-01,1918-12-31,,vice talman,,speaker,1,,1847-12-21,1938-02-15,man,,Enskede,odelberg,False,,Q6022267
Q6022267,1916-01-01,1918-12-31,,vice talman,,speaker,1,,1847-12-21,1938-02-15,man,,Enskede,theodor odelberg,True,,Q6022267
Q6026474,1949-01-01,1956-12-31,,andre vice talman,,speaker,2,,1885-01-05,1974-08-03,man,,Mora,anders olsson,False,,Q6026474
Q6026474,1949-01-01,1956-12-31,,andre vice talman,,speaker,2,,1885-01-05,1974-08-03,man,,Mora,anders olsson,True,,Q6026474
Q6026474,1949-01-01,1956-12-31,,andre vice talman,,speaker,2,,1885-01-05,1974-08-03,man,,Mora,olsson,False,,Q6026474
Q6026474,1949-01-01,1956-12-31,,andre vice talman,,speaker,2,,1885-01-05,1974-08-03,man,,Morastrand,anders olsson,False,,Q6026474
Q6026474,1949-01-01,1956-12-31,,andre vice talman,,speaker,2,,1885-01-05,1974-08-03,man,,Morastrand,anders olsson,True,,Q6026474
Q6026474,1949-01-01,1956-12-31,,andre vice talman,,speaker,2,,1885-01-05,1974-08-03,man,,Morastrand,olsson,False,,Q6026474
Q6027656,1931-01-01,1939-12-31,,förste vice talman,Socialdemokraterna,speaker,1,,1872-06-18,1939-12-18,man,,Göteborg,hedna olle,False,S,Q6027656
Q6027656,1931-01-01,1939-12-31,,förste vice talman,Socialdemokraterna,speaker,1,,1872-06-18,1939-12-18,man,,Göteborg,olof olsson,False,S,Q6027656
Q6027656,1931-01-01,1939-12-31,,förste vice talman,Socialdemokraterna,speaker,1,,1872-06-18,1939-12-18,man,,Göteborg,olof olsson,True,S,Q6027656
Q6027656,1931-01-01,1939-12-31,,förste vice talman,Socialdemokraterna,speaker,1,,1872-06-18,1939-12-18,man,,Göteborg,olsson,False,S,Q6027656
Q6027656,1931-01-01,1939-12-31,,förste vice talman,Socialdemokraterna,speaker,1,,1872-06-18,1939-12-18,man,,Göteborg,olsson med håret,False,S,Q6027656
Q6027656,1931-01-01,1939-12-31,,förste vice talman,Socialdemokraterna,speaker,1,,1872-06-18,1939-12-18,man,,Stockholm,hedna olle,False,S,Q6027656
Q6027656,1931-01-01,1939-12-31,,förste vice talman,Socialdemokraterna,speaker,1,,1872-06-18,1939-12-18,man,,Stockholm,olof olsson,False,S,Q6027656
Q6027656,1931-01-01,1939-12-31,,förste vice talman,Socialdemokraterna,speaker,1,,1872-06-18,1939-12-18,man,,Stockholm,olof olsson,True,S,Q6027656
Q6027656,1931-01-01,1939-12-31,,förste vice talman,Socialdemokraterna,speaker,1,,1872-06-18,1939-12-18,man,,Stockholm,olsson,False,S,Q6027656
Q6027656,1931-01-01,1939-12-31,,förste vice talman,Socialdemokraterna,speaker,1,,1872-06-18,1939-12-18,man,,Stockholm,olsson med håret,False,S,Q6027656
Q6039716,1903-01-01,1908-12-31,,vice talman,Det förenade högerpartiet,speaker,2,,1845-09-03,1915-03-17,man,,Törneryd,pehr pehrson,False,,Q6039716
Q6039716,1903-01-01,1908-12-31,,vice talman,Det förenade högerpartiet,speaker,2,,1845-09-03,1915-03-17,man,,Törneryd,pehr pehrson,True,,Q6039716
Q6039716,1903-01-01,1908-12-31,,vice talman,Det förenade högerpartiet,speaker,2,,1845-09-03,1915-03-17,man,,Törneryd,pehrson,False,,Q6039716
Q6039716,1903-01-01,1908-12-31,,vice talman,,speaker,2,,1845-09-03,1915-03-17,man,,Törneryd,pehr pehrson,False,,Q6039716
Q6039716,1903-01-01,1908-12-31,,vice talman,,speaker,2,,1845-09-03,1915-03-17,man,,Törneryd,pehr pehrson,True,,Q6039716
Q6039716,1903-01-01,1908-12-31,,vice talman,,speaker,2,,1845-09-03,1915-03-17,man,,Törneryd,pehrson,False,,Q6039716
Q6042759,1913-01-01,1917-12-31,,vice talman,,speaker,2,,1850-03-10,1918-05-23,man,,Tällberg,daniel persson,False,,Q6042759
Q6042759,1913-01-01,1917-12-31,,vice talman,,speaker,2,,1850-03-10,1918-05-23,man,,Tällberg,daniel persson,True,,Q6042759
Q6042759,1913-01-01,1917-12-31,,vice talman,,speaker,2,,1850-03-10,1918-05-23,man,,Tällberg,persson,False,,Q6042759
Q6042759,1918-01-01,1918-03-08,,talman,,speaker,2,,1850-03-10,1918-05-23,man,,Tällberg,daniel persson,False,,Q6042759
Q6042759,1918-01-01,1918-03-08,,talman,,speaker,2,,1850-03-10,1918-05-23,man,,Tällberg,daniel persson,True,,Q6042759
Q6042759,1918-01-01,1918-03-08,,talman,,speaker,2,,1850-03-10,1918-05-23,man,,Tällberg,persson,False,,Q6042759
Q6080191,1876-01-01,1877-12-31,,vice talman,,speaker,1,,1816-10-13,1890-11-13,man,,Long,henrik rosensvärd,True,,Q6080191
Q6080191,1876-01-01,1877-12-31,,vice talman,,speaker,1,,1816-10-13,1890-11-13,man,,Long,johan henrik rosensvärd,False,,Q6080191
Q6080191,1876-01-01,1877-12-31,,vice talman,,speaker,1,,1816-10-13,1890-11-13,man,,Long,rosensvärd,False,,Q6080191
Q6085615,1890-01-01,1891-12-31,,talman,Första kammarens minoritetsparti,speaker,2,,1833-09-26,1901-10-23,man,,Härnösand,bror tolf gustaf ryding,False,,Q6085615
Q6085615,1890-01-01,1891-12-31,,talman,Första kammarens minoritetsparti,speaker,2,,1833-09-26,1901-10-23,man,,Härnösand,gustaf ryding,True,,Q6085615
Q6085615,1890-01-01,1891-12-31,,talman,Första kammarens minoritetsparti,speaker,2,,1833-09-26,1901-10-23,man,,Härnösand,ryding,False,,Q6085615
Q6151901,1957-01-01,1960-12-31,,andre vice talman,Folkpartiet,speaker,2,,1892-06-15,1968-06-11,man,,Skövde,malmborg,False,L,Q6151901
Q6151901,1957-01-01,1960-12-31,,andre vice talman,Folkpartiet,speaker,2,,1892-06-15,1968-06-11,man,,Skövde,oscar johan natanael malmborg,False,L,Q6151901
Q6151901,1957-01-01,1960-12-31,,andre vice talman,Folkpartiet,speaker,2,,1892-06-15,1968-06-11,man,,Skövde,oscar malmborg,True,L,Q6151901
Q6151901,1961-01-01,1964-12-31,,förste vice talman,Folkpartiet,speaker,2,,1892-06-15,1968-06-11,man,,Skövde,malmborg,False,L,Q6151901
Q6151901,1961-01-01,1964-12-31,,förste vice talman,Folkpartiet,speaker,2,,1892-06-15,1968-06-11,man,,Skövde,oscar johan natanael malmborg,False,L,Q6151901
Q6151901,1961-01-01,1964-12-31,,förste vice talman,Folkpartiet,speaker,2,,1892-06-15,1968-06-11,man,,Skövde,oscar malmborg,True,L,Q6151901
Q6173314,1961-01-01,1964-12-31,,andre vice talman,,speaker,2,,1895-10-03,1989-01-21,man,,Bratteberg,t g v seth,False,,Q6173314
Q6173314,1961-01-01,1964-12-31,,andre vice talman,,speaker,2,,1895-10-03,1989-01-21,man,,Bratteberg,torgil gabriel alexander von seth,False,,Q6173314
Q6173314,1961-01-01,1964-12-31,,andre vice talman,,speaker,2,,1895-10-03,1989-01-21,man,,Bratteberg,torgil von seth,True,,Q6173314
Q6173314,1961-01-01,1964-12-31,,andre vice talman,,speaker,2,,1895-10-03,1989-01-21,man,,Bratteberg,von seth,False,,Q6173314
Q6180020,1949-01-01,1949-12-31,,andre vice talman,,speaker,2,,1892-09-02,1976-12-06,man,,Doverstorp,doverstorparen,False,,Q6180020
Q6180020,1949-01-01,1949-12-31,,andre vice talman,,speaker,2,,1892-09-02,1976-12-06,man,,Doverstorp,john martin skoglund,False,,Q6180020
Q6180020,1949-01-01,1949-12-31,,andre vice talman,,speaker,2,,1892-09-02,1976-12-06,man,,Doverstorp,martin skoglund,True,,Q6180020
Q6180020,1949-01-01,1949-12-31,,andre vice talman,,speaker,2,,1892-09-02,1976-12-06,man,,Doverstorp,skoglund,False,,Q6180020
Q6180020,1949-01-01,1960-12-31,,förste vice talman,,speaker,2,,1892-09-02,1976-12-06,man,,Doverstorp,doverstorparen,False,,Q6180020
Q6180020,1949-01-01,1960-12-31,,förste vice talman,,speaker,2,,1892-09-02,1976-12-06,man,,Doverstorp,john martin skoglund,False,,Q6180020
Q6180020,1949-01-01,1960-12-31,,förste vice talman,,speaker,2,,1892-09-02,1976-12-06,man,,Doverstorp,martin skoglund,True,,Q6180020
Q6180020,1949-01-01,1960-12-31,,förste vice talman,,speaker,2,,1892-09-02,1976-12-06,man,,Doverstorp,skoglund,False,,Q6180020
Q6195774,1959-01-01,1964-12-31,,talman,Folkpartiet,speaker,1,,1890-09-05,1970-08-03,man,,Fellingsbro,gustaf sundelin,True,L,Q6195774
Q6195774,1959-01-01,1964-12-31,,talman,Folkpartiet,speaker,1,,1890-09-05,1970-08-03,man,,Fellingsbro,gustaf valfrid sundelin,False,L,Q6195774
Q6195774,1959-01-01,1964-12-31,,talman,Folkpartiet,speaker,1,,1890-09-05,1970-08-03,man,,Fellingsbro,sundelin,False,L,Q6195774
Q6199757,1898-01-01,1902-12-31,,vice talman,politisk vilde,speaker,2,,1840-03-18,1918-09-15,man,,Norrköping,axel swartling,True,,Q6199757
Q6199757,1898-01-01,1902-12-31,,vice talman,politisk vilde,speaker,2,,1840-03-18,1918-09-15,man,,Norrköping,frans johan axel swartling,False,,Q6199757
Q6199757,1898-01-01,1902-12-31,,vice talman,politisk vilde,speaker,2,,1840-03-18,1918-09-15,man,,Norrköping,swartling,False,,Q6199757
Q6199757,1898-01-01,1902-12-31,,vice talman,,speaker,2,,1840-03-18,1918-09-15,man,,Norrköping,axel swartling,True,,Q6199757
Q6199757,1898-01-01,1902-12-31,,vice talman,,speaker,2,,1840-03-18,1918-09-15,man,,Norrköping,frans johan axel swartling,False,,Q6199757
Q6199757,1898-01-01,1902-12-31,,vice talman,,speaker,2,,1840-03-18,1918-09-15,man,,Norrköping,swartling,False,,Q6199757
Q6199757,1903-01-01,1912-12-31,,talman,,speaker,2,,1840-03-18,1918-09-15,man,,Norrköping,axel swartling,True,,Q6199757
Q6199757,1903-01-01,1912-12-31,,talman,,speaker,2,,1840-03-18,1918-09-15,man,,Norrköping,frans johan axel swartling,False,,Q6199757
Q6199757,1903-01-01,1912-12-31,,talman,,speaker,2,,1840-03-18,1918-09-15,man,,Norrköping,swartling,False,,Q6199757
Q6201372,1933-01-01,1952-12-31,,talman,Socialdemokraterna,speaker,2,,1879-03-25,1960-03-24,man,,Bollnäs,august sävström,True,S,Q6201372
Q6201372,1933-01-01,1952-12-31,,talman,Socialdemokraterna,speaker,2,,1879-03-25,1960-03-24,man,,Bollnäs,august vilhelm säfström,False,S,Q6201372
Q6201372,1933-01-01,1952-12-31,,talman,Socialdemokraterna,speaker,2,,1879-03-25,1960-03-24,man,,Bollnäs,august vilhelm sävström,False,S,Q6201372
Q6201372,1933-01-01,1952-12-31,,talman,Socialdemokraterna,speaker,2,,1879-03-25,1960-03-24,man,,Bollnäs,säfström,False,S,Q6201372
Q6206899,1960-01-01,1968-12-31,,talman,Socialdemokraterna,speaker,2,,1899-07-08,1974-03-28,man,,Finspång,fridolf thapper,True,S,Q6206899
Q6206899,1960-01-01,1968-12-31,,talman,Socialdemokraterna,speaker,2,,1899-07-08,1974-03-28,man,,Finspång,gustaf fridolf thapper,False,S,Q6206899
Q6206899,1960-01-01,1968-12-31,,talman,Socialdemokraterna,speaker,2,,1899-07-08,1974-03-28,man,,Finspång,thapper,False,S,Q6206899
Q6223681,1928-01-01,1936-12-31,,talman,Första kammarens nationella parti,speaker,1,,1863-01-20,1948-03-22,man,,Borås,axel fredrik vennersten,False,,Q6223681
Q6223681,1928-01-01,1936-12-31,,talman,Första kammarens nationella parti,speaker,1,,1863-01-20,1948-03-22,man,,Borås,axel vennersten,True,,Q6223681
Q6223681,1928-01-01,1936-12-31,,talman,Första kammarens nationella parti,speaker,1,,1863-01-20,1948-03-22,man,,Borås,vennersten,False,,Q6223681
Q6223681,1928-01-01,1936-12-31,,talman,Första kammarens nationella parti,speaker,1,,1863-01-20,1948-03-22,man,,Stockholm,axel fredrik vennersten,False,,Q6223681
Q6223681,1928-01-01,1936-12-31,,talman,Första kammarens nationella parti,speaker,1,,1863-01-20,1948-03-22,man,,Stockholm,axel vennersten,True,,Q6223681
Q6223681,1928-01-01,1936-12-31,,talman,Första kammarens nationella parti,speaker,1,,1863-01-20,1948-03-22,man,,Stockholm,vennersten,False,,Q6223681
Q6240063,1914-01-01,1917-12-31,,talman,,speaker,2,,1856-02-16,1933-01-22,man,,Nyköping,johan widen,False,,Q6240063
Q6240063,1914-01-01,1917-12-31,,talman,,speaker,2,,1856-02-16,1933-01-22,man,,Nyköping,johan widen,True,,Q6240063
Q6240063,1914-01-01,1917-12-31,,talman,,speaker,2,,1856-02-16,1933-01-22,man,,Nyköping,widen,False,,Q6240063
Q6240063,1914-01-01,1917-12-31,,talman,,speaker,2,,1856-02-16,1933-01-22,man,,Östersund,johan widen,False,,Q6240063
Q6240063,1914-01-01,1917-12-31,,talman,,speaker,2,,1856-02-16,1933-01-22,man,,Östersund,johan widen,True,,Q6240063
Q6240063,1914-01-01,1917-12-31,,talman,,speaker,2,,1856-02-16,1933-01-22,man,,Östersund,widen,False,,Q6240063
Q6240991,1875-01-01,1880-12-31,,vice talman,,speaker,2,,1833-07-21,1900-09-16,man,,Göteborg,olof wijk den yngre,True,,Q6240991
Q6240991,1875-01-01,1880-12-31,,vice talman,,speaker,2,,1833-07-21,1900-09-16,man,,Göteborg,wijk,False,,Q6240991
Q6240991,1880-01-01,1890-12-31,,talman,,speaker,2,,1833-07-21,1900-09-16,man,,Göteborg,olof wijk den yngre,True,,Q6240991
Q6240991,1880-01-01,1890-12-31,,talman,,speaker,2,,1833-07-21,1900-09-16,man,,Göteborg,wijk,False,,Q6240991
Q6255057,1939-01-01,1950-12-31,,andre vice talman,Socialdemokraterna,speaker,1,,1883-10-12,1950-08-30,man,,Örebro,harald åkerberg,True,S,Q6255057
Q6255057,1939-01-01,1950-12-31,,andre vice talman,Socialdemokraterna,speaker,1,,1883-10-12,1950-08-30,man,,Örebro,olof harald åkerberg,False,S,Q6255057
Q6255057,1939-01-01,1950-12-31,,andre vice talman,Socialdemokraterna,speaker,1,,1883-10-12,1950-08-30,man,,Örebro,åkerberg,False,S,Q6255057
Q6255176,1905-01-01,1908-12-31,,vice talman,Det förenade högerpartiet,speaker,1,,1846-04-14,1920-05-07,man,,Stockholm,albert lars evert åkerhielm,False,,Q6255176
Q6255176,1905-01-01,1908-12-31,,vice talman,Det förenade högerpartiet,speaker,1,,1846-04-14,1920-05-07,man,,Stockholm,lars åkerhielm den yngre,True,,Q6255176
Q6255176,1905-01-01,1908-12-31,,vice talman,Det förenade högerpartiet,speaker,1,,1846-04-14,1920-05-07,man,,Stockholm,lars åkerhielm dy,False,,Q6255176
Q6255176,1905-01-01,1908-12-31,,vice talman,Det förenade högerpartiet,speaker,1,,1846-04-14,1920-05-07,man,,Stockholm,åkerhielm af blombacka,False,,Q6255176
Q6255176,1905-01-01,1908-12-31,,vice talman,Första kammarens nationella parti,speaker,1,,1846-04-14,1920-05-07,man,,Stockholm,albert lars evert åkerhielm,False,,Q6255176
Q6255176,1905-01-01,1908-12-31,,vice talman,Första kammarens nationella parti,speaker,1,,1846-04-14,1920-05-07,man,,Stockholm,lars åkerhielm den yngre,True,,Q6255176
Q6255176,1905-01-01,1908-12-31,,vice talman,Första kammarens nationella parti,speaker,1,,1846-04-14,1920-05-07,man,,Stockholm,lars åkerhielm dy,False,,Q6255176
Q6255176,1905-01-01,1908-12-31,,vice talman,Första kammarens nationella parti,speaker,1,,1846-04-14,1920-05-07,man,,Stockholm,åkerhielm af blombacka,False,,Q6255176
Q6255176,1905-01-01,1908-12-31,,vice talman,,speaker,1,,1846-04-14,1920-05-07,man,,Stockholm,albert lars evert åkerhielm,False,,Q6255176
Q6255176,1905-01-01,1908-12-31,,vice talman,,speaker,1,,1846-04-14,1920-05-07,man,,Stockholm,lars åkerhielm den yngre,True,,Q6255176
Q6255176,1905-01-01,1908-12-31,,vice talman,,speaker,1,,1846-04-14,1920-05-07,man,,Stockholm,lars åkerhielm dy,False,,Q6255176
Q6255176,1905-01-01,1908-12-31,,vice talman,,speaker,1,,1846-04-14,1920-05-07,man,,Stockholm,åkerhielm af blombacka,False,,Q6255176
Q6257544,1895-01-01,1896-12-31,,vice talman,Det förenade högerpartiet,speaker,2,,1847-05-30,1924-05-18,man,,Brantshammar,gustaf fredrik östberg,True,,Q6257544
Q6257544,1895-01-01,1896-12-31,,vice talman,Det förenade högerpartiet,speaker,2,,1847-05-30,1924-05-18,man,,Brantshammar,östberg,False,,Q6257544
Q6257544,1895-01-01,1896-12-31,,vice talman,Det förenade högerpartiet,speaker,2,,1847-05-30,1924-05-18,man,,Stockholm,gustaf fredrik östberg,True,,Q6257544
Q6257544,1895-01-01,1896-12-31,,vice talman,Det förenade högerpartiet,speaker,2,,1847-05-30,1924-05-18,man,,Stockholm,östberg,False,,Q6257544
Q6257544,1895-01-01,1896-12-31,,vice talman,Det förenade högerpartiet,speaker,2,,1847-05-30,1924-05-18,man,,Tureberg,gustaf fredrik östberg,True,,Q6257544
Q6257544,1895-01-01,1896-12-31,,vice talman,Det förenade högerpartiet,speaker,2,,1847-05-30,1924-05-18,man,,Tureberg,östberg,False,,Q6257544
Q6257544,1895-01-01,1896-12-31,,vice talman,Första kammarens nationella parti,speaker,2,,1847-05-30,1924-05-18,man,,Brantshammar,gustaf fredrik östberg,True,,Q6257544
Q6257544,1895-01-01,1896-12-31,,vice talman,Första kammarens nationella parti,speaker,2,,1847-05-30,1924-05-18,man,,Brantshammar,östberg,False,,Q6257544
Q6257544,1895-01-01,1896-12-31,,vice talman,Första kammarens nationella parti,speaker,2,,1847-05-30,1924-05-18,man,,Stockholm,gustaf fredrik östberg,True,,Q6257544
Q6257544,1895-01-01,1896-12-31,,vice talman,Första kammarens nationella parti,speaker,2,,1847-05-30,1924-05-18,man,,Stockholm,östberg,False,,Q6257544
Q6257544,1895-01-01,1896-12-31,,vice talman,Första kammarens nationella parti,speaker,2,,1847-05-30,1924-05-18,man,,Tureberg,gustaf fredrik östberg,True,,Q6257544
Q6257544,1895-01-01,1896-12-31,,vice talman,Första kammarens nationella parti,speaker,2,,1847-05-30,1924-05-18,man,,Tureberg,östberg,False,,Q6257544
Q6257544,1895-01-01,1896-12-31,,vice talman,Första kammarens protektionistiska parti,speaker,2,,1847-05-30,1924-05-18,man,,Brantshammar,gustaf fredrik östberg,True,,Q6257544
Q6257544,1895-01-01,1896-12-31,,vice talman,Första kammarens protektionistiska parti,speaker,2,,1847-05-30,1924-05-18,man,,Brantshammar,östberg,False,,Q6257544
Q6257544,1895-01-01,1896-12-31,,vice talman,Första kammarens protektionistiska parti,speaker,2,,1847-05-30,1924-05-18,man,,Stockholm,gustaf fredrik östberg,True,,Q6257544
Q6257544,1895-01-01,1896-12-31,,vice talman,Första kammarens protektionistiska parti,speaker,2,,1847-05-30,1924-05-18,man,,Stockholm,östberg,False,,Q6257544
Q6257544,1895-01-01,1896-12-31,,vice talman,Första kammarens protektionistiska parti,speaker,2,,1847-05-30,1924-05-18,man,,Tureberg,gustaf fredrik östberg,True,,Q6257544
Q6257544,1895-01-01,1896-12-31,,vice talman,Första kammarens protektionistiska parti,speaker,2,,1847-05-30,1924-05-18,man,,Tureberg,östberg,False,,Q6257544
Q6257544,1895-01-01,1896-12-31,,vice talman,Lantmannapartiet,speaker,2,,1847-05-30,1924-05-18,man,,Brantshammar,gustaf fredrik östberg,True,,Q6257544
Q6257544,1895-01-01,1896-12-31,,vice talman,Lantmannapartiet,speaker,2,,1847-05-30,1924-05-18,man,,Brantshammar,östberg,False,,Q6257544
Q6257544,1895-01-01,1896-12-31,,vice talman,Lantmannapartiet,speaker,2,,1847-05-30,1924-05-18,man,,Stockholm,gustaf fredrik östberg,True,,Q6257544
Q6257544,1895-01-01,1896-12-31,,vice talman,Lantmannapartiet,speaker,2,,1847-05-30,1924-05-18,man,,Stockholm,östberg,False,,Q6257544
Q6257544,1895-01-01,1896-12-31,,vice talman,Lantmannapartiet,speaker,2,,1847-05-30,1924-05-18,man,,Tureberg,gustaf fredrik östberg,True,,Q6257544
Q6257544,1895-01-01,1896-12-31,,vice talman,Lantmannapartiet,speaker,2,,1847-05-30,1924-05-18,man,,Tureberg,östberg,False,,Q6257544
Q6257544,1895-01-01,1896-12-31,,vice talman,,speaker,2,,1847-05-30,1924-05-18,man,,Brantshammar,gustaf fredrik östberg,True,,Q6257544
Q6257544,1895-01-01,1896-12-31,,vice talman,,speaker,2,,1847-05-30,1924-05-18,man,,Brantshammar,östberg,False,,Q6257544
Q6257544,1895-01-01,1896-12-31,,vice talman,,speaker,2,,1847-05-30,1924-05-18,man,,Stockholm,gustaf fredrik östberg,True,,Q6257544
