person_id,end,start,government,role,born,dead,gender,riksdagen_guid,riksdagen_id,location,name
Q53637,1923-04-19,1921-10-13,Regeringen Branting II,konsultativt statsråd,1884-01-29,1964-11-12,man,,,Brunnsvik,rickard sandler
Q53637,1923-04-19,1921-10-13,Regeringen Branting II,konsultativt statsråd,1884-01-29,1964-11-12,man,,,Brunnsvik,sandler
Q53637,1923-04-19,1921-10-13,Regeringen Branting II,konsultativt statsråd,1884-01-29,1964-11-12,man,,,Gävle,johannes rickard sandler
Q53637,1923-04-19,1921-10-13,Regeringen Branting II,konsultativt statsråd,1884-01-29,1964-11-12,man,,,Gävle,rickard johannes sandler
Q53637,1923-04-19,1921-10-13,Regeringen Branting II,konsultativt statsråd,1884-01-29,1964-11-12,man,,,Gävle,rickard sandler
Q53637,1923-04-19,1921-10-13,Regeringen Branting II,konsultativt statsråd,1884-01-29,1964-11-12,man,,,Gävle,sandler
Q53637,1923-04-19,1921-10-13,Regeringen Branting II,konsultativt statsråd,1884-01-29,1964-11-12,man,,,Göteborg,johannes rickard sandler
Q53637,1923-04-19,1921-10-13,Regeringen Branting II,konsultativt statsråd,1884-01-29,1964-11-12,man,,,Göteborg,rickard johannes sandler
Q53637,1923-04-19,1921-10-13,Regeringen Branting II,konsultativt statsråd,1884-01-29,1964-11-12,man,,,Göteborg,rickard sandler
Q53637,1923-04-19,1921-10-13,Regeringen Branting II,konsultativt statsråd,1884-01-29,1964-11-12,man,,,Göteborg,sandler
Q53637,1923-04-19,1921-10-13,Regeringen Branting II,konsultativt statsråd,1884-01-29,1964-11-12,man,,,Stockholm,johannes rickard sandler
Q53637,1923-04-19,1921-10-13,Regeringen Branting II,konsultativt statsråd,1884-01-29,1964-11-12,man,,,Stockholm,rickard johannes sandler
Q53637,1923-04-19,1921-10-13,Regeringen Branting II,konsultativt statsråd,1884-01-29,1964-11-12,man,,,Stockholm,rickard sandler
Q53637,1923-04-19,1921-10-13,Regeringen Branting II,konsultativt statsråd,1884-01-29,1964-11-12,man,,,Stockholm,sandler
Q53637,1925-01-24,1924-10-14,Regeringen Branting III,handelsminister,1884-01-29,1964-11-12,man,,,Brunnsvik,johannes rickard sandler
Q53637,1925-01-24,1924-10-14,Regeringen Branting III,handelsminister,1884-01-29,1964-11-12,man,,,Brunnsvik,rickard johannes sandler
Q53637,1925-01-24,1924-10-14,Regeringen Branting III,handelsminister,1884-01-29,1964-11-12,man,,,Brunnsvik,rickard sandler
Q53637,1925-01-24,1924-10-14,Regeringen Branting III,handelsminister,1884-01-29,1964-11-12,man,,,Brunnsvik,sandler
Q53637,1925-01-24,1924-10-14,Regeringen Branting III,handelsminister,1884-01-29,1964-11-12,man,,,Gävle,johannes rickard sandler
Q53637,1925-01-24,1924-10-14,Regeringen Branting III,handelsminister,1884-01-29,1964-11-12,man,,,Gävle,rickard johannes sandler
Q53637,1925-01-24,1924-10-14,Regeringen Branting III,handelsminister,1884-01-29,1964-11-12,man,,,Gävle,rickard sandler
Q53637,1925-01-24,1924-10-14,Regeringen Branting III,handelsminister,1884-01-29,1964-11-12,man,,,Gävle,sandler
Q53637,1925-01-24,1924-10-14,Regeringen Branting III,handelsminister,1884-01-29,1964-11-12,man,,,Göteborg,johannes rickard sandler
Q53637,1925-01-24,1924-10-14,Regeringen Branting III,handelsminister,1884-01-29,1964-11-12,man,,,Göteborg,rickard johannes sandler
Q53637,1925-01-24,1924-10-14,Regeringen Branting III,handelsminister,1884-01-29,1964-11-12,man,,,Göteborg,rickard sandler
Q53637,1925-01-24,1924-10-14,Regeringen Branting III,handelsminister,1884-01-29,1964-11-12,man,,,Göteborg,sandler
Q53637,1925-01-24,1924-10-14,Regeringen Branting III,handelsminister,1884-01-29,1964-11-12,man,,,Stockholm,johannes rickard sandler
Q53637,1925-01-24,1924-10-14,Regeringen Branting III,handelsminister,1884-01-29,1964-11-12,man,,,Stockholm,rickard johannes sandler
Q53637,1925-01-24,1924-10-14,Regeringen Branting III,handelsminister,1884-01-29,1964-11-12,man,,,Stockholm,rickard sandler
Q53637,1925-01-24,1924-10-14,Regeringen Branting III,handelsminister,1884-01-29,1964-11-12,man,,,Stockholm,sandler
Q53642,1926-09-30,1926-06-07,Regeringen Ekman I,finansminister,1872-10-06,1945-06-15,man,,,Eskilstuna,c g ekman
Q53642,1926-09-30,1926-06-07,Regeringen Ekman I,finansminister,1872-10-06,1945-06-15,man,,,Eskilstuna,carl gustaf ekman
Q53642,1926-09-30,1926-06-07,Regeringen Ekman I,finansminister,1872-10-06,1945-06-15,man,,,Eskilstuna,ekman
Q53642,1931-06-19,1930-06-07,Regeringen Ekman II,försvarsminister,1872-10-06,1945-06-15,man,,,Eskilstuna,c g ekman
Q53642,1931-06-19,1930-06-07,Regeringen Ekman II,försvarsminister,1872-10-06,1945-06-15,man,,,Eskilstuna,carl gustaf ekman
Q53642,1931-06-19,1930-06-07,Regeringen Ekman II,försvarsminister,1872-10-06,1945-06-15,man,,,Eskilstuna,ekman
Q53650,1928-10-02,1926-06-07,Regeringen Ekman I,handelsminister,1875-01-14,1937-11-27,man,,,Jönköping,felix hamrin
Q53650,1928-10-02,1926-06-07,Regeringen Ekman I,handelsminister,1875-01-14,1937-11-27,man,,,Jönköping,felix teodor hamrin
Q53650,1928-10-02,1926-06-07,Regeringen Ekman I,handelsminister,1875-01-14,1937-11-27,man,,,Jönköping,hamrin
Q53650,1932-09-24,1930-06-07,Regeringen Ekman II,finansminister,1875-01-14,1937-11-27,man,,,Jönköping,felix hamrin
Q53650,1932-09-24,1930-06-07,Regeringen Ekman II,finansminister,1875-01-14,1937-11-27,man,,,Jönköping,felix teodor hamrin
Q53650,1932-09-24,1930-06-07,Regeringen Ekman II,finansminister,1875-01-14,1937-11-27,man,,,Jönköping,hamrin
Q53650,1932-09-24,1930-06-07,Regeringen Hamrin,finansminister,1875-01-14,1937-11-27,man,,,Jönköping,felix hamrin
Q53650,1932-09-24,1930-06-07,Regeringen Hamrin,finansminister,1875-01-14,1937-11-27,man,,,Jönköping,felix teodor hamrin
Q53650,1932-09-24,1930-06-07,Regeringen Hamrin,finansminister,1875-01-14,1937-11-27,man,,,Jönköping,hamrin
Q53660,1920-07-01,1920-07-01,Regeringen Branting I,lantförsvarsminister,1885-10-28,1946-10-06,man,,,Stockholm,hansson
Q53660,1920-07-01,1920-07-01,Regeringen Branting I,lantförsvarsminister,1885-10-28,1946-10-06,man,,,Stockholm,per albin hansson
Q53660,1920-07-01,1920-03-10,Regeringen Branting I,lantförsvarsminister,1885-10-28,1946-10-06,man,,,Stockholm,hansson
Q53660,1920-07-01,1920-03-10,Regeringen Branting I,lantförsvarsminister,1885-10-28,1946-10-06,man,,,Stockholm,per albin hansson
Q53660,1920-10-27,1920-07-01,Regeringen Branting I,försvarsminister,1885-10-28,1946-10-06,man,,,Stockholm,hansson
Q53660,1920-10-27,1920-07-01,Regeringen Branting I,försvarsminister,1885-10-28,1946-10-06,man,,,Stockholm,per albin hansson
Q53660,1923-04-19,1921-10-13,Regeringen Branting II,försvarsminister,1885-10-28,1946-10-06,man,,,Stockholm,hansson
Q53660,1923-04-19,1921-10-13,Regeringen Branting II,försvarsminister,1885-10-28,1946-10-06,man,,,Stockholm,per albin hansson
Q53660,1926-06-07,1924-10-18,Regeringen Branting III,försvarsminister,1885-10-28,1946-10-06,man,,,Stockholm,hansson
Q53660,1926-06-07,1924-10-18,Regeringen Branting III,försvarsminister,1885-10-28,1946-10-06,man,,,Stockholm,per albin hansson
Q53660,1926-06-07,1924-10-18,Regeringen Sandler,försvarsminister,1885-10-28,1946-10-06,man,,,Stockholm,hansson
Q53660,1926-06-07,1924-10-18,Regeringen Sandler,försvarsminister,1885-10-28,1946-10-06,man,,,Stockholm,per albin hansson
Q53660,1925-01-24,1924-10-14,Regeringen Branting III,försvarsminister,1885-10-28,1946-10-06,man,,,Stockholm,hansson
Q53660,1925-01-24,1924-10-14,Regeringen Branting III,försvarsminister,1885-10-28,1946-10-06,man,,,Stockholm,per albin hansson
Q53660,1939-12-13,1936-09-28,Regeringen Hansson II,statsminister,1885-10-28,1946-10-06,man,,,Stockholm,hansson
Q53660,1939-12-13,1936-09-28,Regeringen Hansson II,statsminister,1885-10-28,1946-10-06,man,,,Stockholm,per albin hansson
Q53660,1945-07-31,1939-12-13,Regeringen Hansson III,statsminister,1885-10-28,1946-10-06,man,,,Stockholm,hansson
Q53660,1945-07-31,1939-12-13,Regeringen Hansson III,statsminister,1885-10-28,1946-10-06,man,,,Stockholm,per albin hansson
Q53660,1946-10-06,1945-07-31,Regeringen Hansson IV,statsminister,1885-10-28,1946-10-06,man,,,Stockholm,hansson
Q53660,1946-10-06,1945-07-31,Regeringen Hansson IV,statsminister,1885-10-28,1946-10-06,man,,,Stockholm,per albin hansson
Q53701,1945-07-31,1936-06-19,Regeringen Hansson II,jordbruksminister,1883-08-19,1954-02-19,man,,,Bramstorp,axel alarik pehrsson bramstorp
Q53701,1945-07-31,1936-06-19,Regeringen Hansson II,jordbruksminister,1883-08-19,1954-02-19,man,,,Bramstorp,axel pehrsson bramstorp
Q53701,1945-07-31,1936-06-19,Regeringen Hansson II,jordbruksminister,1883-08-19,1954-02-19,man,,,Bramstorp,pehrsson
Q53701,1945-07-31,1936-06-19,Regeringen Hansson II,jordbruksminister,1883-08-19,1954-02-19,man,,,Bramstorp,pehrsson bramstorp
Q53701,1945-07-31,1936-06-19,Regeringen Hansson III,jordbruksminister,1883-08-19,1954-02-19,man,,,Bramstorp,axel alarik pehrsson bramstorp
Q53701,1945-07-31,1936-06-19,Regeringen Hansson III,jordbruksminister,1883-08-19,1954-02-19,man,,,Bramstorp,axel pehrsson bramstorp
Q53701,1945-07-31,1936-06-19,Regeringen Hansson III,jordbruksminister,1883-08-19,1954-02-19,man,,,Bramstorp,pehrsson
Q53701,1945-07-31,1936-06-19,Regeringen Hansson III,jordbruksminister,1883-08-19,1954-02-19,man,,,Bramstorp,pehrsson bramstorp
Q53701,1945-07-31,1936-06-19,Regeringen Pehrsson-Bramstorp,jordbruksminister,1883-08-19,1954-02-19,man,,,Bramstorp,axel alarik pehrsson bramstorp
Q53701,1945-07-31,1936-06-19,Regeringen Pehrsson-Bramstorp,jordbruksminister,1883-08-19,1954-02-19,man,,,Bramstorp,axel pehrsson bramstorp
Q53701,1945-07-31,1936-06-19,Regeringen Pehrsson-Bramstorp,jordbruksminister,1883-08-19,1954-02-19,man,,,Bramstorp,pehrsson
Q53701,1945-07-31,1936-06-19,Regeringen Pehrsson-Bramstorp,jordbruksminister,1883-08-19,1954-02-19,man,,,Bramstorp,pehrsson bramstorp
Q53701,1939-12-13,1936-09-28,Regeringen Hansson II,landsbygdsminister,1883-08-19,1954-02-19,man,,,Bramstorp,axel alarik pehrsson bramstorp
Q53701,1939-12-13,1936-09-28,Regeringen Hansson II,landsbygdsminister,1883-08-19,1954-02-19,man,,,Bramstorp,axel pehrsson bramstorp
Q53701,1939-12-13,1936-09-28,Regeringen Hansson II,landsbygdsminister,1883-08-19,1954-02-19,man,,,Bramstorp,pehrsson
Q53701,1939-12-13,1936-09-28,Regeringen Hansson II,landsbygdsminister,1883-08-19,1954-02-19,man,,,Bramstorp,pehrsson bramstorp
Q53701,1945-07-31,1939-12-13,Regeringen Hansson III,landsbygdsminister,1883-08-19,1954-02-19,man,,,Bramstorp,axel alarik pehrsson bramstorp
Q53701,1945-07-31,1939-12-13,Regeringen Hansson III,landsbygdsminister,1883-08-19,1954-02-19,man,,,Bramstorp,axel pehrsson bramstorp
Q53701,1945-07-31,1939-12-13,Regeringen Hansson III,landsbygdsminister,1883-08-19,1954-02-19,man,,,Bramstorp,pehrsson
Q53701,1945-07-31,1939-12-13,Regeringen Hansson III,landsbygdsminister,1883-08-19,1954-02-19,man,,,Bramstorp,pehrsson bramstorp
Q53707,1945-07-31,1944-09-30,Regeringen Hansson III,konsultativt statsråd,1901-06-13,1985-06-21,man,,,Lund,erlander
Q53707,1945-07-31,1944-09-30,Regeringen Hansson III,konsultativt statsråd,1901-06-13,1985-06-21,man,,,Lund,tage erlander
Q53707,1945-07-31,1944-09-30,Regeringen Hansson III,konsultativt statsråd,1901-06-13,1985-06-21,man,,,Lund,tage fritjof erlander
Q53707,1946-10-11,1945-07-31,Regeringen Hansson IV,ecklesiastikminister,1901-06-13,1985-06-21,man,,,Lund,erlander
Q53707,1946-10-11,1945-07-31,Regeringen Hansson IV,ecklesiastikminister,1901-06-13,1985-06-21,man,,,Lund,tage erlander
Q53707,1946-10-11,1945-07-31,Regeringen Hansson IV,ecklesiastikminister,1901-06-13,1985-06-21,man,,,Lund,tage fritjof erlander
Q53707,1951-10-01,1946-10-11,Regeringen Erlander I,statsminister,1901-06-13,1985-06-21,man,,,Lund,erlander
Q53707,1951-10-01,1946-10-11,Regeringen Erlander I,statsminister,1901-06-13,1985-06-21,man,,,Lund,tage erlander
Q53707,1951-10-01,1946-10-11,Regeringen Erlander I,statsminister,1901-06-13,1985-06-21,man,,,Lund,tage fritjof erlander
Q53707,1946-10-06,1945-07-31,Regeringen Hansson IV,ecklesiastikminister,1901-06-13,1985-06-21,man,,,Lund,erlander
Q53707,1946-10-06,1945-07-31,Regeringen Hansson IV,ecklesiastikminister,1901-06-13,1985-06-21,man,,,Lund,tage erlander
Q53707,1946-10-06,1945-07-31,Regeringen Hansson IV,ecklesiastikminister,1901-06-13,1985-06-21,man,,,Lund,tage fritjof erlander
Q53713,1965-11-25,1963-04-19,Regeringen Erlander III,ungdomsminister,1927-01-30,1986-02-28,man,,,Vällingby,olof palme
Q53713,1965-11-25,1963-04-19,Regeringen Erlander III,ungdomsminister,1927-01-30,1986-02-28,man,,,Vällingby,palme
Q53713,1965-11-25,1963-04-19,Regeringen Erlander III,ungdomsminister,1927-01-30,1986-02-28,man,,,Vällingby,sven olof joachim palme
Q53713,1967-09-28,1965-11-25,Regeringen Erlander III,kommunikationsminister,1927-01-30,1986-02-28,man,,,Vällingby,olof palme
Q53713,1967-09-28,1965-11-25,Regeringen Erlander III,kommunikationsminister,1927-01-30,1986-02-28,man,,,Vällingby,palme
Q53713,1967-09-28,1965-11-25,Regeringen Erlander III,kommunikationsminister,1927-01-30,1986-02-28,man,,,Vällingby,sven olof joachim palme
Q53713,1967-12-31,1967-09-29,Regeringen Erlander III,ecklesiastikminister,1927-01-30,1986-02-28,man,,,Vällingby,olof palme
Q53713,1967-12-31,1967-09-29,Regeringen Erlander III,ecklesiastikminister,1927-01-30,1986-02-28,man,,,Vällingby,palme
Q53713,1967-12-31,1967-09-29,Regeringen Erlander III,ecklesiastikminister,1927-01-30,1986-02-28,man,,,Vällingby,sven olof joachim palme
Q53713,1969-10-14,1968-01-01,Regeringen Erlander III,utbildningsminister,1927-01-30,1986-02-28,man,,,Vällingby,olof palme
Q53713,1969-10-14,1968-01-01,Regeringen Erlander III,utbildningsminister,1927-01-30,1986-02-28,man,,,Vällingby,palme
Q53713,1969-10-14,1968-01-01,Regeringen Erlander III,utbildningsminister,1927-01-30,1986-02-28,man,,,Vällingby,sven olof joachim palme
Q53713,1976-10-08,1969-10-14,Regeringen Palme I,statsminister,1927-01-30,1986-02-28,man,,,Vällingby,olof palme
Q53713,1976-10-08,1969-10-14,Regeringen Palme I,statsminister,1927-01-30,1986-02-28,man,,,Vällingby,palme
Q53713,1976-10-08,1969-10-14,Regeringen Palme I,statsminister,1927-01-30,1986-02-28,man,,,Vällingby,sven olof joachim palme
Q53713,1986-03-12,1982-10-08,Regeringen Palme II,statsminister,1927-01-30,1986-02-28,man,,,Vällingby,olof palme
Q53713,1986-03-12,1982-10-08,Regeringen Palme II,statsminister,1927-01-30,1986-02-28,man,,,Vällingby,palme
Q53713,1986-03-12,1982-10-08,Regeringen Palme II,statsminister,1927-01-30,1986-02-28,man,,,Vällingby,sven olof joachim palme
Q53721,1978-10-18,1976-10-08,Regeringen Fälldin I,statsminister,1926-04-24,2016-07-23,man,,,,thorbjörn fälldin
Q53721,1981-05-22,1979-10-12,Regeringen Fälldin II,statsminister,1926-04-24,2016-07-23,man,,,,thorbjörn fälldin
Q53721,1982-10-08,1981-05-22,Regeringen Fälldin III,statsminister,1926-04-24,2016-07-23,man,,,,thorbjörn fälldin
Q53733,1978-03-07,1977-01-11,Regeringen Fälldin I,invandrarminister,1931-06-23,2018-05-28,man,,,,ola ullsten
Q53733,1978-10-18,1976-10-08,Regeringen Fälldin I,biståndsminister,1931-06-23,2018-05-28,man,,,,ola ullsten
Q53733,1978-10-18,1978-03-07,Regeringen Fälldin I,Statsministerns ställföretädare,1931-06-23,2018-05-28,man,,,,ola ullsten
Q53733,1982-10-08,1979-10-12,Regeringen Fälldin II,utrikesminister,1931-06-23,2018-05-28,man,,,,ola ullsten
Q53733,1982-10-08,1979-10-12,Regeringen Fälldin III,utrikesminister,1931-06-23,2018-05-28,man,,,,ola ullsten
Q53733,1982-10-08,1980-08-01,Regeringen Fälldin II,Statsministerns ställföretädare,1931-06-23,2018-05-28,man,,,,ola ullsten
Q53733,1982-10-08,1980-08-01,Regeringen Fälldin III,Statsministerns ställföretädare,1931-06-23,2018-05-28,man,,,,ola ullsten
Q53733,1981-05-22,1979-10-12,Regeringen Fälldin II,biståndsminister,1931-06-23,2018-05-28,man,,,,ola ullsten
Q53733,1981-05-22,1979-10-12,Regeringen Fälldin II,utrikesminister,1931-06-23,2018-05-28,man,,,,ola ullsten
Q53733,1982-10-08,1981-05-22,Regeringen Fälldin III,biståndsminister,1931-06-23,2018-05-28,man,,,,ola ullsten
Q53733,1982-10-08,1981-05-22,Regeringen Fälldin III,utrikesminister,1931-06-23,2018-05-28,man,,,,ola ullsten
Q53733,1979-10-12,1978-10-18,Regeringen Ullsten,statsminister,1931-06-23,2018-05-28,man,,,,ola ullsten
Q537342,2006-10-06,2002-10-21,Regeringen Persson,miljöminister,1957-04-03,,woman,0fb678a6-35ce-11d6-bf9a-0040ca165b27,185498861416.0,,lena sommestad
Q537342,2006-10-06,2002-10-21,Regeringen Persson,miljöminister,1957-04-03,,woman,0fb678a6-35ce-11d6-bf9a-0040ca165b27,185498861416.0,,sommestad
Q537342,2006-10-06,2002-10-15,Regeringen Persson,miljöminister,1957-04-03,,woman,0fb678a6-35ce-11d6-bf9a-0040ca165b27,185498861416.0,,lena sommestad
Q537342,2006-10-06,2002-10-15,Regeringen Persson,miljöminister,1957-04-03,,woman,0fb678a6-35ce-11d6-bf9a-0040ca165b27,185498861416.0,,sommestad
Q53740,1973-11-02,1969-10-14,Regeringen Palme I,utbildningsminister,1934-11-09,,man,892e5447-fe1c-4b90-afab-3448ac24a524,906359551705.0,Tyresö,carlsson
Q53740,1973-11-02,1969-10-14,Regeringen Palme I,utbildningsminister,1934-11-09,,man,892e5447-fe1c-4b90-afab-3448ac24a524,906359551705.0,Tyresö,ingvar carlsson
Q53740,1973-11-03,1969-10-14,Regeringen Palme I,utbildningsminister,1934-11-09,,man,892e5447-fe1c-4b90-afab-3448ac24a524,906359551705.0,Tyresö,carlsson
Q53740,1973-11-03,1969-10-14,Regeringen Palme I,utbildningsminister,1934-11-09,,man,892e5447-fe1c-4b90-afab-3448ac24a524,906359551705.0,Tyresö,ingvar carlsson
Q53740,1976-10-08,1974-01-01,Regeringen Palme I,bostadsminister,1934-11-09,,man,892e5447-fe1c-4b90-afab-3448ac24a524,906359551705.0,Tyresö,carlsson
Q53740,1976-10-08,1974-01-01,Regeringen Palme I,bostadsminister,1934-11-09,,man,892e5447-fe1c-4b90-afab-3448ac24a524,906359551705.0,Tyresö,ingvar carlsson
Q53740,1986-02-28,1985-10-07,Regeringen Palme II,miljöminister,1934-11-09,,man,892e5447-fe1c-4b90-afab-3448ac24a524,906359551705.0,Tyresö,carlsson
Q53740,1986-02-28,1985-10-07,Regeringen Palme II,miljöminister,1934-11-09,,man,892e5447-fe1c-4b90-afab-3448ac24a524,906359551705.0,Tyresö,ingvar carlsson
Q53740,1986-03-13,1982-10-08,Regeringen Palme II,Statsministerns ställföretädare,1934-11-09,,man,892e5447-fe1c-4b90-afab-3448ac24a524,906359551705.0,Tyresö,carlsson
Q53740,1986-03-13,1982-10-08,Regeringen Palme II,Statsministerns ställföretädare,1934-11-09,,man,892e5447-fe1c-4b90-afab-3448ac24a524,906359551705.0,Tyresö,ingvar carlsson
Q53740,1988-10-04,1988-09-30,Regeringen Carlsson I,justitieminister,1934-11-09,,man,892e5447-fe1c-4b90-afab-3448ac24a524,906359551705.0,Tyresö,carlsson
Q53740,1988-10-04,1988-09-30,Regeringen Carlsson I,justitieminister,1934-11-09,,man,892e5447-fe1c-4b90-afab-3448ac24a524,906359551705.0,Tyresö,ingvar carlsson
Q53740,1988-10-04,1988-09-30,Regeringen Carlsson I,näringsminister,1934-11-09,,man,892e5447-fe1c-4b90-afab-3448ac24a524,906359551705.0,Tyresö,carlsson
Q53740,1988-10-04,1988-09-30,Regeringen Carlsson I,näringsminister,1934-11-09,,man,892e5447-fe1c-4b90-afab-3448ac24a524,906359551705.0,Tyresö,ingvar carlsson
Q53740,1976-10-08,1973-11-03,Regeringen Palme I,bostadsminister,1934-11-09,,man,892e5447-fe1c-4b90-afab-3448ac24a524,906359551705.0,Tyresö,carlsson
Q53740,1976-10-08,1973-11-03,Regeringen Palme I,bostadsminister,1934-11-09,,man,892e5447-fe1c-4b90-afab-3448ac24a524,906359551705.0,Tyresö,ingvar carlsson
Q53740,1990-02-27,1986-03-12,Regeringen Carlsson I,statsminister,1934-11-09,,man,892e5447-fe1c-4b90-afab-3448ac24a524,906359551705.0,Tyresö,carlsson
Q53740,1990-02-27,1986-03-12,Regeringen Carlsson I,statsminister,1934-11-09,,man,892e5447-fe1c-4b90-afab-3448ac24a524,906359551705.0,Tyresö,ingvar carlsson
Q53740,1991-10-04,1990-02-27,Regeringen Carlsson II,statsminister,1934-11-09,,man,892e5447-fe1c-4b90-afab-3448ac24a524,906359551705.0,Tyresö,carlsson
Q53740,1991-10-04,1990-02-27,Regeringen Carlsson II,statsminister,1934-11-09,,man,892e5447-fe1c-4b90-afab-3448ac24a524,906359551705.0,Tyresö,ingvar carlsson
Q53740,1996-03-22,1994-10-07,Regeringen Carlsson III,statsminister,1934-11-09,,man,892e5447-fe1c-4b90-afab-3448ac24a524,906359551705.0,Tyresö,carlsson
Q53740,1996-03-22,1994-10-07,Regeringen Carlsson III,statsminister,1934-11-09,,man,892e5447-fe1c-4b90-afab-3448ac24a524,906359551705.0,Tyresö,ingvar carlsson
Q53740,1986-03-12,1982-10-08,Regeringen Palme II,miljöminister,1934-11-09,,man,892e5447-fe1c-4b90-afab-3448ac24a524,906359551705.0,Tyresö,carlsson
Q53740,1986-03-12,1982-10-08,Regeringen Palme II,miljöminister,1934-11-09,,man,892e5447-fe1c-4b90-afab-3448ac24a524,906359551705.0,Tyresö,ingvar carlsson
Q53747,1991-10-04,1989-01-29,Regeringen Carlsson I,skolminister,1949-01-20,,man,d7c31be7-83e4-11d4-ae60-0050040c9b55,825004049003.0,Stjärnhov,göran persson
Q53747,1991-10-04,1989-01-29,Regeringen Carlsson II,skolminister,1949-01-20,,man,d7c31be7-83e4-11d4-ae60-0050040c9b55,825004049003.0,Stjärnhov,göran persson
Q53747,1996-03-22,1994-10-07,Regeringen Carlsson III,finansminister,1949-01-20,,man,d7c31be7-83e4-11d4-ae60-0050040c9b55,825004049003.0,Stjärnhov,göran persson
Q53747,1990-02-27,1989-01-29,Regeringen Carlsson I,skolminister,1949-01-20,,man,d7c31be7-83e4-11d4-ae60-0050040c9b55,825004049003.0,Stjärnhov,göran persson
Q53747,1991-10-04,1990-02-27,Regeringen Carlsson II,skolminister,1949-01-20,,man,d7c31be7-83e4-11d4-ae60-0050040c9b55,825004049003.0,Stjärnhov,göran persson
Q53747,2006-10-06,1996-03-22,Regeringen Persson,statsminister,1949-01-20,,man,d7c31be7-83e4-11d4-ae60-0050040c9b55,825004049003.0,Stjärnhov,göran persson
Q5388715,1906-05-29,1905-11-07,Regeringen Staaff I,konsultativt statsråd,1861-05-11,1937-03-05,man,,,,erik marks von würtemberg
Q5388715,1924-10-18,1923-11-11,Regeringen Trygger,utrikesminister,1861-05-11,1937-03-05,man,,,,erik marks von würtemberg
Q5388933,1991-10-04,1990-02-27,Regeringen Carlsson II,budgetminister,1947-02-01,,man,40f3f026-ff05-4031-abc3-0c166dadc3b2,894934958205.0,,erik åsbrink
Q5388933,1999-04-12,1996-03-22,Regeringen Persson,finansminister,1947-02-01,,man,40f3f026-ff05-4031-abc3-0c166dadc3b2,894934958205.0,,erik åsbrink
Q547534,2006-10-06,2002-11-03,Regeringen Persson,försvarsminister,1944-07-05,,woman,3c5cc452-e4cd-11d6-ae81-0004755038ce,286593079005.0,,leni björklund
Q547580,2006-10-06,2002-10-21,Regeringen Persson,jordbruksminister,1948-04-04,,woman,3c5cc447-e4cd-11d6-ae81-0004755038ce,582064163300.0,,ann christin margareta nykvist
Q547580,2006-10-06,2002-10-21,Regeringen Persson,jordbruksminister,1948-04-04,,woman,3c5cc447-e4cd-11d6-ae81-0004755038ce,582064163300.0,,ann christin nykvist
Q547580,2006-10-06,2002-10-21,Regeringen Persson,konsumentminister,1948-04-04,,woman,3c5cc447-e4cd-11d6-ae81-0004755038ce,582064163300.0,,ann christin margareta nykvist
Q547580,2006-10-06,2002-10-21,Regeringen Persson,konsumentminister,1948-04-04,,woman,3c5cc447-e4cd-11d6-ae81-0004755038ce,582064163300.0,,ann christin nykvist
Q547580,2006-10-06,2002-10-21,Regeringen Persson,landsbygdsminister,1948-04-04,,woman,3c5cc447-e4cd-11d6-ae81-0004755038ce,582064163300.0,,ann christin margareta nykvist
Q547580,2006-10-06,2002-10-21,Regeringen Persson,landsbygdsminister,1948-04-04,,woman,3c5cc447-e4cd-11d6-ae81-0004755038ce,582064163300.0,,ann christin nykvist
Q5499548,1894-11-06,1888-02-06,Regeringen Boström I,finansminister,1831-07-30,1921-10-03,man,,,Kavlås,fredrik von essen
Q5499548,1894-11-06,1888-02-06,Regeringen Boström I,finansminister,1831-07-30,1921-10-03,man,,,Kavlås,von essen
Q5499548,1894-11-06,1888-02-06,Regeringen Boström I,finansminister,1831-07-30,1921-10-03,man,,,Stockholm,fredrik von essen
Q5499548,1894-11-06,1888-02-06,Regeringen Boström I,finansminister,1831-07-30,1921-10-03,man,,,Stockholm,von essen
Q5499548,1894-11-06,1888-02-06,Regeringen Gillis Bildt,finansminister,1831-07-30,1921-10-03,man,,,Kavlås,fredrik von essen
Q5499548,1894-11-06,1888-02-06,Regeringen Gillis Bildt,finansminister,1831-07-30,1921-10-03,man,,,Kavlås,von essen
Q5499548,1894-11-06,1888-02-06,Regeringen Gillis Bildt,finansminister,1831-07-30,1921-10-03,man,,,Stockholm,fredrik von essen
Q5499548,1894-11-06,1888-02-06,Regeringen Gillis Bildt,finansminister,1831-07-30,1921-10-03,man,,,Stockholm,von essen
Q5499548,1894-11-06,1888-02-06,Regeringen Åkerhielm,finansminister,1831-07-30,1921-10-03,man,,,Kavlås,fredrik von essen
Q5499548,1894-11-06,1888-02-06,Regeringen Åkerhielm,finansminister,1831-07-30,1921-10-03,man,,,Kavlås,von essen
Q5499548,1894-11-06,1888-02-06,Regeringen Åkerhielm,finansminister,1831-07-30,1921-10-03,man,,,Stockholm,fredrik von essen
Q5499548,1894-11-06,1888-02-06,Regeringen Åkerhielm,finansminister,1831-07-30,1921-10-03,man,,,Stockholm,von essen
Q549955,2006-10-06,2006-04-24,Regeringen Persson,utrikesminister,1940-09-17,,man,3b94f4d0-ee6a-42f5-bace-5f1c0332409f,785941964009.0,,eliasson
