year,v0.10.0,v0.12.0,v0.13.0,v0.13.1,v0.14.0
1953,2634942.0,2634942.0,2634942.0,2634942.0,2634942.0
1954,2910489.0,2910489.0,2910489.0,2910489.0,2910489.0
1955,2732445.0,2732445.0,2732445.0,2732445.0,2732445.0
1956,2988982.0,2988982.0,2988982.0,2988982.0,2988982.0
1957,2617813.0,2617813.0,2617813.0,2617813.0,2617813.0
1958,2939689.0,2939689.0,2939689.0,2939689.0,2939689.0
1959,2948781.0,2948781.0,2948781.0,2948781.0,2948781.0
1960,2912716.0,2912716.0,2912716.0,2912716.0,2912716.0
1961,2692147.0,2692147.0,2692147.0,2692147.0,2692147.0
1962,3057543.0,3057543.0,3057543.0,3057543.0,3057543.0
1963,3190936.0,3190936.0,3190936.0,3190936.0,3190936.0
1964,3529092.0,3529092.0,3529092.0,3529092.0,3529092.0
1965,3422241.0,3422241.0,3422241.0,3422241.0,3422241.0
1966,3610675.0,3610675.0,3610675.0,3610675.0,3610675.0
1967,4393404.0,4393404.0,4393404.0,4393404.0,4393404.0
1968,3931411.0,3931411.0,3931411.0,3931411.0,3931411.0
1969,4060869.0,4060869.0,4060869.0,4060869.0,4060869.0
1970,4214297.0,4214297.0,4214297.0,4214297.0,4214297.0
1971,3774910.0,3774910.0,3774910.0,3774910.0,3774910.0
1972,4023408.0,4023408.0,4023408.0,4023408.0,4023408.0
1973,3916190.0,3916190.0,3916190.0,3916190.0,3916190.0
1974,3318375.0,3318375.0,3318375.0,3318375.0,3318375.0
1975,4954960.0,4954960.0,4954960.0,4954960.0,4954960.0
1976,1760447.0,1760447.0,1760447.0,1760447.0,1760447.0
1977,3200518.0,3200518.0,3200518.0,3200518.0,3200518.0
1978,4116040.0,4116040.0,4116040.0,4116040.0,4116040.0
1979,3885636.0,3885636.0,3885636.0,3885636.0,3885636.0
1980,3800097.0,3800097.0,3800097.0,3800097.0,3800097.0
1981,4096858.0,4096858.0,4096858.0,4096858.0,4096858.0
1982,3714561.0,3714561.0,3714561.0,3714561.0,3714561.0
1983,3948083.0,3948083.0,3948083.0,3948083.0,3948083.0
1984,4008008.0,4008008.0,4008008.0,4008008.0,4008008.0
1985,3604574.0,3604574.0,3604574.0,3604574.0,3604574.0
1986,3872952.0,3872952.0,3872952.0,3872952.0,3872952.0
1987,4102224.0,4102224.0,4102224.0,4102224.0,4102224.0
1988,3924182.0,3924182.0,3924182.0,3924182.0,3924182.0
1989,4486791.0,4486791.0,4486791.0,4486791.0,4486791.0
1990,4453341.0,4453341.0,4453341.0,4453341.0,4453341.0
1991,3864813.0,3864813.0,3864813.0,3864813.0,3864813.0
1992,4270996.0,4270996.0,4270996.0,4270996.0,4270996.0
1993,4141749.0,4141749.0,4141749.0,4141749.0,4141749.0
1994,3575551.0,3575551.0,3575551.0,3575551.0,3575551.0
1995,3144410.0,3144410.0,3144410.0,3144410.0,3144410.0
1996,4163526.0,4163526.0,4163526.0,4163526.0,4163526.0
1997,4390406.0,4390406.0,4390406.0,4390406.0,4390406.0
1998,3567720.0,3567720.0,3567720.0,3567720.0,3567720.0
1999,4331630.0,4331630.0,4331630.0,4331630.0,4331630.0
2000,4613972.0,4613972.0,4613972.0,4613972.0,4613972.0
2001,4559244.0,4559244.0,4559244.0,4559244.0,4559244.0
2002,4124491.0,4124491.0,4124491.0,4124491.0,4124491.0
2003,4538801.0,4538801.0,4538801.0,4538801.0,4538801.0
2004,5362698.0,5362698.0,5362698.0,5362698.0,5362698.0
2005,4933864.0,4933864.0,4933864.0,4933864.0,4933864.0
2006,4857982.0,4857982.0,4857982.0,4857982.0,4857982.0
2007,5711144.0,5711144.0,5711144.0,5711144.0,5711144.0
2008,5170145.0,5170145.0,5170145.0,5170145.0,5170145.0
2009,4702052.0,4702052.0,4702052.0,4702052.0,4702052.0
2010,4233437.0,4233437.0,4233437.0,4233437.0,4233437.0
2011,4381618.0,4381618.0,4381618.0,4381618.0,4381618.0
2012,4689117.0,4689117.0,4689117.0,4689117.0,4689117.0
2013,5284958.0,5284958.0,5284958.0,5284958.0,5284958.0
2014,4430259.0,4430259.0,4430259.0,4430259.0,4430259.0
2015,4658512.0,4658512.0,4658512.0,4658512.0,4658512.0
2016,4265050.0,4265050.0,4265050.0,4265050.0,4265050.0
2017,4524876.0,4524876.0,4524876.0,4524876.0,4524876.0
2018,3069920.0,3069920.0,3069920.0,3069920.0,3069920.0
2019,3544674.0,3544674.0,3544674.0,3544674.0,3544674.0
2020,5579663.0,5579663.0,5579663.0,5579663.0,5579663.0
2021,3463785.0,4572865.0,4572865.0,4572865.0,4572865.0
2022,,,,,
