protocol;date
corpus/protocols/1867/prot-1867--ak--0406.xml;1867-04-06
corpus/protocols/1867/prot-1867--ak--0406.xml;1867-04-08
corpus/protocols/1867/prot-1867--ak--0408.xml;1867-04-08
corpus/protocols/1867/prot-1867--ak--0408.xml;1867-04-10
corpus/protocols/1867/prot-1867--ak--0410.xml;1867-04-10
corpus/protocols/1867/prot-1867--ak--0411.xml;1867-04-12
corpus/protocols/1867/prot-1867--ak--0412.xml;1867-04-12
corpus/protocols/1867/prot-1867--ak--0413.xml;1867-04-13
corpus/protocols/1867/prot-1867--ak--0415.xml;1867-04-15
corpus/protocols/1867/prot-1867--ak--0416.xml;1867-04-16
corpus/protocols/1867/prot-1867--ak--0417.xml;1867-04-17
corpus/protocols/1867/prot-1867--ak--0417.xml;1867-04-18
corpus/protocols/1867/prot-1867--ak--0418.xml;1867-04-18
corpus/protocols/1867/prot-1867--ak--0423.xml;1867-04-23
corpus/protocols/1867/prot-1867--ak--0424.xml;1867-04-23
corpus/protocols/1867/prot-1867--ak--0424.xml;1867-04-24
corpus/protocols/1867/prot-1867--ak--0425.xml;1867-04-23
corpus/protocols/1867/prot-1867--ak--0425.xml;1867-04-26
corpus/protocols/1867/prot-1867--ak--0426.xml;1867-04-26
corpus/protocols/1867/prot-1867--ak--0426.xml;1867-04-27
corpus/protocols/1867/prot-1867--ak--0427.xml;1867-04-27
corpus/protocols/1867/prot-1867--ak--0429.xml;1867-04-29
corpus/protocols/1867/prot-1867--ak--0430.xml;1867-04-30
corpus/protocols/1867/prot-1867--ak--0501.xml;1867-05-01
corpus/protocols/1867/prot-1867--ak--0502.xml;1867-05-02
corpus/protocols/1867/prot-1867--ak--0503.xml;1867-05-03
corpus/protocols/1867/prot-1867--ak--0504.xml;1867-05-04
corpus/protocols/1867/prot-1867--ak--0506.xml;1867-05-06
corpus/protocols/1867/prot-1867--ak--0507.xml;1867-05-07
corpus/protocols/1867/prot-1867--ak--0507.xml;1867-05-08
corpus/protocols/1867/prot-1867--ak--0508.xml;1867-05-08
corpus/protocols/1867/prot-1867--ak--0508.xml;1867-05-09
corpus/protocols/1867/prot-1867--ak--0509.xml;1867-05-09
corpus/protocols/1867/prot-1867--ak--0510.xml;1867-05-10
corpus/protocols/1867/prot-1867--ak--0511.xml;1867-05-11
corpus/protocols/1867/prot-1867--ak--0512.xml;1867-05-12
corpus/protocols/1867/prot-1867--ak--0513.xml;1867-05-13
corpus/protocols/1867/prot-1867--ak--0514.xml;1867-05-14
corpus/protocols/1867/prot-1867--ak--0515.xml;1867-05-13
corpus/protocols/1867/prot-1867--ak--0516.xml;1867-06-05
corpus/protocols/1867/prot-1867--ak--0605.xml;1867-06-05
corpus/protocols/1867/prot-1867--fk--0118.xml;1867-01-18
corpus/protocols/1867/prot-1867--fk--0119.xml;1867-01-19
corpus/protocols/1867/prot-1867--fk--0121.xml;1867-01-21
corpus/protocols/1867/prot-1867--fk--0122.xml;1867-01-22
corpus/protocols/1867/prot-1867--fk--0122.xml;1867-01-23
corpus/protocols/1867/prot-1867--fk--0123.xml;1867-01-23
corpus/protocols/1867/prot-1867--fk--0124.xml;1867-01-24
corpus/protocols/1867/prot-1867--fk--0124.xml;1867-01-25
corpus/protocols/1867/prot-1867--fk--0125.xml;1867-01-25
corpus/protocols/1867/prot-1867--fk--0125.xml;1867-01-26
corpus/protocols/1867/prot-1867--fk--0126.xml;1867-01-26
corpus/protocols/1867/prot-1867--fk--0126.xml;1867-01-28
corpus/protocols/1867/prot-1867--fk--0128.xml;1867-01-28
corpus/protocols/1867/prot-1867--fk--0129.xml;1867-01-29
corpus/protocols/1867/prot-1867--fk--0129.xml;1867-01-30
corpus/protocols/1867/prot-1867--fk--0130.xml;1867-01-30
corpus/protocols/1867/prot-1867--fk--0131.xml;1867-01-31
corpus/protocols/1867/prot-1867--fk--0202.xml;1867-02-02
corpus/protocols/1867/prot-1867--fk--0204.xml;1867-02-04
corpus/protocols/1867/prot-1867--fk--0204.xml;1867-02-06
corpus/protocols/1867/prot-1867--fk--0206.xml;1867-02-06
corpus/protocols/1867/prot-1867--fk--0209.xml;1867-02-09
corpus/protocols/1867/prot-1867--fk--0213.xml;1867-02-13
corpus/protocols/1867/prot-1867--fk--0216.xml;1867-02-16
corpus/protocols/1867/prot-1867--fk--0216.xml;1867-02-20
corpus/protocols/1867/prot-1867--fk--0220.xml;1867-02-20
corpus/protocols/1867/prot-1867--fk--0223.xml;1867-02-23
corpus/protocols/1867/prot-1867--fk--0223.xml;1867-02-27
corpus/protocols/1867/prot-1867--fk--0227.xml;1867-02-27
corpus/protocols/1867/prot-1867--fk--0227.xml;1867-02-28
corpus/protocols/1867/prot-1867--fk--0228.xml;1867-02-28
corpus/protocols/1867/prot-1867--fk--0302.xml;1867-03-02
corpus/protocols/1867/prot-1867--fk--0302.xml;1867-03-06
corpus/protocols/1867/prot-1867--fk--0306.xml;1867-03-06
corpus/protocols/1867/prot-1867--fk--0307.xml;1867-03-07
corpus/protocols/1867/prot-1867--fk--0307.xml;1867-03-09
corpus/protocols/1867/prot-1867--fk--0309.xml;1867-03-09
corpus/protocols/1867/prot-1867--fk--0311.xml;1867-03-11
corpus/protocols/1867/prot-1867--fk--0311.xml;1867-03-13
corpus/protocols/1867/prot-1867--fk--0313.xml;1867-03-13
corpus/protocols/1867/prot-1867--fk--0314.xml;1867-03-14
corpus/protocols/1867/prot-1867--fk--0316.xml;1867-03-16
corpus/protocols/1867/prot-1867--fk--0318.xml;1867-03-18
corpus/protocols/1867/prot-1867--fk--0320.xml;1867-03-20
corpus/protocols/1867/prot-1867--fk--0320.xml;1867-03-22
corpus/protocols/1867/prot-1867--fk--0322.xml;1867-03-22
corpus/protocols/1867/prot-1867--fk--0323.xml;1867-03-23
corpus/protocols/1867/prot-1867--fk--0326.xml;1867-03-26
corpus/protocols/1867/prot-1867--fk--0326.xml;1867-03-27
corpus/protocols/1867/prot-1867--fk--0327.xml;1867-03-27
corpus/protocols/1867/prot-1867--fk--0328.xml;1867-03-28
corpus/protocols/1867/prot-1867--fk--0329.xml;1867-03-29
corpus/protocols/1867/prot-1867--fk--0330.xml;1867-03-30
corpus/protocols/1867/prot-1867--fk--0330.xml;1867-04-01
corpus/protocols/1867/prot-1867--fk--0401.xml;1867-04-01
corpus/protocols/1867/prot-1867--fk--0404.xml;1867-04-04
corpus/protocols/1867/prot-1867--fk--0406.xml;1867-04-06
corpus/protocols/1867/prot-1867--fk--0408.xml;1867-04-08
corpus/protocols/1867/prot-1867--fk--0408.xml;1867-04-09
corpus/protocols/1867/prot-1867--fk--0409.xml;1867-04-09
corpus/protocols/1867/prot-1867--fk--0409.xml;1867-04-10
corpus/protocols/1867/prot-1867--fk--0410.xml;1867-04-10
corpus/protocols/1867/prot-1867--fk--0410.xml;1867-04-11
corpus/protocols/1867/prot-1867--fk--0411.xml;1867-04-11
corpus/protocols/1867/prot-1867--fk--0411.xml;1867-04-12
corpus/protocols/1867/prot-1867--fk--0412.xml;1867-04-11
corpus/protocols/1867/prot-1867--fk--0413.xml;1867-04-13
corpus/protocols/1867/prot-1867--fk--0415.xml;1867-04-15
corpus/protocols/1867/prot-1867--fk--0415.xml;1867-04-16
corpus/protocols/1867/prot-1867--fk--0416.xml;1867-04-16
corpus/protocols/1867/prot-1867--fk--0416.xml;1867-04-17
corpus/protocols/1867/prot-1867--fk--0417.xml;1867-04-17
corpus/protocols/1867/prot-1867--fk--0418.xml;1867-04-18
corpus/protocols/1867/prot-1867--fk--0424.xml;1867-04-24
corpus/protocols/1867/prot-1867--fk--0425.xml;1867-04-25
corpus/protocols/1867/prot-1867--fk--0426.xml;1867-04-26
corpus/protocols/1867/prot-1867--fk--0427.xml;1867-04-27
corpus/protocols/1867/prot-1867--fk--0429.xml;1867-04-29
corpus/protocols/1867/prot-1867--fk--0430.xml;1867-04-30
corpus/protocols/1867/prot-1867--fk--0501.xml;1867-05-01
corpus/protocols/1867/prot-1867--fk--0502.xml;1867-05-02
corpus/protocols/1867/prot-1867--fk--0503.xml;1867-05-03
corpus/protocols/1867/prot-1867--fk--0504.xml;1867-05-04
corpus/protocols/1867/prot-1867--fk--0506.xml;1867-05-06
corpus/protocols/1867/prot-1867--fk--0507.xml;1867-05-07
corpus/protocols/1867/prot-1867--fk--0508.xml;1867-05-08
corpus/protocols/1867/prot-1867--fk--0509.xml;1867-05-09
corpus/protocols/1867/prot-1867--fk--0510.xml;1867-05-10
corpus/protocols/1867/prot-1867--fk--0511.xml;1867-05-11
corpus/protocols/1867/prot-1867--fk--0512.xml;1867-05-12
corpus/protocols/1867/prot-1867--fk--0513.xml;1867-05-13
corpus/protocols/1867/prot-1867--fk--0514.xml;1867-05-14
corpus/protocols/1867/prot-1867--fk--0515.xml;1867-05-14
corpus/protocols/1867/prot-1867--fk--0516.xml;1867-05-16
corpus/protocols/1868/prot-1868--ak--0116.xml;1868-01-16
corpus/protocols/1868/prot-1868--ak--0117.xml;1868-01-17
corpus/protocols/1868/prot-1868--ak--0117.xml;1868-01-18
corpus/protocols/1868/prot-1868--ak--0118.xml;1868-01-17
corpus/protocols/1868/prot-1868--ak--0118.xml;1868-01-18
corpus/protocols/1868/prot-1868--ak--0120.xml;1868-01-20
corpus/protocols/1868/prot-1868--ak--0121.xml;1868-01-22
corpus/protocols/1868/prot-1868--ak--0122.xml;1868-01-22
corpus/protocols/1868/prot-1868--ak--0123.xml;1868-01-23
corpus/protocols/1868/prot-1868--ak--0124.xml;1868-01-24
corpus/protocols/1868/prot-1868--ak--0125.xml;1868-01-25
corpus/protocols/1868/prot-1868--ak--0125.xml;1868-01-27
corpus/protocols/1868/prot-1868--ak--0127.xml;1868-01-27
corpus/protocols/1868/prot-1868--ak--0127.xml;1868-01-28
corpus/protocols/1868/prot-1868--ak--0128.xml;1868-01-28
corpus/protocols/1868/prot-1868--ak--0129.xml;1868-01-29
corpus/protocols/1868/prot-1868--ak--0201.xml;1868-02-01
corpus/protocols/1868/prot-1868--ak--0201.xml;1868-02-03
corpus/protocols/1868/prot-1868--ak--0203.xml;1868-02-03
corpus/protocols/1868/prot-1868--ak--0203.xml;1868-02-05
corpus/protocols/1868/prot-1868--ak--0205.xml;1868-02-05
corpus/protocols/1868/prot-1868--ak--0205.xml;1868-02-08
corpus/protocols/1868/prot-1868--ak--0208.xml;1868-02-08
corpus/protocols/1868/prot-1868--ak--0212.xml;1868-02-12
corpus/protocols/1868/prot-1868--ak--0212.xml;1868-02-15
corpus/protocols/1868/prot-1868--ak--0215.xml;1868-02-15
corpus/protocols/1868/prot-1868--ak--0219.xml;1868-02-19
corpus/protocols/1868/prot-1868--ak--0219.xml;1868-02-22
corpus/protocols/1868/prot-1868--ak--0222.xml;1868-02-22
corpus/protocols/1868/prot-1868--ak--0226.xml;1868-02-29
corpus/protocols/1868/prot-1868--ak--0229.xml;1868-02-29
corpus/protocols/1868/prot-1868--ak--0302.xml;1868-03-02
corpus/protocols/1868/prot-1868--ak--0303.xml;1868-03-04
corpus/protocols/1868/prot-1868--ak--0304.xml;1868-03-04
corpus/protocols/1868/prot-1868--ak--0307.xml;1868-03-07
corpus/protocols/1868/prot-1868--ak--0309.xml;1868-03-09
corpus/protocols/1868/prot-1868--ak--0310.xml;1868-03-10
corpus/protocols/1868/prot-1868--ak--0311.xml;1868-03-11
corpus/protocols/1868/prot-1868--ak--0312.xml;1868-03-12
corpus/protocols/1868/prot-1868--ak--0313.xml;1868-03-13
corpus/protocols/1868/prot-1868--ak--0313.xml;1868-03-14
corpus/protocols/1868/prot-1868--ak--0314.xml;1868-03-14
corpus/protocols/1868/prot-1868--ak--0316.xml;1868-03-16
corpus/protocols/1868/prot-1868--ak--0317.xml;1868-03-17
corpus/protocols/1868/prot-1868--ak--0318.xml;1868-03-18
corpus/protocols/1868/prot-1868--ak--0321.xml;1868-03-21
corpus/protocols/1868/prot-1868--ak--0324.xml;1868-03-24
corpus/protocols/1868/prot-1868--ak--0326.xml;1868-03-26
corpus/protocols/1868/prot-1868--ak--0328.xml;1868-03-28
corpus/protocols/1868/prot-1868--ak--0401.xml;1868-04-01
corpus/protocols/1868/prot-1868--ak--0404.xml;1868-04-06
corpus/protocols/1868/prot-1868--ak--0406.xml;1868-04-06
corpus/protocols/1868/prot-1868--ak--0406.xml;1868-04-08
corpus/protocols/1868/prot-1868--ak--0408.xml;1868-04-08
corpus/protocols/1868/prot-1868--ak--0411.xml;1868-04-16
corpus/protocols/1868/prot-1868--ak--0416.xml;1868-04-16
corpus/protocols/1868/prot-1868--ak--0418.xml;1868-04-18
corpus/protocols/1868/prot-1868--ak--0420.xml;1868-04-20
corpus/protocols/1868/prot-1868--ak--0422.xml;1868-04-22
corpus/protocols/1868/prot-1868--ak--0423.xml;1868-04-23
corpus/protocols/1868/prot-1868--ak--0425.xml;1868-04-27
corpus/protocols/1868/prot-1868--ak--0427.xml;1868-04-27
corpus/protocols/1868/prot-1868--ak--0427.xml;1868-04-29
corpus/protocols/1868/prot-1868--ak--0429.xml;1868-04-29
corpus/protocols/1868/prot-1868--ak--0430.xml;1868-04-30
corpus/protocols/1868/prot-1868--ak--0502.xml;1868-05-02
corpus/protocols/1868/prot-1868--ak--0502.xml;1868-05-04
corpus/protocols/1868/prot-1868--ak--0504.xml;1868-05-04
corpus/protocols/1868/prot-1868--ak--0505.xml;1868-05-05
corpus/protocols/1868/prot-1868--ak--0506.xml;1868-05-06
corpus/protocols/1868/prot-1868--ak--0507.xml;1868-05-07
corpus/protocols/1868/prot-1868--ak--0508.xml;1868-05-09
corpus/protocols/1868/prot-1868--ak--0509.xml;1868-05-09
corpus/protocols/1868/prot-1868--ak--0511.xml;1868-05-11
corpus/protocols/1868/prot-1868--ak--0511.xml;1868-05-12
corpus/protocols/1868/prot-1868--ak--0512.xml;1868-05-12
corpus/protocols/1868/prot-1868--ak--0513.xml;1868-05-13
corpus/protocols/1868/prot-1868--ak--0514.xml;1868-05-14
corpus/protocols/1868/prot-1868--ak--0514.xml;1868-05-15
corpus/protocols/1868/prot-1868--ak--0515.xml;1868-05-15
corpus/protocols/1868/prot-1868--ak--0516.xml;1868-05-16
corpus/protocols/1868/prot-1868--ak--0603.xml;1868-06-03
corpus/protocols/1868/prot-1868--fk--0116.xml;1868-01-15
corpus/protocols/1868/prot-1868--fk--0117.xml;1868-01-17
corpus/protocols/1868/prot-1868--fk--0118.xml;1868-01-17
corpus/protocols/1868/prot-1868--fk--0118.xml;1868-01-20
corpus/protocols/1868/prot-1868--fk--0120.xml;1868-01-20
corpus/protocols/1868/prot-1868--fk--0121.xml;1868-01-21
corpus/protocols/1868/prot-1868--fk--0122.xml;1868-01-22
corpus/protocols/1868/prot-1868--fk--0122.xml;1868-01-23
corpus/protocols/1868/prot-1868--fk--0123.xml;1868-01-23
corpus/protocols/1868/prot-1868--fk--0124.xml;1868-01-24
corpus/protocols/1868/prot-1868--fk--0125.xml;1868-01-25
corpus/protocols/1868/prot-1868--fk--0127.xml;1868-01-27
corpus/protocols/1868/prot-1868--fk--0128.xml;1868-01-28
corpus/protocols/1868/prot-1868--fk--0129.xml;1868-01-29
corpus/protocols/1868/prot-1868--fk--0201.xml;1868-02-01
corpus/protocols/1868/prot-1868--fk--0203.xml;1868-02-03
corpus/protocols/1868/prot-1868--fk--0205.xml;1868-02-05
corpus/protocols/1868/prot-1868--fk--0208.xml;1868-02-08
corpus/protocols/1868/prot-1868--fk--0212.xml;1868-02-12
corpus/protocols/1868/prot-1868--fk--0215.xml;1868-02-15
corpus/protocols/1868/prot-1868--fk--0219.xml;1868-02-19
corpus/protocols/1868/prot-1868--fk--0222.xml;1868-02-22
corpus/protocols/1868/prot-1868--fk--0226.xml;1868-02-26
corpus/protocols/1868/prot-1868--fk--0229.xml;1868-02-29
corpus/protocols/1868/prot-1868--fk--0229.xml;1868-03-02
corpus/protocols/1868/prot-1868--fk--0302.xml;1868-03-02
corpus/protocols/1868/prot-1868--fk--0304.xml;1868-03-04
corpus/protocols/1868/prot-1868--fk--0306.xml;1868-03-06
corpus/protocols/1868/prot-1868--fk--0306.xml;1868-03-07
corpus/protocols/1868/prot-1868--fk--0307.xml;1868-03-07
corpus/protocols/1868/prot-1868--fk--0309.xml;1868-03-09
corpus/protocols/1868/prot-1868--fk--0310.xml;1868-03-10
corpus/protocols/1868/prot-1868--fk--0311.xml;1868-03-11
corpus/protocols/1868/prot-1868--fk--0312.xml;1868-03-12
corpus/protocols/1868/prot-1868--fk--0313.xml;1868-03-13
corpus/protocols/1868/prot-1868--fk--0314.xml;1868-03-14
corpus/protocols/1868/prot-1868--fk--0318.xml;1868-03-18
corpus/protocols/1868/prot-1868--fk--0321.xml;1868-03-20
corpus/protocols/1868/prot-1868--fk--0324.xml;1868-03-24
corpus/protocols/1868/prot-1868--fk--0326.xml;1868-03-26
corpus/protocols/1868/prot-1868--fk--0328.xml;1868-03-28
corpus/protocols/1868/prot-1868--fk--0401.xml;1868-04-01
corpus/protocols/1868/prot-1868--fk--0404.xml;1868-04-04
corpus/protocols/1868/prot-1868--fk--0406.xml;1868-04-06
corpus/protocols/1868/prot-1868--fk--0408.xml;1868-04-08
corpus/protocols/1868/prot-1868--fk--0411.xml;1868-04-16
corpus/protocols/1868/prot-1868--fk--0416.xml;1868-04-16
corpus/protocols/1868/prot-1868--fk--0418.xml;1868-04-18
corpus/protocols/1868/prot-1868--fk--0422.xml;1868-04-22
corpus/protocols/1868/prot-1868--fk--0422.xml;1868-04-23
corpus/protocols/1868/prot-1868--fk--0423.xml;1868-04-23
corpus/protocols/1868/prot-1868--fk--0425.xml;1868-04-25
corpus/protocols/1868/prot-1868--fk--0427.xml;1868-04-27
corpus/protocols/1868/prot-1868--fk--0429.xml;1868-04-29
corpus/protocols/1868/prot-1868--fk--0430.xml;1868-04-30
corpus/protocols/1868/prot-1868--fk--0430.xml;1868-05-02
corpus/protocols/1868/prot-1868--fk--0502.xml;1868-05-02
corpus/protocols/1868/prot-1868--fk--0504.xml;1868-05-04
corpus/protocols/1868/prot-1868--fk--0505.xml;1868-05-05
corpus/protocols/1868/prot-1868--fk--0506.xml;1868-05-06
corpus/protocols/1868/prot-1868--fk--0507.xml;1868-05-07
corpus/protocols/1868/prot-1868--fk--0507.xml;1868-05-08
corpus/protocols/1868/prot-1868--fk--0508.xml;1868-05-08
corpus/protocols/1868/prot-1868--fk--0509.xml;1868-05-09
corpus/protocols/1868/prot-1868--fk--0511.xml;1868-05-11
corpus/protocols/1868/prot-1868--fk--0512.xml;1868-05-12
corpus/protocols/1868/prot-1868--fk--0513.xml;1868-05-13
corpus/protocols/1868/prot-1868--fk--0514.xml;1868-05-14
corpus/protocols/1868/prot-1868--fk--0515.xml;1868-05-15
corpus/protocols/1868/prot-1868--fk--0516.xml;1868-05-16
corpus/protocols/1869/prot-1869--ak--0116.xml;1869-01-16
corpus/protocols/1869/prot-1869--ak--0118.xml;1869-01-18
corpus/protocols/1869/prot-1869--ak--0118.xml;1869-01-19
corpus/protocols/1869/prot-1869--ak--0119.xml;1869-01-18
corpus/protocols/1869/prot-1869--ak--0119.xml;1869-01-19
corpus/protocols/1869/prot-1869--ak--0119.xml;1869-01-20
corpus/protocols/1869/prot-1869--ak--0120.xml;1869-01-20
corpus/protocols/1869/prot-1869--ak--0120.xml;1869-01-21
corpus/protocols/1869/prot-1869--ak--0121.xml;1869-01-21
corpus/protocols/1869/prot-1869--ak--0121.xml;1869-01-23
corpus/protocols/1869/prot-1869--ak--0123.xml;1869-01-23
corpus/protocols/1869/prot-1869--ak--0125.xml;1869-01-25
corpus/protocols/1869/prot-1869--ak--0127.xml;1869-01-27
corpus/protocols/1869/prot-1869--ak--0127.xml;1869-01-28
corpus/protocols/1869/prot-1869--ak--0128.xml;1869-01-28
corpus/protocols/1869/prot-1869--ak--0128.xml;1869-01-30
corpus/protocols/1869/prot-1869--ak--0130.xml;1869-01-30
corpus/protocols/1869/prot-1869--ak--0201.xml;1869-02-01
corpus/protocols/1869/prot-1869--ak--0203.xml;1869-02-03
corpus/protocols/1869/prot-1869--ak--0203.xml;1869-02-06
corpus/protocols/1869/prot-1869--ak--0206.xml;1869-02-06
corpus/protocols/1869/prot-1869--ak--0206.xml;1869-02-10
corpus/protocols/1869/prot-1869--ak--0210.xml;1869-02-10
corpus/protocols/1869/prot-1869--ak--0210.xml;1869-02-13
corpus/protocols/1869/prot-1869--ak--0213.xml;1869-02-13
corpus/protocols/1869/prot-1869--ak--0213.xml;1869-02-17
corpus/protocols/1869/prot-1869--ak--0217.xml;1869-02-17
corpus/protocols/1869/prot-1869--ak--0220.xml;1869-02-18
corpus/protocols/1869/prot-1869--ak--0220.xml;1869-02-24
corpus/protocols/1869/prot-1869--ak--0224.xml;1869-02-24
corpus/protocols/1869/prot-1869--ak--0225.xml;1869-02-27
corpus/protocols/1869/prot-1869--ak--0227.xml;1869-02-27
corpus/protocols/1869/prot-1869--ak--0301.xml;1869-03-01
corpus/protocols/1869/prot-1869--ak--0303.xml;1869-02-27
corpus/protocols/1869/prot-1869--ak--0303.xml;1869-03-03
corpus/protocols/1869/prot-1869--ak--0305.xml;1869-03-05
corpus/protocols/1869/prot-1869--ak--0306.xml;1869-03-06
corpus/protocols/1869/prot-1869--ak--0309.xml;1869-03-09
corpus/protocols/1869/prot-1869--ak--0310.xml;1869-03-10
corpus/protocols/1869/prot-1869--ak--0311.xml;1869-03-11
corpus/protocols/1869/prot-1869--ak--0312.xml;1869-03-12
corpus/protocols/1869/prot-1869--ak--0313.xml;1869-03-13
corpus/protocols/1869/prot-1869--ak--0316.xml;1869-03-16
corpus/protocols/1869/prot-1869--ak--0317.xml;1869-03-17
corpus/protocols/1869/prot-1869--ak--0318.xml;1869-03-18
corpus/protocols/1869/prot-1869--ak--0322.xml;1869-03-22
corpus/protocols/1869/prot-1869--ak--0323.xml;1869-03-13
corpus/protocols/1869/prot-1869--ak--0323.xml;1869-03-23
corpus/protocols/1869/prot-1869--ak--0331.xml;1869-03-31
corpus/protocols/1869/prot-1869--ak--0401.xml;1869-04-01
corpus/protocols/1869/prot-1869--ak--0401.xml;1869-04-03
corpus/protocols/1869/prot-1869--ak--0403.xml;1869-04-03
corpus/protocols/1869/prot-1869--ak--0405.xml;1869-04-05
corpus/protocols/1869/prot-1869--ak--0407.xml;1869-04-07
corpus/protocols/1869/prot-1869--ak--0408.xml;1869-04-08
corpus/protocols/1869/prot-1869--ak--0410.xml;1869-04-10
corpus/protocols/1869/prot-1869--ak--0412.xml;1869-04-12
corpus/protocols/1869/prot-1869--ak--0414.xml;1869-04-13
corpus/protocols/1869/prot-1869--ak--0417.xml;1869-02-24
corpus/protocols/1869/prot-1869--ak--0417.xml;1869-04-17
corpus/protocols/1869/prot-1869--ak--0420.xml;1869-04-20
corpus/protocols/1869/prot-1869--ak--0420.xml;1869-04-21
corpus/protocols/1869/prot-1869--ak--0421.xml;1869-04-21
corpus/protocols/1869/prot-1869--ak--0421.xml;1869-04-23
corpus/protocols/1869/prot-1869--ak--0424.xml;1869-04-24
corpus/protocols/1869/prot-1869--ak--0426.xml;1869-04-26
corpus/protocols/1869/prot-1869--ak--0428.xml;1869-04-28
corpus/protocols/1869/prot-1869--ak--0430.xml;1869-04-30
corpus/protocols/1869/prot-1869--ak--0501.xml;1869-05-01
corpus/protocols/1869/prot-1869--ak--0503.xml;1869-05-03
corpus/protocols/1869/prot-1869--ak--0503.xml;1869-05-05
corpus/protocols/1869/prot-1869--ak--0505.xml;1869-05-05
corpus/protocols/1869/prot-1869--ak--0505.xml;1869-05-07
corpus/protocols/1869/prot-1869--ak--0507.xml;1869-05-07
corpus/protocols/1869/prot-1869--ak--0507.xml;1869-05-08
corpus/protocols/1869/prot-1869--ak--0508.xml;1869-05-08
corpus/protocols/1869/prot-1869--ak--0510.xml;1869-05-10
corpus/protocols/1869/prot-1869--ak--0510.xml;1869-05-11
corpus/protocols/1869/prot-1869--ak--0511.xml;1869-05-11
corpus/protocols/1869/prot-1869--ak--0512.xml;1869-05-12
corpus/protocols/1869/prot-1869--ak--0512.xml;1869-05-13
