swerik_id;surname;first_name;iort
i-LxsP75BKS1JijkM9qnLfyY;Anderberg;Christel M;Säter
i-J6NhTcjZP8S8fLQ6A64Dcy;Anderlund;S Ingegerd;Bunkeflostrand
i-6sbVRZAYRDNeiVS9WQSU1e;Anderson;Ruth M H;Lerum
i-XTyDCnHnwEJ8LVRHwZJ9Eo;Andersson;M Alvar;Knäred
i-CMcCHP4M4fTSvskDVXpQgV;Andersson;Anders;Västerfärnebo
i-BWRJYa7Tr185rgSmDSjQgU;Andersson;A Arne;Gustafs
i-KHHwukqC5Q8kiR5DXHY3hJ;Andersson;J Arne L;Gamleby
i-PjjxQYR5UbxSEEqwa2s5mr;Andersson;L Arne;Ljung
i-GTuuYHp9xWAMFgs56cbdRJ;Andersson;E Axel;Norrsundet
i-Uhj8eA62TE2vySTymeWKce;Andersson;Barbro C ö:dotter;Österbybruk
i-C3ssPUv2X6tsSEWo9qPD5D;Andersson;T Birger;Sala
i-24FhhfcLncvvn1Ea4tJ4p7;Andersson;Elis G;Edsbro
i-XazZeCYyyq3u8LSAmNahPt;Andersson;J Elving A;Viganseröd
i-Xrj5P46hsif4EVQjEQc8eH;Andersson;Georg L;Lycksele
i-45VdkAjY3iYtXQi37FEFo6;Andersson;I Gunilla;Arvika
i-9FZ4w8Hg49p7i94HbueNCk;Andersson;A Gösta J;Nybro
i-QCRg2KTsg7cQV6CGsVeAfY;Andersson;Hans T;Ludvika
i-WofHzvC91QXm1zodrY8bue;Andersson;Hans-Eric;Handen
i-XKg5iH6wEvNmjVSbmtT8aG;Andersson;K Hugo S;Finspång
i-3Qz6CXUz6kGGCR1aT9MZrB;Andersson;Ingrid M;Bålsta
i-D67aVg2PXxmkS16QumukuW;Andersson;Ingrid S M;Visböle
i-PmmWDhSQEkzH2tiLALeDpf;Andersson;Jan T;Helsingborg
i-HF1be62hHhvaXoZiyUz2HF;Andersson;John 0;Dorotea
i-63YisRvQLe9EokAsFsa8Zt;Andersson;Karl-Gustav;Storfors
i-8DX2HEsXGBiY7R9ZYRTmeN;Andersson;Karin E;Stockholm
i-464zNZPAemsK22JgKUPHEW;Andersson;Kerstin G;Hjärtum
i-464zNZPAemsK22JgKUPHEW;Andersson;Kerstin G;Trollhättan
i-RvSFfZMiX66J8kUq7BXdHW;Andersson;Kerstin V;Kumla
i-Rxa5TPjMBxaWxXdk3wbctW;Andersson;Lars G;Eskilstuna
i-BPyL9xrSiFW1DR7Gx5wkdi;Andersson;J Lars C;Haninge
i-BPyL9xrSiFW1DR7Gx5wkdi;Andersson;J Lars C;Tyresö
i-DMh3exABdyie4FuycG7Nae;Andersson;Lennart F H;Södertälje
i-4HwVdTBbapZ5KwNJtKs6Ux;Andersson;A Marianne;Vårgårda
i-XimzbhsHd6LGFXU9s2FTzJ;Andersson;B Marianne;Gislaved
i-JvZPmXuKE9MCvrDfVtd81k;Andersson;G E Monica;Stockholm
i-NU8tJB6guueShtb7ryAmaQ;Andersson;Rolf B;Halmstad
i-TRnXjwqZqTJWcuZekA2f4r;Andersson;B Sivert;Stockholm
i-84xpErSjuTzEi5hvTA1Jtt;Andersson;Sten C;Malmö
i-LjtwJxDCPGUHPFuX9WhngD;Andersson;Sten S;Enskede
i-VQeQMdt9caNQssp1jxvoHn;Andersson;Stina S;Täby
i-7sFhzF4XyCBEam1XMECpMa;Andersson;Sven A H;Billingsfors
i-4RXtdePQij5UMYC7P4zsCe;Andersson;Sven G;Örebro
i-ErNemW6WNsbRaNz3Q9qVQH;Andersson;Sven O M;Göteborg
i-ErNemW6WNsbRaNz3Q9qVQH;Andersson;Sven O M;Stockholm
i-ErNemW6WNsbRaNz3Q9qVQH;Andersson;Sven O M;Sundby berg
i-9uS62EqsJWW4P5ZumD9Sgp;Andersson;A Widar;Falun
i-9uS62EqsJWW4P5ZumD9Sgp;Andersson;A Widar;Hassela
i-LdbVtbdPx3MQxR6GEgCqax;Andnor;Berit;Östersund
i-JbQ4LaZceHR3Dk6TCPfuHh;André;Gunilla K;Mariestad
i-Fgesu2cj1Ub5D7stoi6hAK;Andreasson;N Egon;Östra Ljungby
i-Rb9LcfDrAi5Y6rVKoFXtAg;Andreasson;A Owe 1;Falkenberg
i-W4KsfSh6dCbjCcJdxiZwL;Andrén;E Margareta;Bromma
i-HZV5H2PBrEbNREbjvh2nWq;Anér;Kerstin;Bromma
i-KZRYQXLaqTdR8ZicM7zYRV;Annerstedt;Ylva SV;Södertälje
i-HsWM4bpkJMwFcQjYcCpgmf;Annerås;K E Arvid;Lindome
i-Fs9KpZYHZp1uu9ioJZkH5D;Antby;Sven O;Långared
i-9MFHjq6CgKrRzcV8mJqNJd;Antonsson;Johannes M;Dahla
i-6UFu18Lx32dr6xxduGNnBb;Arvidson;Bo R;Kävlinge
i-PRHkYxGCaT2cbJpjjfnRtn;Ask;E C Beatrice;Stockholm
i-6yryP5FsumcdXgD5cb8aDF;Aspling;Sven G;Sundbyberg
i-Fa75ePV6JC2wN91aE4xcYD;Attefall;J Stefan;Umeå
i-PvZh9Zhc6sdAt87Ng4CMcQ;Attefors;J Kenneth;Nyköping
i-LUCA83PosZ3UWJrbWWowr5;Augustsson;J A Gillis;Boxholm
i-2xUKQzvWR1CyjDQD6YBgeC;Aulin;Olle M;Malmö
i-NeYACd8NSiYWBhdiUeL6ZZ;Aurelius;Nils Fredrik;Kalmar
i-RCTjiWPTWsdbhU76ZmcCUr;Backlund;Rune DT;Visingsö
i-8rgPqLrraP4U2Uu8wEKuJF;Backman;Jan 1;Råå
i-NLfT4RS4huMCGpWx1zB8Ag;Bager;Erling L A;Västra Frölunda
i-XxxhK5cXr2wqWtUSsWnphS;Bengtson;Torsten S;Danderyd
i-XxxhK5cXr2wqWtUSsWnphS;Bengtson;Torsten S;Jönköping
i-21bcvvF1pf7n8H2CydJGFb;Bengtsson;K-E Bengt;Göteborg
i-9b5dygstFooeZAKETPPzo2;Bengtsson;Hugo V;Landskrona
i-PiA69Zron44x5fF1pHdUBo;Bengtsson;S B Ingemund;Varberg
i-5aLm2cJRWeExysRXuewS8Y;Bengtsson;Karl F;Varberg
i-754rttyqytrA6fe8P1kNFP;Bengtsson;K Lennart A;Hamneda
i-HzADKHvekYKPbRRk7Lm9Lf;Bengtsson;G Marita;Katrineholm
i-TJkWYsn7fwUsxfVJHu9ETA;Berg;Ulla B;Hällefors
i-VHm6YMPwVufzN3xeoA3b4v;Bergander;Lilly K;Nynäshamn
i-UmGHrbipY4e5SAGvddBkzr;Bergdahl;Hugo A;Västerås
i-5oxq9QfXuQEKCyB87SfvtP;Bergdahl;Leif A L;Juoksengi
i-6BUB98yo7AWa3ytqrLBv21;Bergegren;Astrid;Norrköping
i-CZYhqMaUy5VkTwsMNWg9pc;Berggren;Inga K;Trelleborg
i-8bCQKT71VdBcHzz8yFjbEs;Berglund;Frida J;Luleå
i-ARQCpzRTv8ggWtQVRwi1x5;Berglund;M Rune I;Vemhån
i-2qMAGUo6yhpbSovQ2eHBVE;Bergman;K Holger;Nyköping
i-RtRinU34czWQjxgzEgDUNH;Bergman;Per R;Göteborg
i-2GrQUZVdfkSwaKMdaXRCZ6;Bergqvist;G Holger;Göteborg
i-SxMRyNpuf1AM958dzVwm5b;Bergqvist;Jan G;Västra Frölunda
i-NnnjpbjTFUH5mHJLVXoKZ1;Bergström;Britta J;Malmö
i-UtrdG3TunFF2Q5dXbR45yN;Bergström;Harald V;Moheda
i-CMGiiZNVocLdbkuKqXgWTG;Berndtson;Nils A;Linköping
i-S3eg8HSy1B2AEamregH9dM;Berndtsson;K Henry;Bua
i-MKm68HiDPih8eisvsh6GJg;Bernhardsson;Bo G 1;Lund
i-95F4sSt2W2tyXAwECzMBoc;Bernström;Bonnie L I:dotter;Stockholm
i-Y6FifPU59JaGH9t3J1Gxre;Bertilsson;Stig L;Vänersborg
i-AZnaWEAg22YQ3HzVMfNSHR;Bildt;N D Carl;Stockholm
i-VvqVwyrQgUiYjtEt3CpQcM;Billing;Knut N G;Järfälla
i-5WchbRYCVdXodSthFK381D;Biörck;C Gunnar W;Värmdö
i-5gsXGTVMb4F5UcCNCBa8eN;Biörck;Lars GA;Järna
i-NgCTKqp2fs7ZtdGdg2MLiL;Biörsmark;Karl-Göran;Norrköping
i-QhJNCjQN8CrzR8fmdsivU7;Bjelle;Britta M;Luleå
i-GvBe798bQfFYpnaboy7YCF;Björck;Anders P-A;Nässjö
i-GvBe798bQfFYpnaboy7YCF;Björck;Anders P-A;Bashult
i-4ArLZazBX4fxunitZvs7oe;Björk;Gunnar E;Gävle
i-4ozJvQj9byCZWcrYUrLEiR;Björk;Ingvar M A;Linköping
i-MeXvsK7yXnvLwkvhiu6BrW;Björk;Kaj Å;Skärholmen
i-MeXvsK7yXnvLwkvhiu6BrW;Björk;Kaj Å;Enebyberg
i-Ap6PaQn9pzDFdUtnP8xyzP;Björklund;Ulf D E;Orsa
i-UukxhVrpswE5ADBkFe7Q3V;Björkman;Jan 1;Kyrkhult
i-Tg5wtdAcfotgy1zwH4f3qs;Björkman;Lars E I;Länghem
i-BTYdghU4EMq5Q5aBuDLzBK;Björkquist;Lola K E;Linköping
i-Pf4gypjM8ocbfUutLJqncW;Björne;Eva;Alnö
i-QBjhdigjuYnc4dZSUCUByw;Björnemalm;Maud U M;Storå
i-WqeECYtjggiM2pfNAKtUaz;Björzén;Karl K;Västerås
i-WWUa4KpgLZ1YFK2FJVEjqC;Bladh;Lennart W;Hässleholm
i-Js7miY1xBdpEGXKf4Kx1r8;Blom;S T Lennart;Stockholm
i-9tTQQwvoxmXJiQfaNwGXL4;Blomkvist;G Arne;Lidköping
i-41UKhfCfhsFVWQiH8A1X8v;Blucher;Raul;Karlstad
i-7fFgo4WQw2AZD5MU9tkws7;Bohlin;Britt E 1;Mellerud
i-3uaN5fvSUmBMXgqnzrb6Yb;Bohlin;Görel R C;Sigtuna
i-C6MPg8QS78d6rtHZ6Jc424;Bohlin;Sinikka T;Forsbacka
i-LQKP5CDY62YpFZWUbs7QiW;Bohman;B Gösta;Stockholm
i-Wiq5749k7owcARUynxZuX7;Bolander;Gunhild A M;Romakloster
i-82FJELMx7YFRYjpsFj8aw9;Bolkéus;Sigrid E:dotter;Bollnäs
i-4Fpaw3XcFb6Gne8E62mhr1;Boo;Karl G H;By
i-HGfALYBg5SLYb8z1er3XK1;Boström;Curt B;Piteå
i-Wc8BbEX41g19kGFrxayPxN;Boström;A H Lena;Umeå
i-XAZuDYpjMWVDmo4L97UiJw;Bouvin;U John F;Halmstad
i-Hh9SCAcwQ6HHbjMsB1cuTy;Brandt;Erik R;Aspabruk
i-A2jgxgPRi11BxUsPb2uNmM;Branting;C M Charlotte;Växjö
i-NpH9yMBX9F5REgmdLDF5Nm;Brohult;Johan A;Bromma
i-GoPG5SYP7B72kfnF4EmN5b;Brunander;K Lennart;Rävlanda
i-7oTnqapnshRg18qXWm1AaJ;Brundin;Paul S;Göteborg
i-LqLKSYqgPPCXT6xiy14Fyr;Bråkenhielm;R Anita E;Skirö
i-LqLKSYqgPPCXT6xiy14Fyr;Bråkenhielm;R Anita E;Vetlanda
i-967Q9DmWbuMgaG62XNQNDR;Brännström;Roland J;Skellefteå
i-9DETYuf2xa4o1AQ7HpbNMT;Burenstam Linder;H M Staffan;Djursholm
i-KoshphacAWMdvHAZ62MAi2;Bäckström;Lars C;Uddevalla
i-9CvkAU1JKjTkULuqucvebo;Bäckström;E Maja;Ängelholm
i-6kM68wZxXHDg8bWsDW7eih;Bölander;Berit S;Stockholm
i-Af27F1xYCu7PKfDmUgU7Xb;Börjesson;Bengt J;Falköping
i-5XethkkAh3mA2LfNuZ2YBW;Börjesson;Erik 1;Helsingborg
i-AJCahuHrtMzn7qwctgkSw7;Börjesson;Fritz A;Glömminge
i-Ds7sSTFH4EAscvdepjuZf3;Calner;Lisbet L;Lysekil
i-3keJ4YLp7mio52y4ibMPhZ;Carlson;Leif S;Vimmerby
i-RxkptNoJYi3BWpTneSNTUn;Carlshamre;Nils O G;Kungälv
i-VHSPVhF5LjvV5m4yU1W3FJ;Carlsson;G Birgitta;Torestorp
i-Apri7FgXXxnC71KLoUptE9;Carlsson;C Eric;Vikmanshyttan
i-WMA5CvSwpnzJGeJntPaK4Q;Carlsson;K Inge;Finspång
i-WYkrZExE7jfwHjmfH1DPwg;Carlsson;G Ingvar;Tyresö
i-WYkrZExE7jfwHjmfH1DPwg;Carlsson;G Ingvar;Stockholm
i-PdJw8xPqQjV6cBPBbRhsqT;Carlsson;Kent R E;Stockholm
i-Swj9MJpeW2AoQ6xU1k7jnv;Carlsson;T E Roine;Järfälla
i-Un2MPRTWRPWQ7aGPA42b56;Carlstein;Rune A;Borås
i-FjV3Ag28Gv7zKm2HhsFrtm;Carlström;Marianne L;Göteborg
i-N1JCHiE7Y6HundcWiuX64z;Carlström;A Valdo;Olofström
i-6f3Eo6CncWk3zsxXn8Fyv8;Carnerö;Åke E;Ljungskile
i-EjgCsasV3xuCur7HxqaNHA;Cars;Hadar O H G G H:son;Stockholm
i-LcHg3CseAmhLp3X8gZn1ax;Castberger;H Anders I;Trollhättan
i-9SqyWHQCE2TQTMebB2Em3P;Cederqvist;S Wivi-Anne;Sandviken
i-QG8fyctdjn6RWygZ2n5czv;Cederschiöld;U M Charlotte;Stockholm
i-U9We27C3x3JviFqbQPuj3d;Chrisopoulos;Alexander;Göteborg
i-4RechSG1m1toxHXru1rkMe;Ciszuk;Paul A;Uppsala
i-Eoor7chig2KkpNDt6f9K2V;Claeson;Tore M;Södertälje
i-P8q9oyKjWzPdBEfQeD8Vwa;Claesson;Viola A;Kinna
i-8hxDNLW9NgYYqBHg8RCZcj;Clarkson;Rolf A;Helsingborg
i-9YGU9DsvbhLihhVNnvsKND;Colliander;Harriet E;Bettna
i-YUKjmPPD3LmjeCPdQWkuEh;Dahl;R Birgitta;Uppsala
i-FhdnsbdSgKWks7yKVAW7kg;Dahlberg;Rolf I;Gävle
i-2cLoxXq5VAxu3RYfzsD3qx;Dahlberg;K Thure;Gammelstad
i-BTGqBdsxNPf1pwvV721ciW;Dahlén;Bertil V;Falun
i-DYgzAT37kBVShgAsK7YzHQ;Dahlén;P Olle R;Spånga
i-3R2qbKpVQbNv7BvXe7jvcr;Dahlgren;P Anders B;Valdemarsvik
i-6WNL1CNr1JpVAMEECTwVDN;Dahlström;Kjell G;Lund
i-6WNL1CNr1JpVAMEECTwVDN;Dahlström;Kjell G;Stockholm
i-GSfuaZB2iKY7EQ9cNr63sp;Daléus;C E Lennart;Saltsjöbaden
i-9kxSuouuwmqt1Fib8fHVwA;Dalström;Bengt E;Örebro
i-QQjz7bn6czWU6491kCicK9;Danell;C Georg V;Enebyberg
i-PkMeDucNdB3kVzpzFtsEgG;Danielsson;B I Bertil;Läckeby
i-9msUCw725vKguNSQS4ikv4;Dau;Hans R;Ava
i-h1aVBzexdmWPt4dFvXiYA;Davidson;Inger M;Nacka
i-4BfdTWABvwYtdUHg7su5aZ;De Geer;Lars G G;Lesjöfors
i-TAQ95hRXzNuydoAADkaDJJ;Diesen;Ingrid E;Hägersten
i-Gj2kViB6AWtCKXHbZsn7C5;Dockered;G Robert;Dockered
i-Gj2kViB6AWtCKXHbZsn7C5;Dockered;G Robert;Sjövik
i-GLV4P4jtfPZVZ95YSNxfBh;Domeij;Åsa E;Uppsala
i-H6rrzni8wdNEWHUXz4FTEZ;Edgren;G Margitta;Lund
i-L9ZSh2ArmookNvPoaXVgbB;Edholm,;C Lotta K J:dotter;Stockholm
i-GNN2eANefQ7yFc4utsPNCD;Egnerfors;K Alf;Eskilstuna
i-Vrxw6nqNsC7Xr3jonLTumw;Einhorn;Jerzy;Danderyd
i-TUvkLNfgGDFH5c5z5RL7Kw;Eirefelt;J Christer;Falkenberg
i-CrC3SmfGqjW34KSMhumUgo;Ekelund;Ulla G;Ängelholm
i-F8qdE2eedz12PwFanq3ahv;Ekendahl;Maud 1;Ängelholm
i-QMDwkhc4AcuaCPrQxkeYYk;Ekholm;Berndt G;Skene
i-Phsf5ymbqHKPakRqVWJbYP;Ekholm-Frank;Ingalill;Vintrie
i-N16CyWGXKPMH81skqLzWmr;Ekinge;Bernt A;Nyköping
i-A8ft8hMHUcZDSE5fKdjGpq;Ekman;Kerstin M;Göteborg
i-3YuWGKxprnXUh4GQ5Ai2yJ;Ekström;Allan;Lidingö
i-GUKPcJTTQcDu1zKDGhNWJP;Ekström;Sven E A;Iggesund
i-CACgimSSwyWTa9yioWxPRC;Eldensjö;G A Kjell;Grimsås
i-WHymNkDpzAR2nWtNFkNShs;Eliasson;Anna B;Enskede
i-QRZBEezfjd3VoKpFXKhXzr;Eliasson;Björn E A;Edsele
i-788GHtzSVWps3NNq8zFMiq;Eliasson;E Ingemar;Bromma
i-2ymTc21Xu4T5EN7ZiCzTEX;Eliasson;S K Stina;Stugun
i-13QQP8owbbh9DWwyjxnTSS;Elm;W Ingegerd;Jönköping
i-P4Whrc3PQ9jPwPpdLqCHem;Elmstedt;Claes Y;Ronneby
i-AMWvsAmfXhcB7kDsWLx8qY;Enarsson;J O Arvid;Laxarby
i-HGewsaYuRmtBByFFwA97fB;Engkvist;J Gunnar V;Bjärnum
i-Lkg3MQXCDMYPsbxniPuAxt;Engman;Barbro B;Stockholm
i-MCKLqN6XeWUwSHj6Js4X4Y;Engman;Gerd B;Stockholm
i-Lkg3MQXCDMYPsbxniPuAxt;Engman-Nordin;Barbro B;Stockholm
i-8HiHCwx1gXb8dA5FoekdCm;Engström;Bror E A;Nacka
i-LBxv6yE6qGgiE6ZPf3sMnD;Engström;P Göran;Söderbärke
i-wfVKmWwu9tQqTHD55FwTQ;Engström;Odd E L;Saltsjöbaden
i-TLnEcKgBYha1pdFTVEbAvk;Enlund;Eric P;Runhällen
i-PbE2uHn7tnWFUDBrLf8LsX;Enskog;Carl-Gustav B;Västerås
i-EmjigjZuAQAJx6WM7GX1ZK;Ericson;Björn F;Tyresö
i-GRNPu7oSfuqjgf6xMv5mB8;Ericson;Dag H;Tumba
i-Dqwk6WRPNzjzwmqmA18xc1;Ericson;Sture T;Örebro
i-UDXM9dqeHhySJV3ZevrZPw;Ericsson;Dan K;Kolmården
i-GTSRkqXEdHWAP3eepoYJ2Q;Ericsson;Gunnar L V;Åtvidaberg
i-RULC5JA5WV3y9ZKs31VLzx;Ericsson;Göran;Hägersten
i-SZgcxyxYn6GnRBLikzLy7M;Ericsson;Kjell A H;Töcksfors
i-KAgkDWA5iGbn9XFLkj9FoB;Eriksson;Alf E J;Varberg
i-rrg9t2XUkHE4iAjAykgpb;Eriksson;Berith K;Skutskär
i-UwR9aTcbsp2FAzzbpFB47A;Eriksson;Dan E;Stockholm
i-NXNY6RqNuERrrfDVTJBFkt;Eriksson;Å Ingvar;Munka-Ljungby
i-PdNdkuiqA1fGthPC1hasfD;Eriksson;Jens G S;Galtö
i-7CXHDen9y2qKcYDisT3zjQ;Eriksson;John E;Bäckmora
i-9pZ6GzfD2R22bxSydJmuYz;Eriksson;Karl Erik;Arvika
i-EwWj1hhTj77GkxX2Z7SW8V;Eriksson;Nancy M;Stockholm
i-VFKJ2HaECuD3giAAfKfPGR;Eriksson;Olle;Ulfsbyn
i-RZjsvHQz5czMrGkoME6F46;Eriksson;J L Ove;Filipstad
i-GyYMjkDFkNwtQ7GJKMBnVE;Eriksson;Per-Ola A;Gammelstad
i-ALh3PHXDXv6YrkEMi4FuSj;Eriksson;S Ulf C;Lund
i-8fp2gLHtWqnYwFqeVLu5w8;Erlander;Tage F;Lund
i-8fp2gLHtWqnYwFqeVLu5w8;Erlander;Tage F;Stockholm
i-428Hjmwgi7AWPWkBr4Pecy;Ernestam;Lars E;Örebro
i-HkRfm34QRnYJtBXctyaMk;Ernulf;T Gudmund;Göteborg
i-GjgyninALCjktLtfUxc8Qh;von der Esch;C G Björn J;Vagnhärad
i-ACVAPuDAAVNFDcYqCfRkK;Eskel;Arvid N;Karlstad
i-cNo6XnCMDc2LkrvXc6U2b;von Essen;Gustaf F W;Vattholma
i-EpDNYovHuTxUaBfQe7k5xH;Evensson;Rune A;Lerum
i-9q7rZgxi59wWj9sHREqvJT;Evermo;Barbro E;Bromma
i-9q7rZgxi59wWj9sHREqvJT;Evermo Palmerlund;Barbro E;Bromma
i-SftjZkfkccEWbWRMJEbd7c;Exner;Lahja A;Brämhult
i-4NC6SCpcMDcUaUEf9Yhy7M;Fagerlund;Bengt O H;Kosta
i-A16XHDHnpsSEskwvgsUhaw;Falkmer;Karin G;Skinnskatteberg
i-QSBS4dqtsRDzm8fcNNRFaC;Feldt;Kjell-Olof;Nacka
i-KcofmNasLprpHKsdaYM625;Finnkvist;Bo G;Hagfors
i-K5xv4oCErCZbkmjE6NDTKr;Fiskesjö;Bertil A N;Lund
i-XReDscGERZf5yzSxFeceD3;Fleetwood;A F Elisabeth S:dotter;Stockholm
i-WPijHiW1xB9ymV5d7aUk5b;Flink;Christina;Skellefteå
i-DdtTLWnx7UACZsKE2ev6s;Flodström;Karin A-M;Kopparberg
i-6ZF2Us4x7YRiu8c71xtsNW;Fogelberg;A K Margareta;Billdal
i-TtvHecYGhXDKbncEMyzhpQ;Forslund;Bo E;Sundsbruk
i-GNWd5uE9fySggzZr5teCwt;Fraenkel;Ingegärd C E;Göteborg
i-5JKt3JHcrr8pme3Wk6qvJA;Franck;Hans Göran H;Solna
i-YVxPToHBqLGcAxnhU5W7fB;Frank;Bo C G;Växjö
i-jfPyBgwNkgJP6agUZAarG;Fransson;Arne A E;Landsbro
i-Q8WzP8vYdvJL6vzDTwXJ6u;Fransson;Jan A A;Mariestad
i-Pdrt5Lc774RrxkCz3JRRWF;Franzén;Elisabet K;Göteborg
i-RM6v9N7kihqrGSRBsWe7g3;Franzén;Ivar H E;Kungsbacka
i-KpAMBannLr5Me5Bpr1v8bp;Franzén;Jan-Olof B;Skruv
i-4rzDXeYCJpsUdVQdWbchAU;Franzén;F Oscar;Motala
i-EVpotEKqaW9CiU6NxacCQV;Franzén;J Tommy;Farsta
i-EVpotEKqaW9CiU6NxacCQV;Franzén;J Tommy;Vällingby
i-5kCq5AaWoBgtDWjyW8fFRC;Franzén;Vivianne M;Enebyberg
i-Hnc99qM2wSocQrZmyQoJhz;Frebran;I Rose-Marie;Örebro
i-6FjPv9vurt2DZEyxtaD4k8;Fredgardh;K Sonja I;Kämpinge
i-h5cpTtUwPhqiZFGxnCzYY;Fredrikson;Märta E B;Svanesund
i-Ba5pk2rGL4rDrzoirW3mNb;Fredriksson;K Torsten;Grängesberg
i-8jfC3Q5rPXg5ngt6RVLGtt;Fremling;B Lennart;Borlänge
i-XqzAgPpb5cRyKeomtt2zjy;Frick;Carl E G;Hjo
i-9bfQSfVCLTvHZiJQpxNMkR;Fridén;H Lennart K;Göteborg
i-FYyRXPgwp22BpTRV76t6ga;Fridolfsson;Filip W;Vällingby
i-NCH9G8qBMNyhRTTi2zLj6A;Fridolfsson;A Nils U;Rödeby
i-5FsdBgp7zC1W8jXSUkwwDq;Friggebo;Birgit IG;Stockholm
i-TQn4XFmjtAgPMLekmAkhFk;Frändås;S G Berit;Årås
i-HuA2xXt8AknKvizfMoSFQt;Furubjelke;M Viola E;Söderköping
i-XawAMXosHR6z4JL22muW4x;Furustrand;Reynoldh K A;Eskilstuna
i-LQTx4BWNjAEb1St9L8qUio;Fågelsbo;E Anton;Sala
i-PDvEfAmYAgGTBhkGvyY7F4;Fälldin;N O Thorbjörn;Ramvik
i-AnrRW8P2FoZPwmfbQGBp8u;Gadd;P E Arne;Uppsala
i-EF4gEp1CrEwnV5AnkFU4P2;Gahrton;C Per G;Lund
i-EF4gEp1CrEwnV5AnkFU4P2;Gahrton;C Per G;Nacka
i-EF4gEp1CrEwnV5AnkFU4P2;Gahrton;C Per G;Hörby
i-6vKru9GdDb8h4rKyAVyRvP;Gard;Margareta A;Ludvika
i-zC3ZtMw7pF7WxkXwbLkKZ;Gardner;K Ingela;Åkersberga
i-NAHMZkNVjgTNFXpWo6iwb2;Geijer;K Arne;Bromma
i-2wqSLYX3KMpYHr9NReDRzj;Geijer;J Lennart;Stockholm
i-VUq3YNWZVencsKNxF2VzJ2;Gellerman;Kerstin I;Floda
i-KFLLBh5CxVpZkUZaHy3pAz;Gennser;S Margit;Malmö
i-7oBpdKNLc3LYD8YF1233E6;Gernandt;Anders K S;Arboga
i-BgYMHuvQnmiXN1vtn6FCfK;Gillström;K Åke;Gävle
i-RjgqDp56PhuotgtqBnF1X6;Glimnér;J Erik;Arkösund
i-5BAuoreWuHEDmfStAQQoco;Godin;N Sigge;Sundsvall
i-5orH1EJN5hP5LGxnLXboj2;Goés;Eva C;Härnösand
i-8wbMeTkVReRz8W8ow2uEho;Grabo;Paul E;Stockholm
i-K7A3HxRuQWaoRkthu77uVa;Gradin;Anita 1;Vällingby
i-K7A3HxRuQWaoRkthu77uVa;Gradin;Anita 1;Bromma
i-8d1Y8z9sPbywJy42Y7Roqc;Graf;Carl Fredrik A;Halmstad
i-N6NqRjrNpzybfJmYWdhfdW;Grahn;E Olle;Falköping
i-QD529ywv2NxNf9n1Uh7cuj;Granstedt;Pär E;Järna
i-VdAfQ3AgRmNNnaK4zoDKny;Granström;Per Erik;Ludvika
i-DaicBBuxahZnC8TXUP7pKP;Grauers;Stig B;Partille
i-Uwjh2HEEjjmdAexUWNXPgk;Grebäck;Erik H;Knutby
i-75iw9fVLnLtbGpLEsLFMc2;Green;H Åke H;Avesta
i-QqXbp2e1YXZjhRDVpAxspZ;Grönhagen;Nils-Olof;Kramfors
i-JqKk76VLAxfwdqL2Ubk1mB;Grönvall;Nic E;Onsala
i-6PeNM1B9NsCjyScL117vps;Gustafson;Sven H;Göteborg
i-DA5x4pwHttfr6RN2eeF8q3;Gustafsson;K G Allan;Säffle
i-APZprqrYevJCzGDk2WxRM7;Gustafsson;Anne-Marie;Brunsbo
i-QUqUmVazVZYgkmCXgYjZgs;Gustafsson;M Gunnar;Uddevalla
i-CN2UUpRS3AEJJ1wyZ3WtyP;Gustafsson;E Gösta;Göteborg
i-WAR7Xtq5vM5vhtMxcKDZv4;Gustafsson;Hans I;Kallinge
i-5jLvgtZLz4tn3NhaKToY29;Gustafsson;Holger O;Götene
i-VyVer93FPiAGTCQxTfXpfW;Gustafsson;Lars 1;Barkarby
i-GLno3eQa9T5zWF3tzFnibf;Gustafsson;Nils-Eric;Byske
i-8cFSCdWjvpDgozuk8RHZyW;Gustafsson;Nils-Olof;Svenstavik
i-B1CYV55jAsSkBLgG5JFjwZ;Gustafsson;Stig G;Bromma
i-9od8XMMEFpuGQ58mq2Csw5;Gustafsson;C E Torsten;Stenkyrka
i-5hHoKgY9U8EHo4DUzCAUEj;Gustafsson;K G Wilhelm;Borås
i-NLBMxEvbLF63U4eqdbsfQX;Gustavsson;Bengt T;Eskilstuna
i-SgpDPpFBm7FQNSRFx4bNUa;Gustavsson;Gusti L A;Ängelholm
i-Y2s3vw3xfBnmDmMhCYX6QJ;Gustavsson;K Rune;Alvesta
i-SJZr3KVaqohjfckH9Qag36;Gustavsson;Stina E L;Ryssby
i-3sd3coveTcEfybUorJpXWf;Gustavsson;Åke E G;Nässjö
i-Cdgsqn4Ts9WMwbjXcE4537;Gårdestig;Märtha I;Forserum
i-BFGDB1bJnGJ9rKYG9ZeVSr;Göransson;Bengt G I;Farsta
i-YSbqmgxvoUpXhwosS1J39k;Göransson;J Olle;Arboga
i-G3dTAbcH3rBb7tfv3toPXH;Göthberg;Kerstin V;Västerås
i-RqJoyqBtHk6qXvzc8mj8mb;Hagberg;Helge M H;Örebro
i-GaozvGLNGCb9Vstyp2PrQH;Hagberg;Lars-Ove;Borlänge
i-6HVmZpF6CAUVuorYgJb32Y;Hagel;Rolf;Göteborg
