decade,name,born,municipality,district,chamber,year,id,gender,party,start,end
ea_2077_64159_1_1929,David Hjalmar Pettersson,1866,,,,1929,david_hjalmar_pettersson_b8d834,man,,1929,1929
ea_2077_64159_1_1929,Karl Selim Vallentin Ward,1888,,,,1929,karl_selim_vallentin_ward_47ac0a,man,,1929,1929
ea_2077_64159_1_1929,Gustaf Adolf Björkman,1871,,,,1929,gustaf_adolf_bjorkman_ad4d37,man,,1929,1929
ea_2077_64159_1_1929,Erik Gustaf Johansson,1864,,,,1929,erik_gustaf_johansson_ba03c0,man,,1929,1929
ea_2077_64159_1_1929,Sven August Olsson,1870,,,,1929,sven_august_olsson_733005,man,,1929,1929
ea_2077_64159_1_1929,Oscar Gottfrid Karlsson,1882,,,,1929,oscar_gottfrid_karlsson_661a0d,man,,1929,1929
ea_2077_64159_1_1929,Oscar Magnus Jonsson,1880,,,,1929,oscar_magnus_jonsson_ccaac1,man,,1929,1929
ea_2077_64159_1_1929,Frans Oscar Ericson,1879,,,,1929,frans_oscar_ericson_d419ea,man,,1929,1929
ea_2077_64159_1_1929,Sven Petter Hollertz,1890,,,,1929,sven_petter_hollertz_14a31f,man,,1929,1929
ea_2077_64159_1_1929,Axel Ivar Anderson,1891,,,,1929,axel_ivar_anderson_e2dad4,man,,1929,1929
ea_2077_64159_1_1929,Carl Sjögren,1869,,,,1929,carl_sjogren_a0c07b,man,,1929,1929
ea_2077_64159_1_1929,John Martin Skoglund,1892,,,,1929,john_martin_skoglund_133743,man,,1929,1929
ea_2077_64159_1_1929,Felix Teodor Hamrin,1875,,,,1929,felix_teodor_hamrin_5c0e85,man,,1929,1929
ea_2077_64159_1_1929,Martin Lucas Petersson,1870,,,,1929,martin_lucas_petersson_4c075b,man,,1929,1929
ea_2077_64159_1_1929,Johan Erik Gereon Fast,1883,,,,1929,johan_erik_gereon_fast_57f46e,man,,1929,1929
ea_2077_64159_1_1929,Samuel Henrik Fabian Lilliecreutz,1866,,,,1929,samuel_henrik_fabian_lilliecreutz_26f9b1,man,,1929,1929
ea_2077_64159_1_1929,Carl Oskar Johanson,1870,,,,1929,carl_oskar_johanson_809123,man,,1929,1929
ea_2077_64159_1_1929,Karl Abel Mauritz Andersson,1887,,,,1929,karl_abel_mauritz_andersson_e02976,man,,1929,1929
ea_2077_64159_1_1929,Oscar Ludvig Carlström,1879,,,,1929,oscar_ludvig_carlstrom_de58a9,man,,1929,1929
ea_2077_64159_1_1929,Johan August Anton Svensson,1859,,,,1929,johan_august_anton_svensson_1fe185,man,,1929,1929
ea_2077_64159_1_1929,Johan Georg Johnsson,1877,,,,1929,johan_georg_johnsson_e3bbed,man,,1929,1929
ea_2077_64159_1_1929,Ernst Otto Magnusson,1864,,,,1929,ernst_otto_magnusson_d83abe,man,,1929,1929
ea_2077_64159_1_1929,Peter Magnus Olsson,1857,,,,1929,peter_magnus_olsson_5e21f8,man,,1929,1929
ea_2077_64159_1_1929,Josef Herman Blomquist,1879,,,,1929,josef_herman_blomquist_f702ab,man,,1929,1929
ea_2077_64159_1_1929,Johan Gustaf Svensson,1864,,,,1929,johan_gustaf_svensson_9e40a9,man,,1929,1929
ea_2077_64159_1_1929,Gustaf Hjalmar Svensson,1881,,,,1929,gustaf_hjalmar_svensson_3cdd79,man,,1929,1929
ea_2077_64159_1_1929,Per Gustav Rosander,1882,,Kalmar län,,1929,per_gustav_rosander_d925a0,man,,1929,1929
ea_2077_64159_1_1929,Sten Ragnar Valdemar Waldem,1877,,,,1929,sten_ragnar_valdemar_waldem_e6cbeb,man,,1929,1929
ea_2077_64159_1_1929,Sven Albert Johansson,1875,,,,1929,sven_albert_johansson_7cbba4,man,,1929,1929
ea_2077_64159_1_1929,Karl Ernst Magnusson,1873,,,,1929,karl_ernst_magnusson_f6065f,man,,1929,1929
ea_2077_64159_1_1929,Gustaf Arthur Heiding,1883,,,,1929,gustaf_arthur_heiding_dff02d,man,,1929,1929
ea_2077_64159_1_1929,Robert Helmer Schött,1865,,,,1929,robert_helmer_schott_f2725c,man,,1929,1929
ea_2077_64159_1_1929,Alfred Werner,1885,,,,1929,alfred_werner_01273d,man,,1929,1929
ea_2077_64159_1_1929,Karl Emil Wirsell,1868,,,,1929,karl_emil_wirsell_6b457e,man,,1929,1929
ea_2077_64159_1_1929,Karl Sigurd Anders Carlsson,1870,,,,1929,karl_sigurd_anders_carlsson_aacb40,man,,1929,1929
ea_2077_64159_1_1929,Emil August Gustafson,1887,,Gotlands län,,1929,emil_august_gustafson_647e5a,man,,1929,1929
ea_2077_64159_1_1929,Petter Theodor Gardell,1872,,,,1929,petter_theodor_gardell_985c12,man,,1929,1929
ea_2077_64159_1_1929,Gustaf Adolf Svedman,1878,,,,1929,gustaf_adolf_svedman_b3f856,man,,1929,1929
ea_2077_64159_1_1929,Arvid Lars Johan Gardell,1887,,,,1929,arvid_lars_johan_gardell_6f2d76,man,,1929,1929
ea_2077_64159_1_1929,John Jönsson,1862,,,,1929,john_jonsson_b35a41,man,,1929,1929
ea_2077_64159_1_1929,Algot Åkesson Törnkvist,1879,,,,1929,algot_akesson_tornkvist_88587b,man,,1929,1929
ea_2077_64159_1_1929,Björn Frithiofsson Holmgren,1872,,,,1929,bjorn_frithiofsson_holmgren_7ef96f,man,,1929,1929
ea_2077_64159_1_1929,Elof Wendel Hällgren,1887,,,,1929,elof_wendel_hallgren_fd14c7,man,,1929,1929
ea_2077_64159_1_1929,Greve Axelsson,1886,,,,1929,greve_axelsson_25e3bc,,,1929,1929
ea_2077_64159_1_1929,Lars Borggren,1876,,,,1929,lars_borggren_1019e2,man,,1929,1929
ea_2077_64159_1_1929,Godsägare Greve,1855,,,,1929,godsagare_greve_22e539,,,1929,1929
ea_2077_64159_1_1929,Nestor Hammarlund,1888,,,,1929,nestor_hammarlund_b2a4fe,man,,1929,1929
ea_2077_64159_1_1929,Lars Anton Björklund,1881,,,,1929,lars_anton_bjorklund_4aabdf,man,,1929,1929
ea_2077_64159_1_1929,Swen Persson,1875,,,,1929,swen_persson_e68a58,man,,1929,1929
ea_2077_64159_1_1929,Sven Bengtsson,1866,,,,1929,sven_bengtsson_d82910,man,,1929,1929
ea_2077_64159_1_1929,Nils Björk,1866,,,,1929,nils_bjork_7548ca,man,,1929,1929
ea_2077_64159_1_1929,Karl Olof Emanuel Björck,1879,,,,1929,karl_olof_emanuel_bjorck_8528e0,man,,1929,1929
ea_2077_64159_1_1929,Nils Winkler,1870,,,,1929,nils_winkler_150508,man,,1929,1929
ea_2077_64159_1_1929,Arthur Natanael Thomson,1891,,,,1929,arthur_natanael_thomson_ec7748,man,,1929,1929
ea_2077_64159_1_1929,Claes Lindskog,1870,,,,1929,claes_lindskog_86c10b,man,,1929,1929
ea_2077_64159_1_1929,Olof Andersson,1875,,,,1929,olof_andersson_2991e0,man,,1929,1929
ea_2077_64159_1_1929,Harry Walfrid August Weibull,1875,,,,1929,harry_walfrid_august_weibull_301549,man,,1929,1929
ea_2077_64159_1_1929,Karl Anton Edvard Bergström,1888,,,,1929,karl_anton_edvard_bergstrom_bb75ca,man,,1929,1929
ea_2077_64159_1_1929,Allan Georg Fredrik Vougt,1895,,Malmöhus län,,1929,allan_georg_fredrik_vougt_88ce63,man,,1929,1929
ea_2077_64159_1_1929,Per Edvin Sköld,1891,,,,1929,per_edvin_skold_2bb304,man,,1929,1929
ea_2077_64159_1_1929,Nils Månsson,1869,,,,1929,nils_mansson_e0bbf6,man,,1929,1929
ea_2077_64159_1_1929,Nils Kortz Törnkvist,1868,,,,1929,nils_kortz_tornkvist_ca5afe,man,,1929,1929
ea_2077_64159_1_1929,Janne Nilsson,1882,,,,1929,janne_nilsson_856e74,,,1929,1929
ea_2077_64159_1_1929,Johan Jönsson,1875,,,,1929,johan_jonsson_1cdc6b,man,,1929,1929
ea_2077_64159_1_1929,Anders Olof Paulsen,1876,,,,1929,anders_olof_paulsen_0a2038,man,,1929,1929
ea_2077_64159_1_1929,Erik Walfrid Ljung,1878,,,,1929,erik_walfrid_ljung_a2a279,man,,1929,1929
ea_2077_64159_1_1929,Axel Alarik Pehrsson,1883,,,,1929,axel_alarik_pehrsson_56b944,man,,1929,1929
ea_2077_64159_1_1929,Anders Henrikson,1869,,,,1929,anders_henrikson_616abc,man,,1929,1929
ea_2077_64159_1_1929,Nils Johansson,1864,,,,1929,nils_johansson_ff88ab,man,,1929,1929
ea_2077_64159_1_1929,Axel Albert Lindqvist,1878,,,,1929,axel_albert_lindqvist_3c3634,man,,1929,1929
ea_2077_64159_1_1929,Albin Eriksson,1879,,,,1929,albin_eriksson_aedc84,man,,1929,1929
ea_2077_64159_1_1929,Anders Birger Andersson,1878,,,,1929,anders_birger_andersson_716fd3,man,,1929,1929
ea_2077_64159_1_1929,Ernst Johannes Wigforss,1881,,,,1929,ernst_johannes_wigforss_72ff72,man,,1929,1929
ea_2077_64159_1_1929,Olof Axel Edvard Lithander,1870,,,,1929,olof_axel_edvard_lithander_e0f951,man,,1929,1929
ea_2077_64159_1_1929,Jakob Julius Hedvall,1886,,,,1929,jakob_julius_hedvall_d12db8,man,,1929,1929
ea_2077_64159_1_1929,Björn Gustaf Prytz,1887,,,,1929,bjorn_gustaf_prytz_06ff17,man,,1929,1929
ea_2077_64159_1_1929,Johan Albin Ström,1892,,,,1929,johan_albin_strom_e34749,man,,1929,1929
ea_2077_64159_1_1929,Frans Erik Olsson,1886,,,,1929,frans_erik_olsson_c70c62,man,,1929,1929
ea_2077_64159_1_1929,Carl Wilhelm Oskar Höglund,1868,,,,1929,carl_wilhelm_oskar_hoglund_dd5e8a,man,,1929,1929
ea_2077_64159_1_1929,Per Pehrsson,1867,,,,1929,per_pehrsson_e6bdb4,man,,1929,1929
ea_2077_64159_1_1929,Curt Larsson,1887,,Göteborgs och Bohus län,,1929,curt_larsson_af5f59,man,,1929,1929
ea_2077_64159_1_1929,Oscar Nathanael Olsson,1856,,,,1929,oscar_nathanael_olsson_5efda3,man,,1929,1929
ea_2077_64159_1_1929,Cornelius Olsson,1857,,,,1929,cornelius_olsson_3f8806,man,,1929,1929
ea_2077_64159_1_1929,Oscar Osberg,1872,,,,1929,oscar_osberg_048b1f,man,,1929,1929
ea_2077_64159_1_1929,Anders Teodor Adolf Wallerius,1874,,,,1929,anders_teodor_adolf_wallerius_533bc0,man,,1929,1929
ea_2077_64159_1_1929,Johannes Wictor Mårtenson,1885,,,,1929,johannes_wictor_martenson_30f5f7,man,,1929,1929
ea_2077_64159_1_1929,Herman Andersson,1869,,,,1929,herman_andersson_27b901,man,,1929,1929
ea_2077_64159_1_1929,Karl Gustav Karlsson,1889,,Älvsborgs län,,1929,karl_gustav_karlsson_e9388b,man,,1929,1929
ea_2077_64159_1_1929,Arthur Wilhelm Gustafson,1870,,,,1929,arthur_wilhelm_gustafson_858adc,man,,1929,1929
ea_2077_64159_1_1929,Anders Emil Hansson,1882,,,,1929,anders_emil_hansson_43eee4,man,,1929,1929
ea_2077_64159_1_1929,Anders Lindgren,1874,,,,1929,anders_lindgren_7d1b38,man,,1929,1929
ea_2077_64159_1_1929,Carl Thore Jonas Alströmer,1879,,,,1929,carl_thore_jonas_alstromer_20bb40,man,,1929,1929
ea_2077_64159_1_1929,Carl Petrus Isson,1881,,,,1929,carl_petrus_isson_e517ab,man,,1929,1929
ea_2077_64159_1_1929,August Danielsson,1876,,,,1929,august_danielsson_6b9811,man,,1929,1929
ea_2077_64159_1_1929,Johan Lennart Johansson,1884,,,,1929,johan_lennart_johansson_2120d0,man,,1929,1929
ea_2077_64159_1_1929,Anders Birger Petersson,1885,,,,1929,anders_birger_petersson_742a4e,man,,1929,1929
ea_2077_64159_1_1929,Justus Edvin Leffler,1875,,,,1929,justus_edvin_leffler_b14929,man,,1929,1929
ea_2077_64159_1_1929,Johan Josef Emanuel Weijne,1893,,,,1929,johan_josef_emanuel_weijne_357430,man,,1929,1929
ea_2077_64159_1_1929,Johan Otto Johansson,1869,,,,1929,johan_otto_johansson_eaa546,man,,1929,1929
ea_2077_64159_1_1929,Karl Arthur Ryberg,1882,,Skaraborgs län,,1929,karl_arthur_ryberg_17df52,man,,1929,1929
ea_2077_64159_1_1929,Karl Hilding Magnusson,1877,,,,1929,karl_hilding_magnusson_409ef8,man,,1929,1929
ea_2077_64159_1_1929,Helge Karl Vilhelm Bäcklund,1880,,,,1929,helge_karl_vilhelm_backlund_830a39,man,,1929,1929
ea_2077_64159_1_1929,Carl Emil Bengtsson,1875,Kullen,,,1929,carl_emil_bengtsson_841c34,man,,1929,1929
ea_2077_64159_1_1929,Gustav Albert Johanson,1887,,,,1929,gustav_albert_johanson_763696,man,,1929,1929
ea_2077_64159_1_1929,Lantbrukare Wilhelm,1869,,,,1929,lantbrukare_wilhelm_67cee5,,,1929,1929
ea_2077_64159_1_1929,Carl Otto Vahlstedt,1874,,,,1929,carl_otto_vahlstedt_7360d6,man,,1929,1929
ea_2077_64159_1_1929,Carl Arvid Anderson,1887,,,,1929,carl_arvid_anderson_e68766,man,,1929,1929
ea_2077_64159_1_1929,Erik Bernhard Nordkvist,1889,,,,1929,erik_bernhard_nordkvist_51f976,man,,1929,1929
ea_2077_64159_1_1929,Johan Albert Leander Persson,1887,,Värmlands län,,1929,johan_albert_leander_persson_5b84fe,man,,1929,1929
ea_2077_64159_1_1929,Lars Johan Carlsson-Frosterud,1863,,,,1929,lars_johan_carlsson-frosterud_66f636,man,,1929,1929
ea_2077_64159_1_1929,Carl Axel Ros,1866,,,,1929,carl_axel_ros_33bfb3,man,,1929,1929
ea_2077_64159_1_1929,Carl Petter Jansson,1858,,,,1929,carl_petter_jansson_a447a6,man,,1929,1929
ea_2077_64159_1_1929,Herman Norling,1889,,,,1929,herman_norling_da56c6,man,,1929,1929
ea_2077_64159_1_1929,Nils Persson,1873,,,,1929,nils_persson_5e2847,man,,1929,1929
ea_2077_64159_1_1929,August Konrad Ferdinand Spångberg,1893,,,,1929,august_konrad_ferdinand_spangberg_7169ab,man,,1929,1929
ea_2077_64159_1_1929,Carl Joel Björling,1875,,,,1929,carl_joel_bjorling_40fdda,man,,1929,1929
ea_2077_64159_1_1929,Anders Norsell,1874,,,,1929,anders_norsell_7c3142,man,,1929,1929
ea_2077_64159_1_1929,Anders Gustaf Olson,1879,,Örebro län,,1929,anders_gustaf_olson_0e3da4,man,,1929,1929
ea_2077_64159_1_1929,Johan Ernst Lundgren,1873,,,,1929,johan_ernst_lundgren_3f9b82,man,,1929,1929
ea_2077_64159_1_1929,Anders Anderson,1874,,,,1929,anders_anderson_76a853,man,,1929,1929
ea_2077_64159_1_1929,Gunnar Persson,1885,,,,1929,gunnar_persson_13aae8,man,,1929,1929
ea_2077_64159_1_1929,Edvard Jansson Uddenberg,1870,,,,1929,edvard_jansson_uddenberg_b2335f,man,,1929,1929
ea_2077_64159_1_1929,Petrus Ödström,1868,,,,1929,petrus_odstrom_e7ce2a,man,,1929,1929
ea_2077_64159_1_1929,Olof Nilsson,1874,,,,1929,olof_nilsson_fcec4e,man,,1929,1929
ea_2077_64159_1_1929,Fredrik Vilhelm Sandwall,1877,,,,1929,fredrik_vilhelm_sandwall_eca833,man,,1929,1929
ea_2077_64159_1_1929,Johan Adolf Bertil Mogård,1892,,Västmanlands län,,1929,johan_adolf_bertil_mogard_cfd440,man,,1929,1929
ea_2077_64159_1_1929,Viktor Larsson,1869,,,,1929,viktor_larsson_14ca3b,man,,1929,1929
ea_2077_64159_1_1929,Oskar Emil Olovson,1883,,,,1929,oskar_emil_olovson_c4f7e7,man,,1929,1929
ea_2077_64159_1_1929,Johan Anton Eklund,1883,,,,1929,johan_anton_eklund_bd3783,man,,1929,1929
ea_2077_64159_1_1929,Johan August Ander,1869,,,,1929,johan_august_ander_276876,man,,1929,1929
ea_2077_64159_1_1929,Anders Johan Johansson,1863,,,,1929,anders_johan_johansson_0099a1,man,,1929,1929
ea_2077_64159_1_1929,Johan Rikard Olsson,1878,,,,1929,johan_rikard_olsson_7f3b51,man,,1929,1929
ea_2077_64159_1_1929,Johan Bernhard Eriksson,1878,,,,1929,johan_bernhard_eriksson_38538d,man,,1929,1929
ea_2077_64159_1_1929,Anders Olsson,1885,,,,1929,anders_olsson_38f125,man,,1929,1929
ea_2077_64159_1_1929,Carl Robert Jansson,1868,,,,1929,carl_robert_jansson_03aba7,man,,1929,1929
ea_2077_64159_1_1929,Ernst Karl Aronson,1876,,,,1929,ernst_karl_aronson_d6caf6,man,,1929,1929
ea_2077_64159_1_1929,Gustaf Kristoffer Pettersson,1885,,,,1929,gustaf_kristoffer_pettersson_0ea412,man,,1929,1929
ea_2077_64159_1_1929,Gustaf Henning Andersson,1884,,,,1929,gustaf_henning_andersson_043aae,man,,1929,1929
ea_2077_64159_1_1929,Evald Eriksson,1883,,,,1929,evald_eriksson_2e57ba,man,,1929,1929
ea_2077_64159_1_1929,Jones Erik Andersson,1881,,,,1929,jones_erik_andersson_6e648f,,,1929,1929
ea_2077_64159_1_1929,Karl Verner Karlsson,1880,,Gävleborgs län,,1929,karl_verner_karlsson_7af6b5,man,,1929,1929
ea_2077_64159_1_1929,August Vilhelm Sävström,1879,,,,1929,august_vilhelm_savstrom_24ef8f,man,,1929,1929
ea_2077_64159_1_1929,Jonas Nikolaus Svedberg,1881,,,,1929,jonas_nikolaus_svedberg_971f9c,man,,1929,1929
ea_2077_64159_1_1929,Gustav Adolv Olsson,1886,,,,1929,gustav_adolv_olsson_814eb4,man,,1929,1929
ea_2077_64159_1_1929,Olof Johansson,1867,,,,1929,olof_johansson_01c9e5,man,,1929,1929
ea_2077_64159_1_1929,Johan Viktor Herou,1889,,,,1929,johan_viktor_herou_bf3672,man,,1929,1929
ea_2077_64159_1_1929,Nils Holmström,1884,,,,1929,nils_holmstrom_68a105,man,,1929,1929
ea_2077_64159_1_1929,Karl Fabian Månsson,1872,,,,1929,karl_fabian_mansson_25abb3,man,,1929,1929
ea_2077_64159_1_1929,Emil Hultman,1880,,,,1929,emil_hultman_be0992,man,,1929,1929
ea_2077_64159_1_1929,Ernst Isedor Lindley,1878,,,,1929,ernst_isedor_lindley_35ef81,man,,1929,1929
ea_2077_64159_1_1929,Anders Hilding,1869,,,,1929,anders_hilding_7dba4a,man,,1929,1929
ea_2077_64159_1_1929,Carl Johan Högström,1880,,,,1929,carl_johan_hogstrom_6a1ce5,man,,1929,1929
ea_2077_64159_1_1929,Johan Mauritz Västberg,1886,,,,1929,johan_mauritz_vastberg_1fd14e,man,,1929,1929
ea_2077_64159_1_1929,Gerhard Strindlund,1890,,,,1929,gerhard_strindlund_16b391,man,,1929,1929
ea_2077_64159_1_1929,Frans Sigurd Helmer Lagerkwist,1887,,,,1929,frans_sigurd_helmer_lagerkwist_aa04f0,man,,1929,1929
ea_2077_64159_1_1929,Petrus Bergström,1881,,,,1929,petrus_bergstrom_da9341,man,,1929,1929
ea_2077_64159_1_1929,Nils Victor Sandström,1874,,,,1929,nils_victor_sandstrom_e73e58,man,,1929,1929
ea_2077_64159_1_1929,Erik Oscar Öhman,1886,,,,1929,erik_oscar_ohman_ebff06,man,,1929,1929
ea_2077_64159_1_1929,Per Jonas Edberg,1878,,,,1929,per_jonas_edberg_6c3f3f,man,,1929,1929
ea_2077_64159_1_1929,Carl Oscar Johansson,1875,,Jämtlands län,,1929,carl_oscar_johansson_119857,man,,1929,1929
ea_2077_64159_1_1929,Paulus Samuel Hedlund,1878,,,,1929,paulus_samuel_hedlund_e5c2fd,man,,1929,1929
ea_2077_64159_1_1929,Verner Vilhelm Hedlund,1883,,,,1929,verner_vilhelm_hedlund_a95997,man,,1929,1929
ea_2077_64159_1_1929,Johan Olofsson,1860,,,,1929,johan_olofsson_ddd372,man,,1929,1929
ea_2077_64159_1_1929,Nils Olsson,1873,,,,1929,nils_olsson_dcafc2,man,,1929,1929
ea_2077_64159_1_1929,Per Persson,1869,,,,1929,per_persson_67c838,man,,1929,1929
ea_2077_64159_1_1929,Olof Evert Sandberg,1886,,,,1929,olof_evert_sandberg_f59734,man,,1929,1929
ea_2077_64159_1_1929,Ewald Eug Lindmark,1885,,,,1929,ewald_eug_lindmark_550553,man,,1929,1929
ea_2077_64159_1_1929,Elof Herman Lindberg,1891,,,,1929,elof_herman_lindberg_1ec637,man,,1929,1929
ea_2077_64159_1_1929,Anton Wikström,1876,,,,1929,anton_wikstrom_f03db4,man,,1929,1929
ea_2077_64159_1_1929,Adolf Wiklund,1859,,,,1929,adolf_wiklund_19ee86,man,,1929,1929
ea_2077_64159_1_1929,Per Johan Näslund,1886,,,,1929,per_johan_naslund_ee88e6,man,,1929,1929
ea_2077_64159_1_1929,Distriktspolis Bernhard,1886,,Norrbottens län,,1929,distriktspolis_bernhard_3a370f,,,1929,1929
ea_2077_64159_1_1929,Nils Erik Nilsson,1866,,,,1929,nils_erik_nilsson_bf2742,man,,1929,1929
ea_2077_64159_1_1929,Ernst August Hage,1876,,,,1929,ernst_august_hage_44a05a,man,,1929,1929
ea_2077_64159_1_1929,Peter Jöran Grapenson,1878,,,,1929,peter_joran_grapenson_ee80f9,man,,1929,1929
ea_2077_64159_1_1929,Gustaf Harald Lundström,1890,,,,1929,gustaf_harald_lundstrom_082bda,man,,1929,1929
ea_2077_64159_1_1929,Oscar Wilhelm Lövgren,1888,,,,1929,oscar_wilhelm_lovgren_5bb720,man,,1929,1929
ea_2077_64159_1_1929,Gustaf Reinhold Selberg,1884,,,,1929,gustaf_reinhold_selberg_f8f4d2,man,,1929,1929
ea_2077_64192_1_1930,Ernst Alarik Klefbeck,1866,,,,1930,ernst_alarik_klefbeck_7e36b5,man,,1930,1930
ea_2077_64192_1_1930,Johan Arvid Justinus Thorberg,1877,,,,1930,johan_arvid_justinus_thorberg_04899e,man,,1930,1930
ea_2077_64192_1_1930,Sten Stendahl,1876,,,,1930,sten_stendahl_c34423,man,,1930,1930
ea_2077_64192_1_1930,Charles Gustaf Lindley,1865,,,,1930,charles_gustaf_lindley_325bd1,man,,1930,1930
ea_2077_64192_1_1930,Carl Abraham Forssell,1881,,,,1930,carl_abraham_forssell_ade700,man,,1930,1930
ea_2077_64192_1_1930,Emil Oskar Hagman,1880,,,,1930,emil_oskar_hagman_e5ccf3,man,,1930,1930
ea_2077_64192_1_1930,Adolf Hjalmar Sydow,1862,,,,1930,adolf_hjalmar_sydow_2c2a8f,man,,1930,1930
ea_2077_64192_1_1930,Jonas Eliel Löfgren,1872,,,,1930,jonas_eliel_lofgren_267076,man,,1930,1930
ea_2077_64192_1_1930,Otto Fredrik Ström,1880,,,,1930,otto_fredrik_strom_2787dc,man,,1930,1930
ea_2077_64192_1_1930,Per Oskar Samuelson,1885,,Stockholms län och Uppsala län,,1930,per_oskar_samuelson_681756,man,,1930,1930
ea_2077_64192_1_1930,Fritz Gustav Möller,1884,,,,1930,fritz_gustav_moller_653148,man,,1930,1930
ea_2077_64192_1_1930,Johan Gustaf Lagerbjelke,1860,,,,1930,johan_gustaf_lagerbjelke_29e41f,man,,1930,1930
ea_2077_64192_1_1930,Pro- Axel,1870,,,,1930,pro-_axel_e705e0,,,1930,1930
ea_2077_64192_1_1930,Carl Primus Wahlmark,1883,,,,1930,carl_primus_wahlmark_9e08ac,man,,1930,1930
ea_2077_64192_1_1930,Knut Hjalmar Leonard Hammarskjöld,1862,,,,1930,knut_hjalmar_leonard_hammarskjold_c462dc,man,,1930,1930
ea_2077_64192_1_1930,Johan Hjalmar Teodor Julin,1880,,,,1930,johan_hjalmar_teodor_julin_9af25a,man,,1930,1930
ea_2077_64192_1_1930,Karl Gustaf Theodor Borell,1869,,,,1930,karl_gustaf_theodor_borell_aa6dc5,man,,1930,1930
ea_2077_64192_1_1930,Martin Nikolaus Fehr,1885,,,,1930,martin_nikolaus_fehr_37a257,man,,1930,1930
ea_2077_64192_1_1930,Johan Larsson,1877,,,,1930,johan_larsson_16e206,man,,1930,1930
ea_2077_64192_1_1930,Emil Gereon Johanson,1885,,Södermanlands län och Västmanlands län,,1930,emil_gereon_johanson_250281,man,,1930,1930
ea_2077_64192_1_1930,Carl Emil Svensson,1879,,,,1930,carl_emil_svensson_c51d26,man,,1930,1930
ea_2077_64192_1_1930,Gustaf Robert Sederholm,1868,,,,1930,gustaf_robert_sederholm_e20ce8,man,,1930,1930
ea_2077_64192_1_1930,Godsägare Henrik,1887,,,,1930,godsagare_henrik_89583f,,,1930,1930
ea_2077_64192_1_1930,Assar Emanuel Åkerman,1860,,,,1930,assar_emanuel_akerman_92531c,man,,1930,1930
ea_2077_64192_1_1930,Anders Johan Bärg,1870,,,,1930,anders_johan_barg_531c8c,man,,1930,1930
ea_2077_64192_1_1930,Gustaf Kobb,1863,,,,1930,gustaf_kobb_333573,man,,1930,1930
ea_2077_64192_1_1930,Karl Anders Wilhelm Björck,1888,,,,1930,karl_anders_wilhelm_bjorck_b55ca0,man,,1930,1930
ea_2077_64192_1_1930,Skogs- Hugosson,1876,,,,1930,skogs-_hugosson_58bc40,,,1930,1930
ea_2077_64192_1_1930,David Norman,1887,,Östergötlands län,,1930,david_norman_f61d8c,man,,1930,1930
ea_2077_64192_1_1930,Oscar Ulrik Bernhardin Olsson,1877,,,,1930,oscar_ulrik_bernhardin_olsson_2cad14,man,,1930,1930
ea_2077_64192_1_1930,Karl Gustaf Westman,1876,,,,1930,karl_gustaf_westman_7f2af6,man,,1930,1930
ea_2077_64192_1_1930,Byråchef Jönsson,1883,,,,1930,byrachef_jonsson_e1552b,,,1930,1930
ea_2077_64192_1_1930,Carl Gustaf Valdemar Hammarskjöld,1865,,,,1930,carl_gustaf_valdemar_hammarskjold_e82584,man,,1930,1930
ea_2077_64192_1_1930,Per Albert Bergström,1869,,,,1930,per_albert_bergstrom_c94664,man,,1930,1930
ea_2077_64192_1_1930,Karl Emil Andersson,1869,,,,1930,karl_emil_andersson_8c771a,man,,1930,1930
ea_2077_64192_1_1930,David Kristian Bergström,1858,,,,1930,david_kristian_bergstrom_002754,man,,1930,1930
ea_2077_64192_1_1930,Israel Kristian Gustaf Lagerfelt,1874,,,,1930,israel_kristian_gustaf_lagerfelt_a5b4a6,man,,1930,1930
ea_2077_64192_1_1930,Karl Johan Alfred Gustafsson,1862,,,,1930,karl_johan_alfred_gustafsson_a03c18,man,,1930,1930
ea_2077_64192_1_1930,Karl Oscar Ericson,1866,,,,1930,karl_oscar_ericson_ef366e,man,,1930,1930
ea_2077_64192_1_1930,Karl Johan Ekman,1863,,,,1930,karl_johan_ekman_fc4a76,man,,1930,1930
ea_2077_64192_1_1930,Ivan Hjalmar Emanuel Pauli,1885,,,,1930,ivan_hjalmar_emanuel_pauli_ad3139,man,,1930,1930
ea_2077_64192_1_1930,Erik Rudolf Abrahamsson,1873,,,,1930,erik_rudolf_abrahamsson_c4757d,man,,1930,1930
ea_2077_64192_1_1930,Jacob Wilhelm Spens,1861,,Kronobergs län och Hallands län,,1930,jacob_wilhelm_spens_70c5a5,man,,1930,1930
ea_2077_64192_1_1930,Nils Johan Martin Svensson,1871,,,,1930,nils_johan_martin_svensson_252f21,man,,1930,1930
ea_2077_64192_1_1930,Johan Bernhard Johansson,1877,,,,1930,johan_bernhard_johansson_d9043d,man,,1930,1930
ea_2077_64192_1_1930,Georg Fredrik Bissmark,1871,,,,1930,georg_fredrik_bissmark_7f9967,man,,1930,1930
ea_2077_64192_1_1930,Per Johan Gustafsson,1880,,,,1930,per_johan_gustafsson_8b99ff,man,,1930,1930
ea_2077_64192_1_1930,Arvid Thelin,1876,,,,1930,arvid_thelin_2b3eb8,man,,1930,1930
ea_2077_64192_1_1930,Johan August Larsson,1875,,Gotlands län,,1930,johan_august_larsson_ed7a13,man,,1930,1930
