decade,name,born,municipality,district,chamber,year,id,gender,party,start,end
ea_2077_63111_1_1921,Rickard Johannes Sandler,1884,,Västernorrlands län,,1921,rickard_johannes_sandler_325ed1,man,,1921,1921
ea_2077_63111_1_1921,Svante Herman Kvarnzelius,1864,,,,1921,svante_herman_kvarnzelius_1b8508,man,,1921,1921
ea_2077_63111_1_1921,Erik Augast Enhörning,1860,,,,1921,erik_augast_enhorning_b2986a,man,,1921,1921
ea_2077_63111_1_1921,Janne Gustaf Walles,1871,,,,1921,janne_gustaf_walles_4e36df,,,1921,1921
ea_2077_63111_1_1921,Carl Albert Lindhagen,1860,,,,1921,carl_albert_lindhagen_aec466,man,,1921,1921
ea_2077_63111_1_1921,Henrik Gustaf Paulus Öhngren,1853,,,,1921,henrik_gustaf_paulus_ohngren_69346a,man,,1921,1921
ea_2077_63111_1_1921,Olof Leonard Tjällgren,1878,,,,1921,olof_leonard_tjallgren_e569dc,man,,1921,1921
ea_2077_63111_1_1921,Fritz Leander Lindqvist,1865,,Jämtlands län,,1921,fritz_leander_lindqvist_3aa4ee,man,,1921,1921
ea_2077_63111_1_1921,Johan Peter Johansson,1874,,,,1921,johan_peter_johansson_099277,man,,1921,1921
ea_2077_63111_1_1921,Per Axel Viktor Schotte,1860,,,,1921,per_axel_viktor_schotte_93e335,man,,1921,1921
ea_2077_63111_1_1921,Axel Herman Georg Rogberg,1865,,,,1921,axel_herman_georg_rogberg_835e25,man,,1921,1921
ea_2077_63111_1_1921,Nils Johan Fredrik Almkvist,1875,,Norrbottens län,,1921,nils_johan_fredrik_almkvist_d48bee,man,,1921,1921
ea_2077_63111_1_1921,Carl Winberg,1867,,,,1921,carl_winberg_3f793f,man,,1921,1921
ea_2077_63111_1_1921,Olof Bergqvist,1862,,,,1921,olof_bergqvist_af4e14,man,,1921,1921
ea_2077_63111_1_1921,Paul Hellström,1866,,,,1921,paul_hellstrom_97b2ea,man,,1921,1921
ea_2077_63111_1_1921,Fredrik Ström,1880,,,,1921,fredrik_strom_5d5ca3,man,,1921,1921
ea_2077_63111_1_1921,Karl Hjalmar Branting,1860,,,,1921,karl_hjalmar_branting_a307c0,man,,1921,1921
ea_2077_63111_1_1921,August Herman Lindqvist,1863,,,,1921,august_herman_lindqvist_07d270,man,,1921,1921
ea_2077_63111_1_1921,Salomon Arvid Achates Lindman,1862,,,,1921,salomon_arvid_achates_lindman_7429bf,man,,1921,1921
ea_2077_63111_1_1921,Emil Oskar Hagman,1880,,,,1921,emil_oskar_hagman_bdf21f,man,,1921,1921
ea_2077_63111_1_1921,Ivan Bratt,1878,,,,1921,ivan_bratt_6ab8e6,man,,1921,1921
ea_2077_63111_1_1921,Karl Edvard Johanson,1882,,,,1921,karl_edvard_johanson_5ba292,man,,1921,1921
ea_2077_63111_1_1921,Fredrik Ernst August Block,1867,,,,1921,fredrik_ernst_august_block_46408c,man,,1921,1921
ea_2077_63111_1_1921,Hjalmar Albin Gustafson,1883,,,,1921,hjalmar_albin_gustafson_0d8a66,man,,1921,1921
ea_2077_63111_1_1921,Knut Erik Wilhelm Söderhlelm,1871,,,,1921,knut_erik_wilhelm_soderhlelm_f01bde,man,,1921,1921
ea_2077_63111_1_1921,Per Albin Hansson,1885,,,,1921,per_albin_hansson_c39b59,man,,1921,1921
ea_2077_63111_1_1921,Oscar Erik Nylander,1885,,,,1921,oscar_erik_nylander_23239f,man,,1921,1921
ea_2077_63111_1_1921,Jonas Eliel Löfgren,1872,,,,1921,jonas_eliel_lofgren_33a93b,man,,1921,1921
ea_2077_63111_1_1921,Ernst Gustaf Eugen Eriksson,1881,,,,1921,ernst_gustaf_eugen_eriksson_54c30e,man,,1921,1921
ea_2077_63111_1_1921,Karl Starbäck,1863,,,,1921,karl_starback_4e2d9e,man,,1921,1921
ea_2077_63111_1_1921,Ledamot Viktor,1868,,Stockholms län,,1921,ledamot_viktor_f69432,,,1921,1921
ea_2077_63111_1_1921,Karl Johan Söderberg,1877,,,,1921,karl_johan_soderberg_61b715,man,,1921,1921
ea_2077_63111_1_1921,Carl Axel Sundling,1871,,,,1921,carl_axel_sundling_30ad86,man,,1921,1921
ea_2077_63111_1_1921,Carl Walter Martin Andersson,1886,,,,1921,carl_walter_martin_andersson_7f123b,man,,1921,1921
ea_2077_63111_1_1921,Jakob Gustav Pettersson,1866,,,,1921,jakob_gustav_pettersson_3d1e90,man,,1921,1921
ea_2077_63111_1_1921,Per Elof Lindström,1863,,,,1921,per_elof_lindstrom_e2a95c,man,,1921,1921
ea_2077_63111_1_1921,Sven Johan Karlsson,1874,,,,1921,sven_johan_karlsson_6fcf20,man,,1921,1921
ea_2077_63111_1_1921,Erik Gabriel Henrik Åkerlund,1853,,,,1921,erik_gabriel_henrik_akerlund_fdae08,man,,1921,1921
ea_2077_63111_1_1921,Karl Verner Karlsson,1882,,,,1921,karl_verner_karlsson_fca4c3,man,,1921,1921
ea_2077_63111_1_1921,Johan Lars Wilhelm Stjernstedt,1865,,,,1921,johan_lars_wilhelm_stjernstedt_d1f3be,man,,1921,1921
ea_2077_63111_1_1921,Karl August Olsson Borg,1866,,,,1921,karl_august_olsson_borg_0dc16b,man,,1921,1921
ea_2077_63111_1_1921,Karl Gustaf Walter Kant,1872,,,,1921,karl_gustaf_walter_kant_772b45,man,,1921,1921
ea_2077_63111_1_1921,Oscar Efraim Sjölander,1880,,,,1921,oscar_efraim_sjolander_a05224,man,,1921,1921
ea_2077_63111_1_1921,Carl Gustaf Olsson,1885,,,,1921,carl_gustaf_olsson_670147,man,,1921,1921
ea_2077_63111_1_1921,Johan Adolf Hellberg,1871,,,,1921,johan_adolf_hellberg_a6c5f6,man,,1921,1921
ea_2077_63111_1_1921,Lars August Schill,1873,,,,1921,lars_august_schill_fc1aab,man,,1921,1921
ea_2077_63111_1_1921,Anders Johan Bärg,1870,,,,1921,anders_johan_barg_b94937,man,,1921,1921
ea_2077_63111_1_1921,Lantbrukare Gustaf,1867,,,,1921,lantbrukare_gustaf_ab871e,,,1921,1921
ea_2077_63111_1_1921,Oskar Jonsson,1880,,,,1921,oskar_jonsson_7b0da7,man,,1921,1921
ea_2077_63111_1_1921,Carl Johan Johansson,1867,,,,1921,carl_johan_johansson_79009f,man,,1921,1921
ea_2077_63111_1_1921,Erik Gustaf Johansson,1864,,,,1921,erik_gustaf_johansson_5a64d5,man,,1921,1921
ea_2077_63111_1_1921,Carl Theodor Ekenstam,1858,,,,1921,carl_theodor_ekenstam_013dd2,man,,1921,1921
ea_2077_63111_1_1921,Carl Sjögren,1869,,,,1921,carl_sjogren_c9e3b7,man,,1921,1921
ea_2077_63111_1_1921,Gustaf Adolf Björkman,1871,,,,1921,gustaf_adolf_bjorkman_c8d338,man,,1921,1921
ea_2077_63111_1_1921,Karl Selim Valentin Ward,1888,,,,1921,karl_selim_valentin_ward_de30cd,man,,1921,1921
ea_2077_63111_1_1921,Carl Jacob Wahren,1866,,,,1921,carl_jacob_wahren_8a0b10,man,,1921,1921
ea_2077_63111_1_1921,David Hjalmar Pettersson,1866,,,,1921,david_hjalmar_pettersson_9025cd,man,,1921,1921
ea_2077_63111_1_1921,Oscar Gottfrid Karlsson,1882,,,,1921,oscar_gottfrid_karlsson_d90785,man,,1921,1921
ea_2077_63111_1_1921,Karl Allan Westman,1883,,,,1921,karl_allan_westman_75684d,man,,1921,1921
ea_2077_63111_1_1921,Frans Oskar Eriksson,1879,,,,1921,frans_oskar_eriksson_12884e,man,,1921,1921
ea_2077_63111_1_1921,Sven August Olsson,1870,,,,1921,sven_august_olsson_a878c6,man,,1921,1921
ea_2077_63111_1_1921,Carl Oscar Erieson,1866,,,,1921,carl_oscar_erieson_8e885c,man,,1921,1921
ea_2077_63111_1_1921,Johan August Jonsson,1851,,,,1921,johan_august_jonsson_b041ae,man,,1921,1921
ea_2077_63111_1_1921,Oscar Ludvig Carlström,1879,,,,1921,oscar_ludvig_carlstrom_e58185,man,,1921,1921
ea_2077_63111_1_1921,Frans Axel Lagerquist,1865,,,,1921,frans_axel_lagerquist_6b14c2,man,,1921,1921
ea_2077_63111_1_1921,Per Bernhard Nilsson,1874,,,,1921,per_bernhard_nilsson_dfbfc8,man,,1921,1921
ea_2077_63111_1_1921,Carl Oskar Johanson,1870,,,,1921,carl_oskar_johanson_cffe50,man,,1921,1921
ea_2077_63111_1_1921,Felix Teodor Hamrin,1875,,,,1921,felix_teodor_hamrin_9d7c24,man,,1921,1921
ea_2077_63111_1_1921,Johan Erik Gereon Fast,1883,,,,1921,johan_erik_gereon_fast_06e720,man,,1921,1921
ea_2077_63111_1_1921,Carl Johan Jonsson,1855,,,,1921,carl_johan_jonsson_0ff846,man,,1921,1921
ea_2077_63111_1_1921,Johan Gustaf Svensson,1864,,,,1921,johan_gustaf_svensson_f2ffad,man,,1921,1921
ea_2077_63111_1_1921,Josef Herman Blomqvist,1879,,,,1921,josef_herman_blomqvist_4b5728,man,,1921,1921
ea_2077_63111_1_1921,Gustaf Hjalmar Svensson,1881,,,,1921,gustaf_hjalmar_svensson_ac8900,man,,1921,1921
ea_2077_63111_1_1921,Ernst Otto Magnusson,1864,,,,1921,ernst_otto_magnusson_1aac14,man,,1921,1921
ea_2077_63111_1_1921,Peter Magnus Olsson,1857,,,,1921,peter_magnus_olsson_4b91e6,man,,1921,1921
ea_2077_63111_1_1921,Elias Reinhold Eliasson,1872,,Kalmar län,,1921,elias_reinhold_eliasson_da54fe,man,,1921,1921
ea_2077_63111_1_1921,Karl Sigurd Anders Carlsson,1870,,,,1921,karl_sigurd_anders_carlsson_546b75,man,,1921,1921
ea_2077_63111_1_1921,Sven Albert Johansson,1875,,,,1921,sven_albert_johansson_7a21bd,man,,1921,1921
ea_2077_63111_1_1921,Lars Ejnar Dalgren,1887,,,,1921,lars_ejnar_dalgren_90efa1,man,,1921,1921
ea_2077_63111_1_1921,Anders Viktor Isaksson,1855,,,,1921,anders_viktor_isaksson_736aec,man,,1921,1921
ea_2077_63111_1_1921,Johannes David Norman,1879,,,,1921,johannes_david_norman_c2d073,man,,1921,1921
ea_2077_63111_1_1921,John Ludvig Falk,1873,,,,1921,john_ludvig_falk_b8a835,man,,1921,1921
ea_2077_63111_1_1921,Karl Ernst Magnusson,1873,,,,1921,karl_ernst_magnusson_a791ed,man,,1921,1921
ea_2077_63111_1_1921,Pebr August Andersson,1863,,,,1921,pebr_august_andersson_78d320,,,1921,1921
ea_2077_63111_1_1921,Carl Johan Emanuel Johansson,1871,,,,1921,carl_johan_emanuel_johansson_219240,man,,1921,1921
ea_2077_63111_1_1921,Daniel Adolf Hugo Karlström,1873,,,,1921,daniel_adolf_hugo_karlstrom_1b187c,man,,1921,1921
ea_2077_63111_1_1921,Petter Theodor Gardell,1872,,,,1921,petter_theodor_gardell_472413,man,,1921,1921
ea_2077_63111_1_1921,Nils Johan Broander,1868,,Blekinge län,,1921,nils_johan_broander_404429,man,,1921,1921
ea_2077_63111_1_1921,John Jönsson,1862,,,,1921,john_jonsson_25bccf,man,,1921,1921
ea_2077_63111_1_1921,Karl Oskar Waldemar Kloo,1867,,,,1921,karl_oskar_waldemar_kloo_dc5ceb,man,,1921,1921
ea_2077_63111_1_1921,Björn Frithiofsson Holmgren,1872,,,,1921,bjorn_frithiofsson_holmgren_3cc9b7,man,,1921,1921
ea_2077_63111_1_1921,Axel Hugo Hansson,1879,,,,1921,axel_hugo_hansson_7f250b,man,,1921,1921
ea_2077_63111_1_1921,Jeppe Clemedtson,1885,,Kristianstads län,,1921,jeppe_clemedtson_c9b8f0,man,,1921,1921
ea_2077_63111_1_1921,Per Nilsson,1865,,,,1921,per_nilsson_1be077,man,,1921,1921
ea_2077_63111_1_1921,Lars Borggren,1876,,,,1921,lars_borggren_7402c4,man,,1921,1921
ea_2077_63111_1_1921,Sven Bengtsson,1866,,,,1921,sven_bengtsson_5439d3,man,,1921,1921
ea_2077_63111_1_1921,John Erlansson,1863,,,,1921,john_erlansson_fd6cf8,man,,1921,1921
ea_2077_63111_1_1921,Lars Anton Björklund,1881,,,,1921,lars_anton_bjorklund_896554,man,,1921,1921
ea_2077_63111_1_1921,Godsägare Greve,1855,,,,1921,godsagare_greve_11940c,,,1921,1921
ea_2077_63111_1_1921,Nils Björk,1866,,,,1921,nils_bjork_31389b,man,,1921,1921
ea_2077_63111_1_1921,Swen Persson,1875,,,,1921,swen_persson_d8f28b,man,,1921,1921
ea_2077_63111_1_1921,Swen Jönsson,1877,Fridhill,Malmöhus län,,1921,swen_jonsson_89de95,man,,1921,1921
ea_2077_63111_1_1921,Olof Nilsson,1874,,,,1921,olof_nilsson_c7f77a,man,,1921,1921
ea_2077_63111_1_1921,Gruvarbetare Kortz,1868,,,,1921,gruvarbetare_kortz_3f135b,,,1921,1921
ea_2077_63111_1_1921,Olof Andersson,1875,,,,1921,olof_andersson_c627e6,man,,1921,1921
ea_2077_63111_1_1921,Daniel Poppius,1882,,,,1921,daniel_poppius_b6fcba,man,,1921,1921
ea_2077_63111_1_1921,Johan Jönsson,1875,,,,1921,johan_jonsson_ad59e8,man,,1921,1921
ea_2077_63111_1_1921,Anders Olof Paulsen,1876,,,,1921,anders_olof_paulsen_83c559,man,,1921,1921
ea_2077_63111_1_1921,Fredrik Vilhelm Thorsson,1865,,,,1921,fredrik_vilhelm_thorsson_376def,man,,1921,1921
ea_2077_63111_1_1921,Johannes Mathias Fjellman,1877,,,,1921,johannes_mathias_fjellman_789db5,man,,1921,1921
ea_2077_63111_1_1921,Per Edvin Sköld,1891,,,,1921,per_edvin_skold_1cbbc7,man,,1921,1921
ea_2077_63111_1_1921,Axel Alarik Pehrsson,1883,,,,1921,axel_alarik_pehrsson_b46971,man,,1921,1921
ea_2077_63111_1_1921,Malte Sommelius,1851,,,,1921,malte_sommelius_f581d7,man,,1921,1921
ea_2077_63111_1_1921,Martin Christian Jensen,1881,,,,1921,martin_christian_jensen_6dbe74,man,,1921,1921
ea_2077_63111_1_1921,Jonas Arthur Engberg,1888,,,,1921,jonas_arthur_engberg_e36ee3,man,,1921,1921
ea_2077_63111_1_1921,Nils Winkler,1870,,,,1921,nils_winkler_01e427,man,,1921,1921
ea_2077_63111_1_1921,Carl Fredrik Wilhelm Hederstierna,1861,,,,1921,carl_fredrik_wilhelm_hederstierna_1899a8,man,,1921,1921
ea_2077_63111_1_1921,Johan Larsson,1875,,,,1921,johan_larsson_727616,man,,1921,1921
ea_2077_63111_1_1921,Karl Oskar Strid,1875,,,,1921,karl_oskar_strid_16ed2b,man,,1921,1921
ea_2077_63111_1_1921,Carl David Richard Hermelin,1862,,,,1921,carl_david_richard_hermelin_418e2f,man,,1921,1921
ea_2077_63111_1_1921,Nils Johansson,1864,,,,1921,nils_johansson_0b097e,man,,1921,1921
ea_2077_63111_1_1921,Per Johan Persson,1867,,Göteborgs och Bohus län,,1921,per_johan_persson_a0ace4,man,,1921,1921
ea_2077_63111_1_1921,Cornelius Olsson,1857,,,,1921,cornelius_olsson_ca94c4,man,,1921,1921
ea_2077_63111_1_1921,Herman Andersson,1869,,,,1921,herman_andersson_8cffca,man,,1921,1921
ea_2077_63111_1_1921,Gustav Wilhelm Hansson,1878,,,,1921,gustav_wilhelm_hansson_97a50e,man,,1921,1921
ea_2077_63111_1_1921,Adolf Edvin Alexandersson,1875,,,,1921,adolf_edvin_alexandersson_f32fd7,man,,1921,1921
ea_2077_63111_1_1921,Anders Teodor Adolf Wallerius,1874,,,,1921,anders_teodor_adolf_wallerius_681ad8,man,,1921,1921
ea_2077_63111_1_1921,Oscar Nathanael Olsson,1856,,,,1921,oscar_nathanael_olsson_62fccb,man,,1921,1921
ea_2077_63111_1_1921,Oscar Osberg,1872,,,,1921,oscar_osberg_1c784b,man,,1921,1921
ea_2077_63111_1_1921,Axel Emil Ljungberg,1882,,,,1921,axel_emil_ljungberg_71a0fb,man,,1921,1921
ea_2077_63111_1_1921,Bernhard Corneliusson,1866,,,,1921,bernhard_corneliusson_67bd4b,man,,1921,1921
ea_2077_63111_1_1921,Olof Axel Edvard Lithander,1870,,,,1921,olof_axel_edvard_lithander_88cd12,man,,1921,1921
ea_2077_63111_1_1921,Algot Nathanael Sjöström,1879,,,,1921,algot_nathanael_sjostrom_8213d7,man,,1921,1921
ea_2077_63111_1_1921,Erik Petter Waldemar Eöling,1866,,,,1921,erik_petter_waldemar_eoling_afcee0,man,,1921,1921
ea_2077_63111_1_1921,Alexander Thore,1866,,,,1921,alexander_thore_f548b5,man,,1921,1921
ea_2077_63111_1_1921,Jakob Juhus Hedvall,1886,,,,1921,jakob_juhus_hedvall_c9ffb9,man,,1921,1921
ea_2077_63111_1_1921,Carl Vilbelm Oscar Höglund,1865,,,,1921,carl_vilbelm_oscar_hoglund_74323e,man,,1921,1921
ea_2077_63111_1_1921,Per Pehrsson,1867,,Älvsborgs län,,1921,per_pehrsson_42898e,man,,1921,1921
ea_2077_63111_1_1921,Anders Lindgren,1874,,,,1921,anders_lindgren_de0227,man,,1921,1921
ea_2077_63111_1_1921,Arthur Wilhelm Gustafson,1870,,,,1921,arthur_wilhelm_gustafson_934179,man,,1921,1921
ea_2077_63111_1_1921,Alfred Pettersson,1865,,,,1921,alfred_pettersson_4d6a15,man,,1921,1921
ea_2077_63111_1_1921,Anders Emil Hansson,1882,,,,1921,anders_emil_hansson_dde9e4,man,,1921,1921
ea_2077_63111_1_1921,August Danielsson,1876,,,,1921,august_danielsson_41b0f3,man,,1921,1921
ea_2077_63111_1_1921,Hemmansägare Arvid,1875,,,,1921,hemmansagare_arvid_3f16f1,,,1921,1921
ea_2077_63111_1_1921,Svening Alfred Larsson,1856,,,,1921,svening_alfred_larsson_e374ed,man,,1921,1921
ea_2077_63111_1_1921,Justus Edvin Leffler,1875,,,,1921,justus_edvin_leffler_98a455,man,,1921,1921
ea_2077_63111_1_1921,Karl Arthur Ryberg,1882,,,,1921,karl_arthur_ryberg_c2e226,man,,1921,1921
ea_2077_63111_1_1921,Carl Albin Björkman,1870,,,,1921,carl_albin_bjorkman_8507a2,man,,1921,1921
ea_2077_63111_1_1921,Sven Edvin Ljungkvist,1880,,,,1921,sven_edvin_ljungkvist_d3a37f,man,,1921,1921
ea_2077_63111_1_1921,Karl Hilding Magnusson,1877,,,,1921,karl_hilding_magnusson_b48ea4,man,,1921,1921
ea_2077_63111_1_1921,Per August Månsson,1857,,,,1921,per_august_mansson_d72e04,man,,1921,1921
ea_2077_63111_1_1921,Carl Johanson,1851,,,,1921,carl_johanson_5b7832,man,,1921,1921
ea_2077_63111_1_1921,Johan Wilhelm Biliqvist,1867,,,,1921,johan_wilhelm_biliqvist_2cc523,man,,1921,1921
ea_2077_63111_1_1921,Carl Otto Larsson,1871,,,,1921,carl_otto_larsson_59bd3f,man,,1921,1921
ea_2077_63111_1_1921,Carl Emil Bengtsson,1875,Kullen,,,1921,carl_emil_bengtsson_847469,man,,1921,1921
ea_2077_63111_1_1921,Karl Magnus Andersson,1853,,,,1921,karl_magnus_andersson_910f1e,man,,1921,1921
ea_2077_63111_1_1921,Gustav Albert Johanson,1887,,,,1921,gustav_albert_johanson_610669,man,,1921,1921
ea_2077_63111_1_1921,Carl Arvid Andersson,1887,,,,1921,carl_arvid_andersson_1c1e1a,man,,1921,1921
ea_2077_63111_1_1921,Helge Karl Vilhelm Bäcklund,1880,,Värmlands län,,1921,helge_karl_vilhelm_backlund_aba2a3,man,,1921,1921
ea_2077_63111_1_1921,Alfred Persson,1862,,,,1921,alfred_persson_826ed5,man,,1921,1921
ea_2077_63111_1_1921,Valfrid Eriksson,1879,,,,1921,valfrid_eriksson_9421ef,man,,1921,1921
ea_2077_63111_1_1921,Emil Andersson,1876,,,,1921,emil_andersson_1c74af,man,,1921,1921
ea_2077_63111_1_1921,Lars Johan Carlsson-Frosterud,1863,,,,1921,lars_johan_carlsson-frosterud_288391,man,,1921,1921
ea_2077_63111_1_1921,Carl Petter Jansson,1858,,,,1921,carl_petter_jansson_842bc7,man,,1921,1921
ea_2077_63111_1_1921,Snickare Herman,1889,,,,1921,snickare_herman_7f1c0b,,,1921,1921
ea_2077_63111_1_1921,Carl Axel Ros,1866,,,,1921,carl_axel_ros_6f23b0,man,,1921,1921
ea_2077_63111_1_1921,Johan Peter Igel,1855,,,,1921,johan_peter_igel_017e78,man,,1921,1921
ea_2077_63111_1_1921,Nils Svensson,1861,,,,1921,nils_svensson_4ef7e0,man,,1921,1921
ea_2077_63111_1_1921,Åmotfors Flogned,1872,,Örebro län,,1921,amotfors_flogned_00c9a9,,,1921,1921
ea_2077_63111_1_1921,Anders Anderson,1874,,,,1921,anders_anderson_0e6dc2,man,,1921,1921
ea_2077_63111_1_1921,Erik Agabus Nilson,1862,,,,1921,erik_agabus_nilson_0e3a5e,man,,1921,1921
ea_2077_63111_1_1921,Anders Petter Gustafsson,1852,,,,1921,anders_petter_gustafsson_ced1a7,man,,1921,1921
ea_2077_63111_1_1921,Johan Viktor Öhman,1877,,,,1921,johan_viktor_ohman_cb5545,man,,1921,1921
ea_2077_63111_1_1921,Edvard Jansson Uddenberg,1870,,,,1921,edvard_jansson_uddenberg_c8e4d3,man,,1921,1921
ea_2077_63111_1_1921,Godsägare Petrus,1868,,,,1921,godsagare_petrus_4c94d7,,,1921,1921
ea_2077_63111_1_1921,Johan August Torsten Thorsell,1867,,,,1921,johan_august_torsten_thorsell_6d9296,man,,1921,1921
ea_2077_63111_1_1921,Ivar Jansson,1893,,,,1921,ivar_jansson_16c256,man,,1921,1921
ea_2077_63111_1_1921,Riksgäldsfullmäktig Viktor,1869,,,,1921,riksgaldsfullmaktig_viktor_96a135,,,1921,1921
ea_2077_63111_1_1921,Anders Johan Johansson,1863,,,,1921,anders_johan_johansson_e1d488,man,,1921,1921
ea_2077_63111_1_1921,Carl Johan Eriesson,1868,,,,1921,carl_johan_eriesson_0bbed4,man,,1921,1921
ea_2077_63111_1_1921,Adolf Fredrik Janson,1860,,,,1921,adolf_fredrik_janson_305b94,man,,1921,1921
ea_2077_63111_1_1921,August Vilhelm Pettersson,1871,,Kopparbergs län,,1921,august_vilhelm_pettersson_d2dc9b,man,,1921,1921
ea_2077_63111_1_1921,Ollas Erik Eriksson,1872,,,,1921,ollas_erik_eriksson_40aa88,,,1921,1921
ea_2077_63111_1_1921,Carl Robert Jansson,1868,,,,1921,carl_robert_jansson_618a32,man,,1921,1921
ea_2077_63111_1_1921,Emil Eriesson,1881,,,,1921,emil_eriesson_631c1e,man,,1921,1921
ea_2077_63111_1_1921,Johan Bernhard Eriksson,1878,,,,1921,johan_bernhard_eriksson_4c3c3f,man,,1921,1921
ea_2077_63111_1_1921,Gustaf Henning Andersson,1884,,,,1921,gustaf_henning_andersson_cb5476,man,,1921,1921
ea_2077_63111_1_1921,Fredrik Olssen Aarnseth,1872,,,,1921,fredrik_olssen_aarnseth_07474a,man,,1921,1921
ea_2077_63111_1_1921,Anders Olsson,1885,,,,1921,anders_olsson_bc36e0,man,,1921,1921
ea_2077_63111_1_1921,Eskils Hans Hansson,1857,,,,1921,eskils_hans_hansson_415977,,,1921,1921
ea_2077_63111_1_1921,Jones Erik Andersson,1881,,Gävleborgs län,,1921,jones_erik_andersson_299318,,,1921,1921
ea_2077_63111_1_1921,Adolv Olsson,1886,,,,1921,adolv_olsson_1ae63e,,,1921,1921
ea_2077_63111_1_1921,Carl August Carlsson,1873,,,,1921,carl_august_carlsson_8119c3,man,,1921,1921
ea_2077_63111_1_1921,Karl Fabian Månsson,1872,,,,1921,karl_fabian_mansson_fa7660,man,,1921,1921
ea_2077_63111_1_1921,Carl Johan Högström,1880,,,,1921,carl_johan_hogstrom_727959,man,,1921,1921
ea_2077_63111_1_1921,August Vilhelm Sävström,1879,,,,1921,august_vilhelm_savstrom_250904,man,,1921,1921
ea_2077_63111_1_1921,Olof Johansson,1867,,,,1921,olof_johansson_7c31cf,man,,1921,1921
ea_2077_63111_1_1921,Jonas Nikolaus Svedberg,1881,,,,1921,jonas_nikolaus_svedberg_2fd7f0,man,,1921,1921
ea_2077_63111_1_1921,Per Granath,1882,,,,1921,per_granath_f8e552,man,,1921,1921
ea_2077_63111_1_1921,Per Olsson,1864,,,,1921,per_olsson_916b7f,man,,1921,1921
ea_2077_63111_1_1921,Lars Olsson,1869,,,,1921,lars_olsson_84c603,man,,1921,1921
ea_2077_63111_1_1921,Carl Alfred Svensson,1861,,,,1921,carl_alfred_svensson_943c5b,man,,1921,1921
ea_2077_63111_1_1921,Per Jonas Edberg,1878,,,,1921,per_jonas_edberg_f426a7,man,,1921,1921
ea_2077_63111_1_1921,Karl Robert Karlsson,1869,,,,1921,karl_robert_karlsson_9ab8a2,man,,1921,1921
ea_2077_63111_1_1921,Verner Vilhelm Hedlund,1883,,,,1921,verner_vilhelm_hedlund_3512d8,man,,1921,1921
ea_2077_63111_1_1921,Ivar Teodor Vennerström,1881,,,,1921,ivar_teodor_vennerstrom_02c100,man,,1921,1921
ea_2077_63111_1_1921,Carl Oscar Johansson,1875,,,,1921,carl_oscar_johansson_ba4609,man,,1921,1921
ea_2077_63111_1_1921,Gerhard Strindlund,1890,,,,1921,gerhard_strindlund_954056,man,,1921,1921
ea_2077_63111_1_1921,Fritz Richard Kaijser,1868,,,,1921,fritz_richard_kaijser_e8331d,man,,1921,1921
ea_2077_63111_1_1921,Petrus Bergström,1881,,,,1921,petrus_bergstrom_17e389,man,,1921,1921
ea_2077_63111_1_1921,Carl Jonas Öberg,1859,,,,1921,carl_jonas_oberg_ff0bc8,man,,1921,1921
ea_2077_63111_1_1921,Erik Godin,1866,,,,1921,erik_godin_a0ced6,man,,1921,1921
ea_2077_63111_1_1921,Paulus Samuel Hedlund,1878,,,,1921,paulus_samuel_hedlund_e9e6ad,man,,1921,1921
ea_2077_63111_1_1921,Carl Johan Sehlin,1873,,,,1921,carl_johan_sehlin_508345,man,,1921,1921
ea_2077_63111_1_1921,Christian Erieson,1868,,,,1921,christian_erieson_f3438f,man,,1921,1921
ea_2077_63111_1_1921,Per Persson,1869,,,,1921,per_persson_36dfd7,man,,1921,1921
ea_2077_63111_1_1921,Nils Olof Olsson,1868,,,,1921,nils_olof_olsson_22b2ac,man,,1921,1921
ea_2077_63111_1_1921,Henrik Andersson,1880,,,,1921,henrik_andersson_d0a2f1,man,,1921,1921
ea_2077_63111_1_1921,Johan Rehn,1865,,,,1921,johan_rehn_af294d,man,,1921,1921
ea_2077_63111_1_1921,Adolf Wiklund,1859,,,,1921,adolf_wiklund_b85a3d,man,,1921,1921
ea_2077_63111_1_1921,Werner Bäckström,1866,,,,1921,werner_backstrom_f6be31,man,,1921,1921
ea_2077_63111_1_1921,Fredrik Emanuel Holmner,1872,,,,1921,fredrik_emanuel_holmner_345bd1,man,,1921,1921
ea_2077_63111_1_1921,Jonas Ludvig Brännström,1876,,,,1921,jonas_ludvig_brannstrom_a47e7e,man,,1921,1921
ea_2077_63111_1_1921,Anton Wikström,1876,,,,1921,anton_wikstrom_d8a42f,man,,1921,1921
ea_2077_63111_1_1921,Ewald Lindmark,1885,,Norrbottens län,,1921,ewald_lindmark_c48c15,man,,1921,1921
ea_2077_63111_1_1921,Nils Erik Nilsson,1866,,,,1921,nils_erik_nilsson_a88d83,man,,1921,1921
ea_2077_63111_1_1921,Ernst August Hage,1876,,,,1921,ernst_august_hage_bf83e4,man,,1921,1921
ea_2077_63111_1_1921,Adolf Linus Lundström,1870,,,,1921,adolf_linus_lundstrom_471e4e,man,,1921,1921
ea_2077_63111_1_1921,Alfred Lindström,1879,,,,1921,alfred_lindstrom_83aacb,man,,1921,1921
ea_2077_63111_1_1921,Oscar Wilhelm Lövgren,1888,,,,1921,oscar_wilhelm_lovgren_33ccfd,man,,1921,1921
